acc,f1_macro,precision_macro,recall_macro,auc,log_loss,brier,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,params,sec,blend_w
0.93,0.928066402749947,0.945027195027195,0.9166666666666666,0.9922916666666667,0.1852788312262654,0.10429085312725377,0.9285714285714286,0.975,0.9367088607594937,0.925,0.918918918918919,0.85,0.85,"[[39, 1, 0], [3, 37, 0], [2, 1, 17]]",raw1d,1,3,27075,18.030985799996415,
0.94,0.9362259850211657,0.9523255813953488,0.9249999999999999,0.9987499999999999,0.0955553624511807,0.06596343287908034,0.95,0.95,0.9397590361445783,0.975,0.918918918918919,0.85,0.85,"[[38, 2, 0], [1, 39, 0], [1, 2, 17]]",spec2d,1,3,32227,23.942471199989086,
0.95,0.9495293110825845,0.9595238095238096,0.9416666666666665,0.9984722222222221,0.11264282620002489,0.06733363631315291,0.9512195121951219,0.975,0.95,0.95,0.9473684210526315,0.9,0.9,"[[39, 1, 0], [2, 38, 0], [1, 1, 18]]",raw1d_wide,1,3,99795,49.330491300002905,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9995833333333333,0.056851146789813484,0.02805388306715406,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",spec2d_wide,1,3,97775,22.07213089999277,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9997222222222222,0.025965025282574064,0.014628610266396619,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",late,1,3,98571,36.544687900022836,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9977083333333333,0.09819282939666246,0.03349191144538612,0.975,0.975,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [1, 0, 19]]",gated,1,3,98698,41.593440500000725,
0.98,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9997222222222222,0.03693137509339504,0.022491767060438247,0.975,0.975,0.975,0.975,1.0,1.0,1.0,"[[39, 1, 0], [1, 39, 0], [0, 0, 20]]",attention,1,3,98544,49.86726600001566,
0.91,0.8981589248399326,0.9071092559464652,0.8916666666666666,0.9897916666666665,0.325382442445734,0.14240366818925057,0.9367088607594937,0.925,0.9156626506024096,0.95,0.8421052631578947,0.8,0.8,"[[37, 1, 2], [2, 38, 0], [0, 4, 16]]",early,1,3,97507,40.97540979998303,
0.94,0.9362259850211657,0.9523255813953488,0.9249999999999999,0.9987499999999999,0.0955553624511807,0.06596343287908034,0.95,0.95,0.9397590361445783,0.975,0.918918918918919,0.85,0.85,"[[38, 2, 0], [1, 39, 0], [1, 2, 17]]",score,1,3,59302,0.0712492999737151,0.0
0.55,0.6069389912413169,0.5923325499412456,0.625,0.7396527777777777,0.6653749389590676,0.44761115795316664,0.475,0.475,0.4155844155844156,0.4,0.9302325581395349,1.0,1.0,"[[19, 21, 0], [21, 16, 3], [0, 0, 20]]",logvar,1,3,3,0.03284850000636652,
0.96,0.9547236801481939,0.9515873015873016,0.9583333333333334,0.9979166666666667,0.0982651035296308,0.05202466638876,0.9873417721518988,0.975,0.95,0.95,0.926829268292683,0.95,0.95,"[[39, 1, 0], [0, 38, 2], [0, 1, 19]]",shallow,1,3,21,0.028122999996412545,
0.96,0.9580361159308527,0.9696969696969697,0.9500000000000001,0.9929166666666666,0.11764444987841749,0.06252530748913872,0.9743589743589743,0.95,0.9523809523809523,1.0,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [0, 40, 0], [0, 2, 18]]",raw1d,1,4,27075,17.73188669999945,
0.97,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9981944444444443,0.07733435770110844,0.04190707503607553,0.975,0.975,0.975,0.975,0.95,0.95,0.95,"[[39, 0, 1], [1, 39, 0], [0, 1, 19]]",spec2d,1,4,32227,19.726034999999683,
0.96,0.9580361159308527,0.9696969696969697,0.9500000000000001,0.9926388888888887,0.14582327842130513,0.07290948896759138,0.9743589743589743,0.95,0.9523809523809523,1.0,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [0, 40, 0], [0, 2, 18]]",raw1d_wide,1,4,99795,43.87533819998498,
0.96,0.9582981275752361,0.960077519379845,0.9583333333333334,0.9990277777777777,0.07585947151110857,0.046563959203077744,0.961038961038961,0.925,0.963855421686747,1.0,0.95,0.95,0.95,"[[37, 2, 1], [0, 40, 0], [0, 1, 19]]",spec2d_wide,1,4,97775,23.253396199987037,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9998611111111111,0.045181662047128236,0.024856540145761746,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",late,1,4,98571,29.279251200001454,
0.95,0.9448181212887095,0.9629629629629629,0.9333333333333332,0.9988888888888888,0.186083999984432,0.08734236128107999,0.9743589743589743,0.95,0.9411764705882353,1.0,0.918918918918919,0.85,0.85,"[[38, 2, 0], [0, 40, 0], [0, 3, 17]]",gated,1,4,98698,18.84835529999691,
0.99,0.9876505094164866,0.9841269841269842,0.9916666666666667,0.9991666666666665,0.055387663477543016,0.02977168092378378,1.0,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[40, 0, 0], [0, 39, 1], [0, 0, 20]]",attention,1,4,98544,22.41304799998761,
0.87,0.8358857391115455,0.9037940379403794,0.8166666666666668,0.9750694444444444,0.6168716919560032,0.2207407077004547,0.8888888888888888,0.9,0.9090909090909091,1.0,0.7096774193548387,0.55,0.55,"[[36, 4, 0], [0, 40, 0], [5, 4, 11]]",early,1,4,97507,11.08706190000521,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9986111111111112,0.07347283168125061,0.038373602059801504,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",score,1,4,59302,0.04268099999171682,0.1
0.6,0.6400647914525122,0.6367781155015199,0.65,0.7385416666666668,0.6598751576330016,0.45057683398967296,0.5977011494252874,0.65,0.4444444444444444,0.4,0.8780487804878049,0.9,0.9,"[[26, 14, 0], [21, 16, 3], [0, 2, 18]]",logvar,1,4,3,0.017462700023315847,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.997013888888889,0.10191623289530817,0.05027927029903492,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",shallow,1,4,21,0.01591809999081306,
0.93,0.9286256291134339,0.9284271284271285,0.9333333333333332,0.9944444444444445,0.17429156483077793,0.09654894385095146,0.9523809523809523,1.0,0.9066666666666666,0.85,0.926829268292683,0.95,0.95,"[[40, 0, 0], [4, 34, 2], [0, 1, 19]]",raw1d,2,0,27075,17.198386500007473,
0.94,0.9362711127417009,0.9541910331384016,0.9249999999999999,0.9968749999999998,0.17702641459365773,0.09717220177623903,0.9411764705882353,1.0,0.9487179487179487,0.925,0.918918918918919,0.85,0.85,"[[40, 0, 0], [3, 37, 0], [2, 1, 17]]",spec2d,2,0,32227,4.379025000002002,
0.97,0.9665598791477835,0.9666562434855118,0.9666666666666667,0.9961111111111111,0.09909011253161774,0.052344498934634755,0.9876543209876543,1.0,0.9620253164556962,0.95,0.95,0.95,0.95,"[[40, 0, 0], [1, 38, 1], [0, 1, 19]]",raw1d_wide,2,0,99795,35.20975800001179,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9994444444444444,0.06491523835803757,0.03784903982798237,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",spec2d_wide,2,0,97775,24.76717700000154,
0.97,0.970752824411361,0.9682539682539683,0.975,0.9994444444444444,0.0446415325632514,0.029562245127499002,0.975609756097561,1.0,0.961038961038961,0.925,0.975609756097561,1.0,1.0,"[[40, 0, 0], [2, 37, 1], [0, 0, 20]]",late,2,0,98571,36.8746382999816,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.04006288884901325,0.021308545426844475,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",gated,2,0,98698,40.89475829998264,
1.0,1.0,1.0,1.0,1.0,0.03175519536992686,0.012051745225202071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",attention,2,0,98544,37.57342620001873,
0.82,0.7705696636925189,0.8339265672599007,0.7583333333333333,0.930625,0.9566572556521519,0.3155248546866515,0.851063829787234,1.0,0.88,0.825,0.5806451612903226,0.45,0.45,"[[40, 0, 0], [5, 33, 2], [9, 2, 9]]",early,2,0,97507,20.09317799998098,
0.95,0.9494891073838442,0.9609250398724084,0.9416666666666668,0.9994444444444444,0.1342553873175782,0.08090064672286211,0.9523809523809523,1.0,0.9487179487179487,0.925,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [3, 37, 0], [1, 1, 18]]",score,2,0,59302,0.05786289999377914,0.2
0.53,0.5903977617254038,0.5757300162334488,0.6083333333333333,0.7536805555555555,0.6795591080571322,0.4523765169089276,0.4358974358974359,0.425,0.4050632911392405,0.4,0.9302325581395349,1.0,1.0,"[[17, 23, 0], [21, 16, 3], [0, 0, 20]]",logvar,2,0,3,0.017091499990783632,
0.94,0.9366697559468644,0.941656466748266,0.9333333333333332,0.9966666666666666,0.12916610808128312,0.07349678803630848,0.963855421686747,1.0,0.9230769230769231,0.9,0.9230769230769231,0.9,0.9,"[[40, 0, 0], [3, 36, 1], [0, 2, 18]]",shallow,2,0,21,0.018600799987325445,
0.96,0.9580361159308527,0.9696969696969697,0.9500000000000001,0.9997222222222222,0.11114285209183133,0.05943252333279507,0.9743589743589743,0.95,0.9523809523809523,1.0,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [0, 40, 0], [0, 2, 18]]",raw1d,2,1,27075,33.71493079999345,
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.9989583333333333,0.0728751809400388,0.04786357256375033,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",spec2d,2,1,32227,17.389126699999906,
0.97,0.9708577901348986,0.9767441860465116,0.9666666666666667,0.9996527777777778,0.06514306353052551,0.03593841219909353,0.9743589743589743,0.95,0.963855421686747,1.0,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [0, 40, 0], [0, 1, 19]]",raw1d_wide,2,1,99795,45.33695420000004,
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.9980555555555556,0.07952657222242963,0.04880740037064353,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",spec2d_wide,2,1,97775,22.81383790000109,
1.0,1.0,1.0,1.0,1.0,0.016473027541564277,0.007049674196286088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",late,2,1,98571,43.666634299996076,
0.97,0.9708577901348986,0.9767441860465116,0.9666666666666667,0.9994444444444444,0.1078298622304983,0.0509291456482511,0.9743589743589743,0.95,0.963855421686747,1.0,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [0, 40, 0], [0, 1, 19]]",gated,2,1,98698,42.05224059999455,
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.9946527777777777,0.11746276433611681,0.0632635158043972,0.961038961038961,0.925,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [0, 40, 0], [0, 1, 19]]",attention,2,1,98544,26.50835439999355,
0.86,0.8600254387925621,0.8721092503987241,0.8583333333333334,0.9669444444444445,0.47413173448423196,0.22526673499091512,0.821917808219178,0.75,0.8863636363636364,0.975,0.8717948717948718,0.85,0.85,"[[30, 8, 2], [1, 39, 0], [2, 1, 17]]",early,2,1,97507,16.374125800008187,
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.9989583333333333,0.0728751809400388,0.04786357256375033,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",score,2,1,59302,0.08114470000145957,0.0
0.54,0.6029204107830552,0.616005291005291,0.5916666666666667,0.7569444444444443,0.6529213877651239,0.4488249286570218,0.475,0.475,0.43902439024390244,0.45,0.8947368421052632,0.85,0.85,"[[19, 21, 0], [21, 18, 1], [0, 3, 17]]",logvar,2,1,3,0.029023500013863668,
0.94,0.9458768597657486,0.950609756097561,0.9416666666666668,0.9938194444444445,0.14309522004298514,0.08027829547170659,0.9382716049382716,0.95,0.925,0.925,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [3, 37, 0], [0, 1, 19]]",shallow,2,1,21,0.02768540001125075,
0.95,0.9500989737979891,0.9503960808838858,0.9499999999999998,0.9946527777777777,0.11430577966670478,0.05393801214123662,0.9620253164556962,0.95,0.9382716049382716,0.95,0.95,0.95,0.95,"[[38, 2, 0], [1, 38, 1], [0, 1, 19]]",raw1d,2,2,27075,22.300706500012893,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9963888888888889,0.09847456563097731,0.04188840811600873,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",spec2d,2,2,32227,10.412913199979812,
0.96,0.9625346010032642,0.9676434676434676,0.9583333333333334,0.9963888888888889,0.12882502439132046,0.07615543807801255,0.9620253164556962,0.95,0.9512195121951219,0.975,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [1, 39, 0], [0, 1, 19]]",raw1d_wide,2,2,99795,77.75407949998043,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.998611111111111,0.09659841374049581,0.02433907373519585,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",spec2d_wide,2,2,97775,15.97152880000067,
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.9979166666666667,0.08008967215674144,0.04005010550433623,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",late,2,2,98571,31.19510579999769,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9981944444444445,0.08613282969776584,0.030111342918445336,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",gated,2,2,98698,38.493894000013825,
0.96,0.9625346010032642,0.9676434676434676,0.9583333333333334,0.995,0.1536030515350938,0.06352961312112933,0.9620253164556962,0.95,0.9512195121951219,0.975,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [1, 39, 0], [0, 1, 19]]",attention,2,2,98544,41.939611900015734,
0.93,0.9211613787700744,0.9147435897435897,0.9416666666666668,0.9902083333333334,0.1996005033077185,0.09904486259738071,0.975,0.975,0.918918918918919,0.85,0.8695652173913043,1.0,1.0,"[[39, 0, 1], [1, 34, 5], [0, 0, 20]]",early,2,2,97507,18.41428279998945,
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.9953472222222222,0.10513268467531148,0.04752569622714728,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",score,2,2,59302,0.036086500011151657,0.775
0.64,0.6934129328610977,0.6886920142734096,0.7000000000000001,0.7604861111111111,0.6638143890876548,0.43766563218842947,0.5783132530120482,0.6,0.5263157894736842,0.5,0.975609756097561,1.0,1.0,"[[24, 16, 0], [19, 20, 1], [0, 0, 20]]",logvar,2,2,3,0.014644800015958026,
0.97,0.9665598791477835,0.9666562434855118,0.9666666666666667,0.9938194444444445,0.12348324191593801,0.06361109890625144,0.9876543209876543,1.0,0.9620253164556962,0.95,0.95,0.95,0.95,"[[40, 0, 0], [1, 38, 1], [0, 1, 19]]",shallow,2,2,21,0.015260199987096712,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9986111111111112,0.06639896820352727,0.028329272704006835,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d,2,3,27075,22.21809339997708,
0.98,0.9793171760831533,0.9757936507936508,0.9833333333333334,0.9995833333333333,0.062410804590187864,0.03211749647269681,0.975,0.975,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 0, 1], [1, 39, 0], [0, 0, 20]]",spec2d,2,3,32227,6.2018391999881715,
0.97,0.9706646823040771,0.9755799755799756,0.9666666666666667,0.9984027777777778,0.0843051016400605,0.047240255215415236,0.975609756097561,1.0,0.9620253164556962,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [0, 1, 19]]",raw1d_wide,2,3,99795,49.48781650001183,
0.98,0.9793171760831533,0.9757936507936508,0.9833333333333334,0.9991666666666666,0.06254205716140086,0.03108583008435538,0.975,0.975,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 0, 1], [1, 39, 0], [0, 0, 20]]",spec2d_wide,2,3,97775,7.653475800005253,
0.96,0.9554238397261653,0.9481884057971014,0.9666666666666667,0.9993055555555556,0.07731551283485164,0.04561766511428292,0.975,0.975,0.961038961038961,0.925,0.9302325581395349,1.0,1.0,"[[39, 0, 1], [1, 37, 2], [0, 0, 20]]",late,2,3,98571,21.555156200018246,
0.97,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9983333333333334,0.0741348922367013,0.046860611499965905,0.975,0.975,0.975,0.975,0.95,0.95,0.95,"[[39, 0, 1], [1, 39, 0], [0, 1, 19]]",gated,2,3,98698,26.333168300014222,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9988194444444445,0.0772233810698368,0.0378400897902784,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",attention,2,3,98544,26.304549199994653,
0.93,0.9197469197469198,0.9256002413897151,0.9166666666666666,0.9909722222222221,0.1899419913786254,0.1053141944837403,0.9523809523809523,1.0,0.935064935064935,0.9,0.8717948717948718,0.85,0.85,"[[40, 0, 0], [2, 36, 2], [2, 1, 17]]",early,2,3,97507,11.805640400008997,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9997222222222222,0.05423967137278909,0.024691371264779067,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",score,2,3,59302,0.03775400001904927,0.30000000000000004
0.64,0.6619098494098493,0.6571895424836601,0.7000000000000001,0.7410416666666667,0.6313505176264271,0.4335933739107336,0.6593406593406593,0.75,0.4375,0.35,0.8888888888888888,1.0,1.0,"[[30, 10, 0], [21, 14, 5], [0, 0, 20]]",logvar,2,3,3,0.018251400004373863,
0.98,0.9793171760831533,0.9757936507936508,0.9833333333333334,0.9990277777777777,0.08047706681504624,0.04022908476431955,0.9873417721518988,0.975,0.975,0.975,0.975609756097561,1.0,1.0,"[[39, 1, 0], [0, 39, 1], [0, 0, 20]]",shallow,2,3,21,0.01811840001028031,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9997222222222222,0.028291638071964206,0.014693023424683671,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d,2,4,27075,18.927911000006134,
0.97,0.9708577901348986,0.9767441860465116,0.9666666666666667,0.9995833333333333,0.08528455920159671,0.04625441409239825,0.963855421686747,1.0,0.9743589743589743,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [1, 0, 19]]",spec2d,2,4,32227,4.5902691000083,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.040672443812980845,0.019988666389660077,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d_wide,2,4,99795,42.150083000015,
0.97,0.9659952350010829,0.975609756097561,0.9583333333333334,0.9990277777777777,0.07458934077230514,0.050657418811613245,0.9629629629629629,0.975,0.9876543209876543,1.0,0.9473684210526315,0.9,0.9,"[[39, 1, 0], [0, 40, 0], [2, 0, 18]]",spec2d_wide,2,4,97775,10.444407600007253,
0.98,0.9791035008694781,0.9841269841269842,0.975,1.0,0.04653279707980485,0.030971556126468392,0.975609756097561,1.0,0.9873417721518988,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [1, 0, 19]]",late,2,4,98571,22.50957429999835,
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,1.0,0.02206281832275638,0.013123966274677832,0.9876543209876543,1.0,1.0,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [1, 0, 19]]",gated,2,4,98698,22.301055699994322,
0.97,0.9706646823040771,0.9755799755799756,0.9666666666666667,0.9997222222222222,0.07277991118611421,0.04714119688752102,0.9620253164556962,0.95,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [0, 40, 0], [1, 0, 19]]",attention,2,4,98544,21.902678300015396,
0.88,0.8555433527639323,0.8875283446712018,0.8416666666666667,0.9386111111111112,0.5511979692337176,0.17969436744409792,0.8764044943820225,0.975,0.9473684210526315,0.9,0.7428571428571429,0.65,0.65,"[[39, 0, 1], [3, 36, 1], [7, 0, 13]]",early,2,4,97507,8.977627099986421,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9997222222222222,0.04472590179624656,0.019284867844007996,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",score,2,4,59302,0.036726799997268245,0.65
0.65,0.6810492585140473,0.6679374389051809,0.7083333333333334,0.7770138888888889,0.7038287098323375,0.447618676343243,0.6190476190476191,0.65,0.5352112676056338,0.475,0.8888888888888888,1.0,1.0,"[[26, 12, 2], [18, 19, 3], [0, 0, 20]]",logvar,2,4,3,0.012498500000219792,
0.95,0.947100131086001,0.9394277220364177,0.9583333333333334,0.9980555555555556,0.1055656304797556,0.06270354903324461,0.9743589743589743,0.95,0.9367088607594937,0.925,0.9302325581395349,1.0,1.0,"[[38, 2, 0], [0, 37, 3], [0, 0, 20]]",shallow,2,4,21,0.014411800017114729,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9995833333333333,0.059213926393642195,0.024226626015816953,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d,3,0,27075,19.379393199982587,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.029643876394862746,0.014523732696252883,0.9873417721518988,0.975,0.9876543209876543,1.0,1.0,1.0,1.0,"[[39, 1, 0], [0, 40, 0], [0, 0, 20]]",spec2d,3,0,32227,18.89911050000228,
0.98,0.9792076838147299,0.9759969028261711,0.9833333333333334,0.9995833333333333,0.08621302677249419,0.04095819330408012,0.9876543209876543,1.0,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,"[[40, 0, 0], [1, 38, 1], [0, 0, 20]]",raw1d_wide,3,0,99795,45.847448900021845,
0.97,0.9670247448025225,0.9615668883961567,0.975,1.0,0.05520866522785533,0.03226883448200569,0.961038961038961,0.925,0.9876543209876543,1.0,0.9523809523809523,1.0,1.0,"[[37, 1, 2], [0, 40, 0], [0, 0, 20]]",spec2d_wide,3,0,97775,30.8573409000237,
1.0,1.0,1.0,1.0,1.0,0.016689153952609958,0.005469576341811667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",late,3,0,98571,41.83122089999961,
1.0,1.0,1.0,1.0,1.0,0.011441686942098213,0.004030992083249134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",gated,3,0,98698,54.685703600000124,
0.98,0.9792076838147299,0.9759969028261711,0.9833333333333334,0.9997222222222222,0.064203718050592,0.03568505661857577,0.9876543209876543,1.0,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,"[[40, 0, 0], [1, 38, 1], [0, 0, 20]]",attention,3,0,98544,35.75673769999412,
0.89,0.87821772769784,0.875557904627672,0.8916666666666666,0.9876388888888888,0.2752316463267756,0.14803900748912419,0.8767123287671232,0.8,0.9397590361445783,0.975,0.8181818181818182,0.9,0.9,"[[32, 3, 5], [0, 39, 1], [1, 1, 18]]",early,3,0,97507,26.669353000004776,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.029643876394862746,0.014523732696252883,0.9873417721518988,0.975,0.9876543209876543,1.0,1.0,1.0,1.0,"[[39, 1, 0], [0, 40, 0], [0, 0, 20]]",score,3,0,59302,0.1150873999868054,0.0
0.66,0.6905217502232427,0.6938337624612134,0.7083333333333334,0.75875,0.6711045854053603,0.4421162252055658,0.6593406593406593,0.75,0.5074626865671642,0.425,0.9047619047619048,0.95,0.95,"[[30, 9, 1], [21, 17, 2], [0, 1, 19]]",logvar,3,0,3,0.033442099986132234,
0.99,0.9876505094164866,0.9841269841269842,0.9916666666666667,0.9972916666666668,0.08425785275946135,0.03928185062584854,1.0,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[40, 0, 0], [0, 39, 1], [0, 0, 20]]",shallow,3,0,21,0.031129700015299022,
0.96,0.9622778662789798,0.9608711701734958,0.9666666666666667,0.9925,0.19483272135436702,0.08590764789354836,0.963855421686747,1.0,0.9473684210526315,0.9,0.975609756097561,1.0,1.0,"[[40, 0, 0], [3, 36, 1], [0, 0, 20]]",raw1d,3,1,27075,35.54474260000279,
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.9983333333333334,0.10897081685679381,0.05419955410408189,0.9523809523809523,1.0,0.961038961038961,0.925,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [3, 37, 0], [1, 0, 19]]",spec2d,3,1,32227,9.786044600012247,
0.98,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9969444444444444,0.090609244456107,0.04754486789553775,0.975,0.975,0.975,0.975,1.0,1.0,1.0,"[[39, 1, 0], [1, 39, 0], [0, 0, 20]]",raw1d_wide,3,1,99795,54.82458310000948,
0.95,0.9391357105430077,0.9629629629629629,0.9250000000000002,0.9979166666666668,0.11470247269415253,0.07009269576904587,0.9411764705882353,1.0,0.9873417721518988,0.975,0.8888888888888888,0.8,0.8,"[[40, 0, 0], [1, 39, 0], [4, 0, 16]]",spec2d_wide,3,1,97775,17.33085219998611,
0.97,0.9749647942419027,0.9767441860465116,0.975,0.9965277777777777,0.16281847858142864,0.05608191819116631,0.963855421686747,1.0,0.961038961038961,0.925,1.0,1.0,1.0,"[[40, 0, 0], [3, 37, 0], [0, 0, 20]]",late,3,1,98571,33.79946419998305,
0.95,0.9498612842266092,0.9629629629629629,0.9416666666666668,0.9963194444444445,0.23244745589893334,0.09337783414225002,0.9411764705882353,1.0,0.961038961038961,0.925,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [3, 37, 0], [2, 0, 18]]",gated,3,1,98698,39.965010899992194,
0.95,0.9498612842266092,0.9629629629629629,0.9416666666666668,0.9949305555555555,0.15954482626497818,0.0776957155925836,0.9411764705882353,1.0,0.961038961038961,0.925,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [3, 37, 0], [2, 0, 18]]",attention,3,1,98544,42.623205899988534,
