acc,f1_macro,precision_macro,recall_macro,auc,log_loss,brier,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,params,sec,blend_w
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.05376473027007577,0.02611275317681535,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",score,0,1,59302,0.09608139999909326,0.42500000000000004
0.61,0.6477588699810922,0.63012912482066,0.6749999999999999,0.7744444444444444,0.6514118955093153,0.4375995264674827,0.5679012345679012,0.575,0.4864864864864865,0.45,0.8888888888888888,1.0,1.0,"[[23, 16, 1], [18, 18, 4], [0, 0, 20]]",logvar,0,1,3,0.029167899978347123,
0.98,0.9755799755799757,0.9696969696969697,0.9833333333333334,1.0,0.0721983340893591,0.03425229959273385,1.0,1.0,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[40, 0, 0], [0, 38, 2], [0, 0, 20]]",shallow,0,1,21,0.031867199984844774,
0.95,0.9458346531517262,0.9433719433719433,0.9499999999999998,0.9927083333333333,0.19409488291064356,0.10662033597573423,0.975609756097561,1.0,0.935064935064935,0.9,0.926829268292683,0.95,0.95,"[[40, 0, 0], [2, 36, 2], [0, 1, 19]]",raw1d,0,2,27075,18.959987799986266,
0.97,0.9661885382970924,0.9767441860465116,0.9583333333333334,0.9991666666666665,0.10667097154167741,0.054226838559760626,0.9873417721518988,0.975,0.963855421686747,1.0,0.9473684210526315,0.9,0.9,"[[39, 1, 0], [0, 40, 0], [0, 2, 18]]",spec2d,0,2,32227,8.935416199994506,
0.98,0.975,0.975,0.975,0.9815277777777777,0.13507427274717723,0.045124073330474135,1.0,1.0,0.975,0.975,0.95,0.95,0.95,"[[40, 0, 0], [0, 39, 1], [0, 1, 19]]",raw1d_wide,0,2,99795,74.89646760001779,
0.97,0.9659952350010829,0.975609756097561,0.9583333333333334,0.9990972222222222,0.0683290282175616,0.04131793396552548,0.9876543209876543,1.0,0.9629629629629629,0.975,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [1, 39, 0], [0, 2, 18]]",spec2d_wide,0,2,97775,12.625455500005046,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9989583333333333,0.05952526430641343,0.030186292758027724,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",late,0,2,98571,52.18171319999965,
0.98,0.97422568767598,0.983739837398374,0.9666666666666667,0.9983333333333332,0.11627369995120708,0.047244564511634814,0.9876543209876543,1.0,0.9876543209876543,1.0,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [0, 40, 0], [1, 1, 18]]",gated,0,2,98698,34.48251200001687,
0.97,0.9659927257167308,0.9757936507936508,0.9583333333333334,0.9934722222222222,0.10138551677170428,0.04913489066543195,0.975609756097561,1.0,0.975,0.975,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [1, 39, 0], [1, 1, 18]]",attention,0,2,98544,37.09372090001125,
0.87,0.8597168597168597,0.8591800356506237,0.8666666666666667,0.9754861111111112,0.4589911988571012,0.19687813174169005,0.8648648648648649,0.8,0.9047619047619048,0.95,0.8095238095238095,0.85,0.85,"[[32, 4, 4], [1, 38, 1], [1, 2, 17]]",early,0,2,97507,16.705795100016985,
0.97,0.9661885382970924,0.9767441860465116,0.9583333333333334,0.9991666666666665,0.10667097154167741,0.054226838559760626,0.9873417721518988,0.975,0.963855421686747,1.0,0.9473684210526315,0.9,0.9,"[[39, 1, 0], [0, 40, 0], [0, 2, 18]]",score,0,2,59302,0.09562739997636527,0.0
0.6,0.65,0.65,0.65,0.7381944444444444,0.7016843745183844,0.44961506686741215,0.55,0.55,0.5,0.5,0.9,0.9,0.9,"[[22, 18, 0], [18, 20, 2], [0, 2, 18]]",logvar,0,2,3,0.030544999986886978,
0.94,0.9382324992081089,0.9365079365079364,0.9416666666666668,0.9943055555555556,0.13787929922561287,0.08226782959295548,0.961038961038961,0.925,0.926829268292683,0.95,0.926829268292683,0.95,0.95,"[[37, 3, 0], [0, 38, 2], [0, 1, 19]]",shallow,0,2,21,0.03248310001799837,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9974999999999999,0.09078505162742666,0.038081500039803595,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d,0,3,27075,20.592562399979215,
0.98,0.9793171760831533,0.9757936507936508,0.9833333333333334,0.9979166666666667,0.11780630193071334,0.042621982607834744,0.975,0.975,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 0, 1], [1, 39, 0], [0, 0, 20]]",spec2d,0,3,32227,8.584513700014213,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9965277777777778,0.10670698144031697,0.021732594730643092,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d_wide,0,3,99795,85.6902958000137,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9993055555555556,0.07603062596946801,0.02856408468332355,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",spec2d_wide,0,3,97775,20.732848300016485,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9970833333333333,0.0844023437742199,0.031246145839719457,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",late,0,3,98571,27.998366600018926,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9983333333333334,0.09687806565907754,0.04213862780212566,0.975609756097561,1.0,0.9873417721518988,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [1, 0, 19]]",gated,0,3,98698,30.646549100027187,
