acc,f1_macro,precision_macro,recall_macro,auc,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,params,sec,blend_w
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9989583333333333,1.0,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [0, 1, 19]]",late,1,4,98571,27.86906810000073,
0.97,0.970752824411361,0.9682539682539683,0.975,0.9995833333333333,0.961038961038961,0.925,0.975609756097561,1.0,0.975609756097561,1.0,1.0,"[[37, 2, 1], [0, 40, 0], [0, 0, 20]]",gated,1,4,98698,35.58893209999951,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.999375,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",attention,1,4,98544,53.0699331999931,
0.98,0.9791035008694781,0.9841269841269842,0.975,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",early,1,4,97507,17.957245799989323,
0.96,0.9625346010032642,0.9676434676434676,0.9583333333333334,0.9949305555555555,0.9620253164556962,0.95,0.9512195121951219,0.975,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [1, 39, 0], [0, 1, 19]]",score,1,4,59302,0.07547840000188444,1.0
0.6,0.6400647914525122,0.6367781155015199,0.65,0.7385416666666668,0.5977011494252874,0.65,0.4444444444444444,0.4,0.8780487804878049,0.9,0.9,"[[26, 14, 0], [21, 16, 3], [0, 2, 18]]",logvar,1,4,3,0.018211499991593882,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.997013888888889,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",shallow,1,4,21,0.0191666000027908,
0.95,0.9496401189172273,0.951068510370836,0.9499999999999998,0.9957638888888889,0.963855421686747,1.0,0.935064935064935,0.9,0.95,0.95,0.95,"[[40, 0, 0], [3, 36, 1], [0, 1, 19]]",raw1d,2,0,27075,40.462191900005564,
0.94,0.9327608754657389,0.9247863247863247,0.9500000000000001,0.9944444444444445,0.9620253164556962,0.95,0.9473684210526315,0.9,0.8888888888888888,1.0,1.0,"[[38, 0, 2], [1, 36, 3], [0, 0, 20]]",spec2d,2,0,32227,6.838724000001093,
0.98,0.975,0.975,0.975,0.9975694444444444,1.0,1.0,0.975,0.975,0.95,0.95,0.95,"[[40, 0, 0], [0, 39, 1], [0, 1, 19]]",raw1d_wide,2,0,99795,89.54606090000016,
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9989583333333334,1.0,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [0, 1, 19]]",spec2d_wide,2,0,97775,14.7993306999997,
0.98,0.9792076838147299,0.9759969028261711,0.9833333333333334,0.9988194444444445,0.9876543209876543,1.0,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,"[[40, 0, 0], [1, 38, 1], [0, 0, 20]]",late,2,0,98571,32.91609590000007,
0.95,0.9537746806039489,0.9538239538239539,0.9583333333333334,0.9997222222222222,0.9523809523809523,1.0,0.9333333333333333,0.875,0.975609756097561,1.0,1.0,"[[40, 0, 0], [4, 35, 1], [0, 0, 20]]",gated,2,0,98698,46.51027420000173,
0.96,0.953879402474648,0.9586466165413534,0.9500000000000001,0.9974999999999999,0.9873417721518988,0.975,0.9512195121951219,0.975,0.9230769230769231,0.9,0.9,"[[39, 1, 0], [0, 39, 1], [0, 2, 18]]",attention,2,0,98544,37.69827150000492,
0.95,0.9501362834696168,0.9444277980863346,0.9583333333333334,0.9968055555555555,0.9629629629629629,0.975,0.935064935064935,0.9,0.9523809523809523,1.0,1.0,"[[39, 1, 0], [2, 36, 2], [0, 0, 20]]",early,2,0,97507,16.946192599993083,
0.95,0.9496401189172273,0.951068510370836,0.9499999999999998,0.9957638888888889,0.963855421686747,1.0,0.935064935064935,0.9,0.95,0.95,0.95,"[[40, 0, 0], [3, 36, 1], [0, 1, 19]]",score,2,0,59302,0.08630460000131279,1.0
0.53,0.5903977617254038,0.5757300162334488,0.6083333333333333,0.7536805555555555,0.4358974358974359,0.425,0.4050632911392405,0.4,0.9302325581395349,1.0,1.0,"[[17, 23, 0], [21, 16, 3], [0, 0, 20]]",logvar,2,0,3,0.02518130000680685,
0.94,0.9366697559468644,0.941656466748266,0.9333333333333332,0.9966666666666666,0.963855421686747,1.0,0.9230769230769231,0.9,0.9230769230769231,0.9,0.9,"[[40, 0, 0], [3, 36, 1], [0, 2, 18]]",shallow,2,0,21,0.02026109999860637,
0.95,0.9543012886666138,0.9629629629629629,0.9499999999999998,0.9970138888888888,0.9473684210526315,0.9,0.9411764705882353,1.0,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [0, 40, 0], [0, 1, 19]]",raw1d,2,1,27075,26.83830200000375,
0.97,0.9706646823040771,0.9755799755799756,0.9666666666666667,0.9977777777777778,0.975609756097561,1.0,0.9620253164556962,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [0, 1, 19]]",spec2d,2,1,32227,7.277528999999049,
0.95,0.9540957824378634,0.9590964590964591,0.9499999999999998,0.9945138888888888,0.9512195121951219,0.975,0.9367088607594937,0.925,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [3, 37, 0], [0, 1, 19]]",raw1d_wide,2,1,99795,59.50960919998761,
0.94,0.9459749552772809,0.9565217391304347,0.9416666666666668,0.9997222222222222,0.9333333333333333,0.875,0.9302325581395349,1.0,0.9743589743589743,0.95,0.95,"[[35, 5, 0], [0, 40, 0], [0, 1, 19]]",spec2d_wide,2,1,97775,36.06703600000765,
0.96,0.9665831244778613,0.9696969696969697,0.9666666666666667,0.9998611111111111,0.9473684210526315,0.9,0.9523809523809523,1.0,1.0,1.0,1.0,"[[36, 4, 0], [0, 40, 0], [0, 0, 20]]",late,2,1,98571,49.394627200003015,
0.92,0.9291864908303263,0.9444444444444445,0.9249999999999999,1.0,0.9041095890410958,0.825,0.9090909090909091,1.0,0.9743589743589743,0.95,0.95,"[[33, 7, 0], [0, 40, 0], [0, 1, 19]]",gated,2,1,98698,64.5561955000012,
0.96,0.96231078158789,0.9679722562219503,0.9583333333333334,0.9983333333333334,0.963855421686747,1.0,0.9487179487179487,0.925,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [3, 37, 0], [0, 1, 19]]",attention,2,1,98544,66.57014199999685,
0.95,0.9493109011662907,0.9596501689524946,0.9416666666666668,0.9959722222222221,0.963855421686747,1.0,0.9367088607594937,0.925,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [3, 37, 0], [0, 2, 18]]",early,2,1,97507,29.758694300006027,
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9986805555555556,1.0,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [0, 1, 19]]",score,2,1,59302,0.10204800000065006,0.225
0.54,0.6029204107830552,0.616005291005291,0.5916666666666667,0.7569444444444443,0.475,0.475,0.43902439024390244,0.45,0.8947368421052632,0.85,0.85,"[[19, 21, 0], [21, 18, 1], [0, 3, 17]]",logvar,2,1,3,0.029658600004040636,
0.94,0.9458768597657486,0.950609756097561,0.9416666666666668,0.9938194444444445,0.9382716049382716,0.95,0.925,0.925,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [3, 37, 0], [0, 1, 19]]",shallow,2,1,21,0.021174599998630583,
0.97,0.9708783575177523,0.9672466422466423,0.975,0.9950694444444445,0.975,0.975,0.9620253164556962,0.95,0.975609756097561,1.0,1.0,"[[39, 1, 0], [1, 38, 1], [0, 0, 20]]",raw1d,2,2,27075,59.92379610000353,
0.97,0.9706646823040771,0.9755799755799756,0.9666666666666667,0.9943055555555556,0.975609756097561,1.0,0.9620253164556962,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [0, 1, 19]]",spec2d,2,2,32227,17.469254399999045,
0.94,0.9457728722856849,0.9420329670329671,0.9500000000000001,0.9897916666666666,0.9367088607594937,0.925,0.925,0.925,0.975609756097561,1.0,1.0,"[[37, 3, 0], [2, 37, 1], [0, 0, 20]]",raw1d_wide,2,2,99795,112.73468280000088,
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.9947222222222223,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",spec2d_wide,2,2,97775,43.2807698000106,
0.97,0.9665598791477835,0.9666562434855118,0.9666666666666667,0.9968750000000001,0.9876543209876543,1.0,0.9620253164556962,0.95,0.95,0.95,0.95,"[[40, 0, 0], [1, 38, 1], [0, 1, 19]]",late,2,2,98571,57.62917509999534,
0.97,0.9708783575177523,0.9672466422466423,0.975,0.9987499999999999,0.975,0.975,0.9620253164556962,0.95,0.975609756097561,1.0,1.0,"[[39, 1, 0], [1, 38, 1], [0, 0, 20]]",gated,2,2,98698,80.10621230000106,
0.97,0.9659952350010829,0.975609756097561,0.9583333333333334,0.9933333333333333,0.9876543209876543,1.0,0.9629629629629629,0.975,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [1, 39, 0], [0, 2, 18]]",attention,2,2,98544,70.67927369999234,
0.97,0.9665598791477835,0.9666562434855118,0.9666666666666667,0.9955555555555554,0.9876543209876543,1.0,0.9620253164556962,0.95,0.95,0.95,0.95,"[[40, 0, 0], [1, 38, 1], [0, 1, 19]]",early,2,2,97507,34.18659070000285,
0.97,0.9708783575177523,0.9672466422466423,0.975,0.9950694444444445,0.975,0.975,0.9620253164556962,0.95,0.975609756097561,1.0,1.0,"[[39, 1, 0], [1, 38, 1], [0, 0, 20]]",score,2,2,59302,0.11014820000855252,1.0
0.64,0.6934129328610977,0.6886920142734096,0.7000000000000001,0.7604861111111111,0.5783132530120482,0.6,0.5263157894736842,0.5,0.975609756097561,1.0,1.0,"[[24, 16, 0], [19, 20, 1], [0, 0, 20]]",logvar,2,2,3,0.03390769999532495,
0.97,0.9665598791477835,0.9666562434855118,0.9666666666666667,0.9938194444444445,0.9876543209876543,1.0,0.9620253164556962,0.95,0.95,0.95,0.95,"[[40, 0, 0], [1, 38, 1], [0, 1, 19]]",shallow,2,2,21,0.028544300002977252,
0.96,0.966645820304357,0.9674185463659147,0.9666666666666667,0.9969444444444444,0.9512195121951219,0.975,0.9487179487179487,0.925,1.0,1.0,1.0,"[[39, 1, 0], [3, 37, 0], [0, 0, 20]]",raw1d,2,3,27075,59.865574900002684,
0.97,0.9749647942419027,0.9767441860465116,0.975,0.9988888888888888,0.963855421686747,1.0,0.961038961038961,0.925,1.0,1.0,1.0,"[[40, 0, 0], [3, 37, 0], [0, 0, 20]]",spec2d,2,3,32227,19.49857599999814,
0.94,0.9457316445268252,0.9514483884128927,0.9416666666666668,0.9954166666666667,0.9397590361445783,0.975,0.9230769230769231,0.9,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [4, 36, 0], [0, 1, 19]]",raw1d_wide,2,3,99795,124.93374369999219,
0.97,0.9749647942419027,0.9767441860465116,0.975,0.9977777777777778,0.963855421686747,1.0,0.961038961038961,0.925,1.0,1.0,1.0,"[[40, 0, 0], [3, 37, 0], [0, 0, 20]]",spec2d_wide,2,3,97775,26.11832740000682,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9967361111111112,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",late,2,3,98571,75.8408805999934,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9998611111111111,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",gated,2,3,98698,109.79352600000857,
0.97,0.9749647942419027,0.9767441860465116,0.975,0.9954166666666667,0.963855421686747,1.0,0.961038961038961,0.925,1.0,1.0,1.0,"[[40, 0, 0], [3, 37, 0], [0, 0, 20]]",attention,2,3,98544,51.12748169999395,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9981944444444445,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",early,2,3,97507,37.53466930000286,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9972222222222222,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",score,2,3,59302,0.0882251000002725,0.35000000000000003
0.64,0.6619098494098493,0.6571895424836601,0.7000000000000001,0.7410416666666667,0.6593406593406593,0.75,0.4375,0.35,0.8888888888888888,1.0,1.0,"[[30, 10, 0], [21, 14, 5], [0, 0, 20]]",logvar,2,3,3,0.04317430000810418,
0.98,0.9793171760831533,0.9757936507936508,0.9833333333333334,0.9990277777777777,0.9873417721518988,0.975,0.975,0.975,0.975609756097561,1.0,1.0,"[[39, 1, 0], [0, 39, 1], [0, 0, 20]]",shallow,2,3,21,0.034241200002725236,
0.95,0.9539647344525393,0.9513084513084514,0.9583333333333334,0.9963888888888889,0.9512195121951219,0.975,0.935064935064935,0.9,0.975609756097561,1.0,1.0,"[[39, 1, 0], [3, 36, 1], [0, 0, 20]]",raw1d,2,4,27075,56.82885489999899,
0.98,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9991666666666666,0.975,0.975,0.975,0.975,1.0,1.0,1.0,"[[39, 1, 0], [1, 39, 0], [0, 0, 20]]",spec2d,2,4,32227,24.712896299999557,
0.97,0.9706646823040771,0.9755799755799756,0.9666666666666667,0.9975694444444444,0.975609756097561,1.0,0.9620253164556962,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [0, 1, 19]]",raw1d_wide,2,4,99795,195.711550299995,
0.92,0.9131119325627335,0.9050457339931025,0.9333333333333332,0.9974999999999999,0.9210526315789473,0.875,0.9487179487179487,0.925,0.8695652173913043,1.0,1.0,"[[35, 1, 4], [1, 37, 2], [0, 0, 20]]",spec2d_wide,2,4,97775,32.067362899993896,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9979166666666667,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,1.0,1.0,"[[38, 2, 0], [0, 40, 0], [0, 0, 20]]",late,2,4,98571,63.33370849999483,
0.95,0.9541062056190182,0.9503663003663002,0.9583333333333334,0.9973611111111111,0.95,0.95,0.9367088607594937,0.925,0.975609756097561,1.0,1.0,"[[38, 2, 0], [2, 37, 1], [0, 0, 20]]",gated,2,4,98698,48.163790000005974,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9983333333333334,0.9873417721518988,0.975,0.9876543209876543,1.0,1.0,1.0,1.0,"[[39, 1, 0], [0, 40, 0], [0, 0, 20]]",attention,2,4,98544,104.93155800001114,
0.95,0.954210193099082,0.9589430894308943,0.9499999999999998,0.9983333333333334,0.9382716049382716,0.95,0.95,0.95,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [2, 38, 0], [1, 0, 19]]",early,2,4,97507,31.325709800003096,
0.98,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9991666666666666,0.975,0.975,0.975,0.975,1.0,1.0,1.0,"[[39, 1, 0], [1, 39, 0], [0, 0, 20]]",score,2,4,59302,0.10687849999521859,0.0
0.65,0.6810492585140473,0.6679374389051809,0.7083333333333334,0.7770138888888889,0.6190476190476191,0.65,0.5352112676056338,0.475,0.8888888888888888,1.0,1.0,"[[26, 12, 2], [18, 19, 3], [0, 0, 20]]",logvar,2,4,3,0.041730099997948855,
0.95,0.947100131086001,0.9394277220364177,0.9583333333333334,0.9980555555555556,0.9743589743589743,0.95,0.9367088607594937,0.925,0.9302325581395349,1.0,1.0,"[[38, 2, 0], [0, 37, 3], [0, 0, 20]]",shallow,2,4,21,0.035095600003842264,
0.98,0.975,0.975,0.975,0.9993055555555556,1.0,1.0,0.975,0.975,0.95,0.95,0.95,"[[40, 0, 0], [0, 39, 1], [0, 1, 19]]",raw1d,3,0,27075,60.54734859999735,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9997222222222222,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",spec2d,3,0,32227,18.444480600010138,
0.96,0.9583294264728863,0.9585261621846989,0.9583333333333334,0.9979166666666667,0.9629629629629629,0.975,0.9620253164556962,0.95,0.95,0.95,0.95,"[[39, 1, 0], [1, 38, 1], [1, 0, 19]]",raw1d_wide,3,0,99795,135.24987729999702,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9994444444444444,0.9873417721518988,0.975,0.9876543209876543,1.0,1.0,1.0,1.0,"[[39, 1, 0], [0, 40, 0], [0, 0, 20]]",spec2d_wide,3,0,97775,30.57954079999763,
0.95,0.953934953934954,0.9606879606879607,0.9499999999999998,0.9994444444444444,0.935064935064935,0.9,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [0, 40, 0], [1, 0, 19]]",late,3,0,98571,76.96120769999106,
0.95,0.9499791536376901,0.950751879699248,0.9499999999999998,0.9988194444444445,0.9487179487179487,0.925,0.9512195121951219,0.975,0.95,0.95,0.95,"[[37, 3, 0], [0, 39, 1], [1, 0, 19]]",gated,3,0,98698,74.07037560000026,
0.95,0.9539647344525393,0.9513084513084514,0.9583333333333334,0.9949305555555555,0.9512195121951219,0.975,0.935064935064935,0.9,0.975609756097561,1.0,1.0,"[[39, 1, 0], [3, 36, 1], [0, 0, 20]]",attention,3,0,98544,54.559100300000864,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9998611111111111,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",early,3,0,97507,32.387294900006964,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",score,3,0,59302,0.11653400000068359,0.45
0.66,0.6905217502232427,0.6938337624612134,0.7083333333333334,0.75875,0.6593406593406593,0.75,0.5074626865671642,0.425,0.9047619047619048,0.95,0.95,"[[30, 9, 1], [21, 17, 2], [0, 1, 19]]",logvar,3,0,3,0.03934439999284223,
0.99,0.9876505094164866,0.9841269841269842,0.9916666666666667,0.9972916666666668,1.0,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[40, 0, 0], [0, 39, 1], [0, 0, 20]]",shallow,3,0,21,0.030667300001368858,
0.91,0.9123539421440726,0.905728088336784,0.9249999999999999,0.9800694444444445,0.926829268292683,0.95,0.88,0.825,0.9302325581395349,1.0,1.0,"[[38, 2, 0], [4, 33, 3], [0, 0, 20]]",raw1d,3,1,27075,39.91460819999338,
0.97,0.970752824411361,0.9682539682539683,0.975,0.9930555555555555,0.975609756097561,1.0,0.961038961038961,0.925,0.975609756097561,1.0,1.0,"[[40, 0, 0], [2, 37, 1], [0, 0, 20]]",spec2d,3,1,32227,13.327097800007323,
0.94,0.9376689662484002,0.9332659251769463,0.9500000000000001,0.993263888888889,0.963855421686747,1.0,0.918918918918919,0.85,0.9302325581395349,1.0,1.0,"[[40, 0, 0], [3, 34, 3], [0, 0, 20]]",raw1d_wide,3,1,99795,143.37008010000864,
0.94,0.9359247802018887,0.9517441860465117,0.9249999999999999,0.9893055555555555,0.963855421686747,1.0,0.925,0.925,0.918918918918919,0.85,0.85,"[[40, 0, 0], [3, 37, 0], [0, 3, 17]]",spec2d_wide,3,1,97775,28.78558100000373,
0.92,0.9148611939309613,0.9405034324942791,0.9,0.9949305555555555,0.9487179487179487,0.925,0.9069767441860465,0.975,0.8888888888888888,0.8,0.8,"[[37, 3, 0], [1, 39, 0], [0, 4, 16]]",late,3,1,98571,71.86499010000261,
0.96,0.9576593923833975,0.9674603174603175,0.9500000000000001,0.9931944444444444,0.975609756097561,1.0,0.95,0.95,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [2, 38, 0], [0, 2, 18]]",gated,3,1,98698,70.70326579999528,
0.94,0.9459984459984461,0.9531122031122031,0.9416666666666668,0.9852777777777778,0.9285714285714286,0.975,0.935064935064935,0.9,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [4, 36, 0], [1, 0, 19]]",attention,3,1,98544,52.250233900005696,
0.96,0.9544005126660954,0.9513519571285939,0.9583333333333334,0.9897916666666666,0.9876543209876543,1.0,0.9487179487179487,0.925,0.926829268292683,0.95,0.95,"[[40, 0, 0], [1, 37, 2], [0, 1, 19]]",early,3,1,97507,36.888081500001135,
0.97,0.970752824411361,0.9682539682539683,0.975,0.9930555555555555,0.975609756097561,1.0,0.961038961038961,0.925,0.975609756097561,1.0,1.0,"[[40, 0, 0], [2, 37, 1], [0, 0, 20]]",score,3,1,59302,0.11544349999167025,0.0
0.6,0.6499043592066848,0.636701919310615,0.6666666666666666,0.7480555555555556,0.5194805194805194,0.5,0.5,0.5,0.9302325581395349,1.0,1.0,"[[20, 20, 0], [17, 20, 3], [0, 0, 20]]",logvar,3,1,3,0.03186079999431968,
0.95,0.9458346531517262,0.9433719433719433,0.9499999999999998,0.9950694444444445,0.975609756097561,1.0,0.935064935064935,0.9,0.926829268292683,0.95,0.95,"[[40, 0, 0], [2, 36, 2], [0, 1, 19]]",shallow,3,1,21,0.024520799997844733,
0.94,0.9459749552772809,0.9565217391304347,0.9416666666666668,0.9958333333333332,0.9333333333333333,0.875,0.9302325581395349,1.0,0.9743589743589743,0.95,0.95,"[[35, 5, 0], [0, 40, 0], [0, 1, 19]]",raw1d,3,2,27075,49.17593539999507,
0.96,0.9524972126598142,0.9678668215253582,0.9416666666666668,0.9993055555555556,0.975609756097561,1.0,0.9629629629629629,0.975,0.918918918918919,0.85,0.85,"[[40, 0, 0], [1, 39, 0], [1, 2, 17]]",spec2d,3,2,32227,13.12899599999946,
0.92,0.9291864908303263,0.9444444444444445,0.9249999999999999,0.9981944444444445,0.9041095890410958,0.825,0.9090909090909091,1.0,0.9743589743589743,0.95,0.95,"[[33, 7, 0], [0, 40, 0], [0, 1, 19]]",raw1d_wide,3,2,99795,223.7122107000032,
0.96,0.9578626444159178,0.9678571428571429,0.9500000000000001,0.9988888888888888,0.975,0.975,0.9512195121951219,0.975,0.9473684210526315,0.9,0.9,"[[39, 1, 0], [1, 39, 0], [0, 2, 18]]",spec2d_wide,3,2,97775,35.65723440000147,
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.9995833333333333,0.961038961038961,0.925,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [0, 40, 0], [0, 1, 19]]",late,3,2,98571,52.1487732000096,
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,1.0,1.0,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [0, 1, 19]]",gated,3,2,98698,77.52892720000818,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9965277777777777,0.975609756097561,1.0,0.9873417721518988,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [1, 0, 19]]",attention,3,2,98544,70.10471590000088,
0.95,0.944258113535222,0.960077519379845,0.9333333333333332,0.9934027777777779,0.963855421686747,1.0,0.95,0.95,0.918918918918919,0.85,0.85,"[[40, 0, 0], [2, 38, 0], [1, 2, 17]]",early,3,2,97507,37.08331580000231,
0.96,0.9524972126598142,0.9678668215253582,0.9416666666666668,0.9993055555555556,0.975609756097561,1.0,0.9629629629629629,0.975,0.918918918918919,0.85,0.85,"[[40, 0, 0], [1, 39, 0], [1, 2, 17]]",score,3,2,59302,0.19869720000133384,0.0
0.67,0.7193153128112478,0.7143366546447419,0.725,0.77375,0.5897435897435898,0.575,0.5925925925925926,0.6,0.975609756097561,1.0,1.0,"[[23, 17, 0], [15, 24, 1], [0, 0, 20]]",logvar,3,2,3,0.04148880000866484,
0.94,0.9459984459984461,0.9531122031122031,0.9416666666666668,0.9940277777777778,0.935064935064935,0.9,0.9285714285714286,0.975,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [1, 39, 0], [0, 1, 19]]",shallow,3,2,21,0.038729799998691306,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9991666666666666,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,1.0,1.0,"[[38, 2, 0], [0, 40, 0], [0, 0, 20]]",raw1d,3,3,27075,62.69799430000421,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9977777777777778,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,1.0,1.0,"[[38, 2, 0], [0, 40, 0], [0, 0, 20]]",spec2d,3,3,32227,18.381729100001394,
0.98,0.9791035008694781,0.9841269841269842,0.975,1.0,0.975609756097561,1.0,0.9873417721518988,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [1, 0, 19]]",raw1d_wide,3,3,99795,175.619763900002,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9979166666666667,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",spec2d_wide,3,3,97775,37.95800020000024,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9987499999999999,0.9873417721518988,0.975,0.9876543209876543,1.0,1.0,1.0,1.0,"[[39, 1, 0], [0, 40, 0], [0, 0, 20]]",late,3,3,98571,86.88345780000964,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9980555555555556,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",gated,3,3,98698,71.95622900000308,
0.95,0.9493109011662907,0.9596501689524946,0.9416666666666668,0.9961111111111111,0.963855421686747,1.0,0.9367088607594937,0.925,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [3, 37, 0], [0, 2, 18]]",attention,3,3,98544,55.28209110000171,
0.97,0.974996093139553,0.9751928288513655,0.975,0.9980555555555556,0.9629629629629629,0.975,0.9620253164556962,0.95,1.0,1.0,1.0,"[[39, 1, 0], [2, 38, 0], [0, 0, 20]]",early,3,3,97507,44.856423100005486,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9977777777777778,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,1.0,1.0,"[[38, 2, 0], [0, 40, 0], [0, 0, 20]]",score,3,3,59302,0.15399299999990035,0.0
0.55,0.5976450503376767,0.5805256869772999,0.625,0.7254861111111112,0.5176470588235295,0.55,0.36619718309859156,0.325,0.9090909090909091,1.0,1.0,"[[22, 18, 0], [23, 13, 4], [0, 0, 20]]",logvar,3,3,3,0.04107240001030732,
0.95,0.9498906079074855,0.9499791536376901,0.9499999999999998,0.9972916666666666,0.9629629629629629,0.975,0.9367088607594937,0.925,0.95,0.95,0.95,"[[39, 1, 0], [2, 37, 1], [0, 1, 19]]",shallow,3,3,21,0.04063760000281036,
0.94,0.9362370500581884,0.9519938056523422,0.9249999999999999,0.9961805555555556,0.9629629629629629,0.975,0.926829268292683,0.95,0.918918918918919,0.85,0.85,"[[39, 1, 0], [2, 38, 0], [0, 3, 17]]",raw1d,3,4,27075,60.11968699999852,
0.97,0.9709772311398327,0.9678668215253582,0.975,0.9977777777777778,0.9629629629629629,0.975,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,"[[39, 0, 1], [2, 38, 0], [0, 0, 20]]",spec2d,3,4,32227,21.00489139999263,
