model_a,model_b,n,mean_a,mean_b,mean_diff,p_naive_wilcoxon,p_corrected,p_corrected_conservative,p_sign,delta_min_naive,delta_min_corrected,bayes_p_b_better_r01,bayes_p_equiv_r01,bayes_p_a_better_r01,bayes_p_b_better_r02,bayes_p_equiv_r02,bayes_p_a_better_r02,p_naive_wilcoxon_holm,p_corrected_holm,p_corrected_conservative_holm,p_sign_holm,sig_naive,sig_corrected
early,raw1d,25,0.9233713380485262,0.9636076596412728,-0.040236321592746656,0.0012642000256056652,0.16384171206958126,0.2050369417538889,0.00048828125,0.058037230061679206,0.08816673450370571,0.8544066949532209,0.10281572353248106,0.04277758151429809,0.7614666158266953,0.2176175932492748,0.020915790924029933,0.04551120092180395,1.0,1.0,0.01806640625,True,False
early,raw1d_wide,25,0.9233713380485262,0.9729548478665017,-0.049583509817975414,4.3901983358052266e-05,0.0404359063863236,0.06109718221602719,3.5881996154785156e-05,0.06412655107591132,0.0887418468034462,0.9517147718163107,0.04049114551154679,0.007794082672142511,0.8957625866677749,0.10141775167031417,0.002819661661910975,0.0020140559760481822,1.0,1.0,0.0016864538192749023,True,False
early,score,25,0.9233713380485262,0.9814072839989513,-0.058035945950425154,4.378382556626483e-05,0.02456861642810562,0.03963878995580553,3.5881996154785156e-05,0.07340810144172802,0.09942674133120694,0.9706891217407286,0.024485713822683206,0.004825164436588161,0.9355032302293037,0.06269196313239661,0.001804806638299679,0.0020140559760481822,1.0,1.0,0.0016864538192749023,True,False
early,shallow,25,0.9233713380485262,0.9643710512662587,-0.04099971321773259,0.0003955458299128353,0.11412157554104076,0.14998198371669472,0.001543879508972168,0.05688813108356029,0.08378058758378382,0.8864700479803396,0.08725572026736884,0.02627423175229159,0.7953498564175542,0.19341337674772863,0.011236766834717183,0.015426287366600577,1.0,1.0,0.049404144287109375,True,False
early,spec2d,25,0.9233713380485262,0.9785084823523306,-0.0551371443038044,4.958873487930891e-05,0.023638162072719404,0.038329978883265156,3.5881996154785156e-05,0.0696350515493736,0.09417395424177422,0.9702548848868212,0.02537564342813197,0.004369471685046818,0.9316749930301297,0.0667933638331373,0.0015316431367330117,0.002181904334689592,1.0,1.0,0.0016864538192749023,True,False
early,spec2d_wide,25,0.9233713380485262,0.9842666124072206,-0.060895274358694386,2.6929243565254072e-05,0.015494923233932137,0.026533293724170594,2.384185791015625e-07,0.07574336139468123,0.10087497223842759,0.9802690751692265,0.016868415048346734,0.0028625097824268105,0.9535580030557902,0.04542967093358745,0.001012326010622357,0.0014003206653932117,0.7398804423999993,1.0,1.3113021850585938e-05,True,False
gated,late,25,0.9871302973727826,0.9843549741348742,0.002775323237908398,0.3925210977873774,0.8132256371743596,0.830295602848976,0.803619384765625,0.010157464365229235,0.0226523465379826,0.14120406582346126,0.5888449175644723,0.2699510166120665,0.030831514113918015,0.8935696838249785,0.07559880206110352,1.0,1.0,1.0,1.0,False,False
gated,logvar,25,0.9871302973727826,0.9331005042853343,0.05402979308744814,1.5621860599878214e-05,0.00114122966663013,0.002670044197452648,1.5497207641601562e-06,0.06332700360531496,0.0790632985301167,0.00010150761177225692,0.0029345400339175765,0.9969639523543101,1.7877953277576744e-05,0.014385828611666374,0.9855962934350561,0.0008592023329933018,0.06276763166465714,0.14685243085989563,8.213520050048828e-05,True,False
gated,raw1d,25,0.9871302973727826,0.9636076596412728,0.0235226377315098,0.0010095434918472358,0.10410652295883693,0.13853253842541793,0.0004024505615234375,0.03237014584827515,0.04734528240213061,0.012054944986457471,0.1585222723252735,0.8294227826882691,0.0022975267612447424,0.39891881761192616,0.5987836556268291,0.03836265269019496,1.0,1.0,0.015293121337890625,True,False
gated,raw1d_wide,25,0.9871302973727826,0.9729548478665017,0.014175449506281041,0.008198637526899246,0.2969580618212659,0.3431697629250421,0.0014896392822265625,0.022623644618151306,0.036922911006405795,0.04076210135752019,0.3373385108074235,0.6218993878350563,0.008394280496539541,0.6589813268555171,0.33262439264794336,0.23776048828007815,1.0,1.0,0.04915809631347656,False,False
