acc,f1_macro,precision_macro,recall_macro,auc,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,params,sec,blend_w
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9993055555555556,0.975,0.975,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [1, 0, 19]]",attention,1,3,98544,50.38128020000295,
0.9,0.8864174647307177,0.8910648714810282,0.8833333333333334,0.9860416666666666,0.9230769230769231,0.9,0.9156626506024096,0.95,0.8205128205128205,0.8,0.8,"[[36, 1, 3], [2, 38, 0], [0, 4, 16]]",early,1,3,97507,38.302338299996336,
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.9990277777777777,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",score,1,3,59302,0.08623120000265772,0.0
0.55,0.6069389912413169,0.5923325499412456,0.625,0.7396527777777777,0.475,0.475,0.4155844155844156,0.4,0.9302325581395349,1.0,1.0,"[[19, 21, 0], [21, 16, 3], [0, 0, 20]]",logvar,1,3,3,0.025773800000024494,
0.96,0.9547236801481939,0.9515873015873016,0.9583333333333334,0.9979166666666667,0.9873417721518988,0.975,0.95,0.95,0.926829268292683,0.95,0.95,"[[39, 1, 0], [0, 38, 2], [0, 1, 19]]",shallow,1,3,21,0.02550419999897713,
0.96,0.9580361159308527,0.9696969696969697,0.9500000000000001,0.993125,0.9743589743589743,0.95,0.9523809523809523,1.0,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [0, 40, 0], [0, 2, 18]]",raw1d,1,4,27075,37.75603450000199,
0.96,0.9525914468685553,0.9684108527131783,0.9416666666666668,0.9990972222222222,0.963855421686747,1.0,0.975,0.975,0.918918918918919,0.85,0.85,"[[40, 0, 0], [1, 39, 0], [2, 1, 17]]",spec2d,1,4,32227,13.611947599994892,
0.97,0.9659952350010829,0.975609756097561,0.9583333333333334,0.9951388888888889,0.9876543209876543,1.0,0.9629629629629629,0.975,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [1, 39, 0], [0, 2, 18]]",raw1d_wide,1,4,99795,214.8455310000063,
0.98,0.975,0.975,0.975,0.9994444444444444,1.0,1.0,0.975,0.975,0.95,0.95,0.95,"[[40, 0, 0], [0, 39, 1], [0, 1, 19]]",spec2d_wide,1,4,97775,26.75211649999983,
0.98,0.9756881655615833,0.9696969696969697,0.9833333333333334,0.9990277777777777,0.9873417721518988,0.975,0.9873417721518988,0.975,0.9523809523809523,1.0,1.0,"[[39, 0, 1], [0, 39, 1], [0, 0, 20]]",late,1,4,98571,48.85550499999954,
0.97,0.9661885382970924,0.9767441860465116,0.9583333333333334,0.9993055555555556,0.9873417721518988,0.975,0.963855421686747,1.0,0.9473684210526315,0.9,0.9,"[[39, 1, 0], [0, 40, 0], [0, 2, 18]]",gated,1,4,98698,61.29641009999614,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9997222222222222,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,1.0,1.0,"[[38, 2, 0], [0, 40, 0], [0, 0, 20]]",attention,1,4,98544,73.91300510000292,
0.89,0.8751527295831094,0.8887174916586682,0.8666666666666667,0.9784027777777777,0.8860759493670886,0.875,0.9285714285714286,0.975,0.8108108108108109,0.75,0.75,"[[35, 3, 2], [1, 39, 0], [3, 2, 15]]",early,1,4,97507,38.433441799999855,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9979166666666668,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",score,1,4,59302,0.0844444000031217,0.47500000000000003
0.6,0.6400647914525122,0.6367781155015199,0.65,0.7385416666666668,0.5977011494252874,0.65,0.4444444444444444,0.4,0.8780487804878049,0.9,0.9,"[[26, 14, 0], [21, 16, 3], [0, 2, 18]]",logvar,1,4,3,0.025575899999239482,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.997013888888889,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",shallow,1,4,21,0.02379550000478048,
0.93,0.9286256291134339,0.9284271284271285,0.9333333333333332,0.9945833333333333,0.9523809523809523,1.0,0.9066666666666666,0.85,0.926829268292683,0.95,0.95,"[[40, 0, 0], [4, 34, 2], [0, 1, 19]]",raw1d,2,0,27075,61.23833910000394,
0.92,0.9245251058681184,0.9408308004052685,0.9166666666666666,0.9965277777777777,0.9195402298850575,1.0,0.9066666666666666,0.85,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [6, 34, 0], [1, 1, 18]]",spec2d,2,0,32227,14.011218100000406,
0.95,0.9458346531517262,0.9433719433719433,0.9499999999999998,0.9958333333333332,0.975609756097561,1.0,0.935064935064935,0.9,0.926829268292683,0.95,0.95,"[[40, 0, 0], [2, 36, 2], [0, 1, 19]]",raw1d_wide,2,0,99795,124.87265930000285,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9994444444444444,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",spec2d_wide,2,0,97775,32.76122629999736,
0.97,0.9708577901348986,0.9767441860465116,0.9666666666666667,0.9993055555555556,0.963855421686747,1.0,0.9743589743589743,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [1, 0, 19]]",late,2,0,98571,59.68553840000095,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",gated,2,0,98698,67.85362660000101,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9998611111111111,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",attention,2,0,98544,61.12687410000217,
0.82,0.7887522073568585,0.8007073569733416,0.7833333333333333,0.9243055555555556,0.8604651162790697,0.925,0.8571428571428571,0.825,0.6486486486486487,0.6,0.6,"[[37, 0, 3], [5, 33, 2], [4, 4, 12]]",early,2,0,97507,51.991562900002464,
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.9991666666666666,0.9523809523809523,1.0,0.961038961038961,0.925,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [3, 37, 0], [1, 0, 19]]",score,2,0,59302,0.08057430000189925,0.47500000000000003
0.53,0.5903977617254038,0.5757300162334488,0.6083333333333333,0.7536805555555555,0.4358974358974359,0.425,0.4050632911392405,0.4,0.9302325581395349,1.0,1.0,"[[17, 23, 0], [21, 16, 3], [0, 0, 20]]",logvar,2,0,3,0.02338210000016261,
0.94,0.9366697559468644,0.941656466748266,0.9333333333333332,0.9966666666666666,0.963855421686747,1.0,0.9230769230769231,0.9,0.9230769230769231,0.9,0.9,"[[40, 0, 0], [3, 36, 1], [0, 2, 18]]",shallow,2,0,21,0.02621460000227671,
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.999375,0.961038961038961,0.925,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [0, 40, 0], [0, 1, 19]]",raw1d,2,1,27075,69.1907824000009,
0.95,0.953934953934954,0.9606879606879607,0.9499999999999998,0.9978472222222222,0.9523809523809523,1.0,0.935064935064935,0.9,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [4, 36, 0], [0, 1, 19]]",spec2d,2,1,32227,9.612199700000929,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9996527777777778,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",raw1d_wide,2,1,99795,115.8079252000025,
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.998611111111111,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",spec2d_wide,2,1,97775,35.215621700001066,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",late,2,1,98571,69.13544329999422,
0.96,0.9577497197316917,0.9681971774995031,0.9500000000000001,0.9991666666666666,0.9620253164556962,0.95,0.963855421686747,1.0,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [0, 40, 0], [1, 1, 18]]",gated,2,1,98698,54.13313509999716,
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9990972222222222,1.0,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [0, 1, 19]]",attention,2,1,98544,46.00878210000519,
0.84,0.8347881078042535,0.8417498719918074,0.8416666666666667,0.9650000000000002,0.7887323943661971,0.7,0.8863636363636364,0.975,0.8292682926829268,0.85,0.85,"[[28, 8, 4], [1, 39, 0], [2, 1, 17]]",early,2,1,97507,24.08175409999967,
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.999375,0.961038961038961,0.925,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [0, 40, 0], [0, 1, 19]]",score,2,1,59302,0.09305010000389302,1.0
0.54,0.6029204107830552,0.616005291005291,0.5916666666666667,0.7569444444444443,0.475,0.475,0.43902439024390244,0.45,0.8947368421052632,0.85,0.85,"[[19, 21, 0], [21, 18, 1], [0, 3, 17]]",logvar,2,1,3,0.026823400003195275,
0.94,0.9458768597657486,0.950609756097561,0.9416666666666668,0.9938194444444445,0.9382716049382716,0.95,0.925,0.925,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [3, 37, 0], [0, 1, 19]]",shallow,2,1,21,0.02463010000064969,
0.96,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9946527777777777,0.975,0.975,0.95,0.95,0.95,0.95,0.95,"[[39, 1, 0], [1, 38, 1], [0, 1, 19]]",raw1d,2,2,27075,42.90922430000501,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9959027777777778,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",spec2d,2,2,32227,15.4905018999998,
0.95,0.9497175912176353,0.9604452395150069,0.9416666666666665,0.9960416666666667,0.9620253164556962,0.95,0.9397590361445783,0.975,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [1, 39, 0], [0, 2, 18]]",raw1d_wide,2,2,99795,125.39135230000102,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.998611111111111,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",spec2d_wide,2,2,97775,26.9725416999936,
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.9980555555555556,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",late,2,2,98571,56.18256939999992,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9980555555555556,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",gated,2,2,98698,55.02064500000415,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9960416666666667,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",attention,2,2,98544,74.55472149999696,
0.93,0.9333601383136987,0.9465465465465467,0.9249999999999999,0.9929166666666666,0.935064935064935,0.9,0.9176470588235294,0.975,0.9473684210526315,0.9,0.9,"[[36, 4, 0], [1, 39, 0], [0, 2, 18]]",early,2,2,97507,45.77968519999558,
0.96,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9946527777777777,0.975,0.975,0.95,0.95,0.95,0.95,0.95,"[[39, 1, 0], [1, 38, 1], [0, 1, 19]]",score,2,2,59302,0.0934036999969976,0.925
0.64,0.6934129328610977,0.6886920142734096,0.7000000000000001,0.7604861111111111,0.5783132530120482,0.6,0.5263157894736842,0.5,0.975609756097561,1.0,1.0,"[[24, 16, 0], [19, 20, 1], [0, 0, 20]]",logvar,2,2,3,0.0214780999958748,
0.97,0.9665598791477835,0.9666562434855118,0.9666666666666667,0.9938194444444445,0.9876543209876543,1.0,0.9620253164556962,0.95,0.95,0.95,0.95,"[[40, 0, 0], [1, 38, 1], [0, 1, 19]]",shallow,2,2,21,0.02597359999344917,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9986111111111112,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d,2,3,27075,67.49641790000169,
0.97,0.9672493469961824,0.9611499611499612,0.975,0.9995833333333333,0.9620253164556962,0.95,0.9873417721518988,0.975,0.9523809523809523,1.0,1.0,"[[38, 0, 2], [1, 39, 0], [0, 0, 20]]",spec2d,2,3,32227,17.591559899999993,
0.96,0.9581092349385032,0.9586883876357559,0.9583333333333334,0.9981944444444443,0.975609756097561,1.0,0.9487179487179487,0.925,0.95,0.95,0.95,"[[40, 0, 0], [2, 37, 1], [0, 1, 19]]",raw1d_wide,2,3,99795,174.07399919999443,
0.94,0.9324074074074074,0.9250000000000002,0.9500000000000001,0.9987499999999999,0.975,0.975,0.9333333333333333,0.875,0.8888888888888888,1.0,1.0,"[[39, 0, 1], [1, 35, 4], [0, 0, 20]]",spec2d_wide,2,3,97775,25.92178319999948,
0.96,0.9555389496514017,0.9479747305834262,0.9666666666666667,0.9994444444444444,0.9620253164556962,0.95,0.9743589743589743,0.95,0.9302325581395349,1.0,1.0,"[[38, 0, 2], [1, 38, 1], [0, 0, 20]]",late,2,3,98571,64.25373840000248,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9987499999999999,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",gated,2,3,98698,62.00383800000418,
0.98,0.9792076838147299,0.9759969028261711,0.9833333333333334,0.9988888888888888,0.9876543209876543,1.0,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,"[[40, 0, 0], [1, 38, 1], [0, 0, 20]]",attention,2,3,98544,77.88060530000075,
0.95,0.9402209226770629,0.9489611562782295,0.9333333333333332,0.9939583333333334,0.9876543209876543,1.0,0.9382716049382716,0.95,0.8947368421052632,0.85,0.85,"[[40, 0, 0], [1, 38, 1], [0, 3, 17]]",early,2,3,97507,61.7887281000003,
0.97,0.9672493469961824,0.9611499611499612,0.975,0.9995833333333333,0.9620253164556962,0.95,0.9873417721518988,0.975,0.9523809523809523,1.0,1.0,"[[38, 0, 2], [1, 39, 0], [0, 0, 20]]",score,2,3,59302,0.10106880000239471,0.0
0.64,0.6619098494098493,0.6571895424836601,0.7000000000000001,0.7410416666666667,0.6593406593406593,0.75,0.4375,0.35,0.8888888888888888,1.0,1.0,"[[30, 10, 0], [21, 14, 5], [0, 0, 20]]",logvar,2,3,3,0.029925499999080785,
0.98,0.9793171760831533,0.9757936507936508,0.9833333333333334,0.9990277777777777,0.9873417721518988,0.975,0.975,0.975,0.975609756097561,1.0,1.0,"[[39, 1, 0], [0, 39, 1], [0, 0, 20]]",shallow,2,3,21,0.027855299995280802,
0.95,0.9542786530738337,0.9602203182374541,0.9499999999999998,0.998125,0.9397590361445783,0.975,0.9487179487179487,0.925,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [3, 37, 0], [1, 0, 19]]",raw1d,2,4,27075,47.20278249999683,
0.95,0.9442667599849172,0.9597367402245451,0.9333333333333332,0.9987499999999999,0.9382716049382716,0.95,0.975609756097561,1.0,0.918918918918919,0.85,0.85,"[[38, 2, 0], [0, 40, 0], [3, 0, 17]]",spec2d,2,4,32227,15.132827699999325,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d_wide,2,4,99795,182.41084260000207,
0.97,0.9706646823040771,0.9755799755799756,0.9666666666666667,0.9990277777777777,0.9620253164556962,0.95,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [0, 40, 0], [1, 0, 19]]",spec2d_wide,2,4,97775,40.16650220000156,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.9873417721518988,0.975,0.9876543209876543,1.0,1.0,1.0,1.0,"[[39, 1, 0], [0, 40, 0], [0, 0, 20]]",late,2,4,98571,57.00483130000066,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,1.0,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",gated,2,4,98698,37.52998339999613,
0.97,0.9706646823040771,0.9755799755799756,0.9666666666666667,0.9989583333333333,0.9620253164556962,0.95,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [0, 40, 0], [1, 0, 19]]",attention,2,4,98544,60.553915999997116,
0.88,0.851254009148746,0.9024635495223731,0.8333333333333334,0.9322222222222223,0.8791208791208791,1.0,0.9473684210526315,0.9,0.7272727272727273,0.6,0.6,"[[40, 0, 0], [3, 36, 1], [8, 0, 12]]",early,2,4,97507,21.655716300003405,
0.95,0.9442667599849172,0.9597367402245451,0.9333333333333332,0.9987499999999999,0.9382716049382716,0.95,0.975609756097561,1.0,0.918918918918919,0.85,0.85,"[[38, 2, 0], [0, 40, 0], [3, 0, 17]]",score,2,4,59302,0.06455419999838341,0.0
0.65,0.6810492585140473,0.6679374389051809,0.7083333333333334,0.7770138888888889,0.6190476190476191,0.65,0.5352112676056338,0.475,0.8888888888888888,1.0,1.0,"[[26, 12, 2], [18, 19, 3], [0, 0, 20]]",logvar,2,4,3,0.017764399999578018,
0.95,0.947100131086001,0.9394277220364177,0.9583333333333334,0.9980555555555556,0.9743589743589743,0.95,0.9367088607594937,0.925,0.9302325581395349,1.0,1.0,"[[38, 2, 0], [0, 37, 3], [0, 0, 20]]",shallow,2,4,21,0.014471499998762738,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.9873417721518988,0.975,0.9876543209876543,1.0,1.0,1.0,1.0,"[[39, 1, 0], [0, 40, 0], [0, 0, 20]]",raw1d,3,0,27075,61.452211499999976,
0.98,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9995833333333333,0.975,0.975,0.975,0.975,1.0,1.0,1.0,"[[39, 1, 0], [1, 39, 0], [0, 0, 20]]",spec2d,3,0,32227,17.52333770000405,
0.98,0.9792076838147299,0.9759969028261711,0.9833333333333334,0.9995833333333333,0.9876543209876543,1.0,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,"[[40, 0, 0], [1, 38, 1], [0, 0, 20]]",raw1d_wide,3,0,99795,89.83887140000297,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.9873417721518988,0.975,0.9876543209876543,1.0,1.0,1.0,1.0,"[[39, 1, 0], [0, 40, 0], [0, 0, 20]]",spec2d_wide,3,0,97775,20.874856599999475,
0.96,0.9524905474272564,0.9444444444444445,0.9666666666666667,0.9997222222222222,0.961038961038961,0.925,0.9873417721518988,0.975,0.9090909090909091,1.0,1.0,"[[37, 0, 3], [0, 39, 1], [0, 0, 20]]",late,3,0,98571,40.01295669999672,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",gated,3,0,98698,49.06647360000352,
0.98,0.9791035008694781,0.9841269841269842,0.975,1.0,0.975609756097561,1.0,0.9873417721518988,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [1, 0, 19]]",attention,3,0,98544,47.62684409999929,
0.95,0.9402058600825688,0.9496786589809846,0.9333333333333332,0.9973611111111111,0.963855421686747,1.0,0.9620253164556962,0.95,0.8947368421052632,0.85,0.85,"[[40, 0, 0], [1, 38, 1], [2, 1, 17]]",early,3,0,97507,53.610385599997244,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9997222222222222,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",score,3,0,59302,0.06455579999601468,0.05
0.66,0.6905217502232427,0.6938337624612134,0.7083333333333334,0.75875,0.6593406593406593,0.75,0.5074626865671642,0.425,0.9047619047619048,0.95,0.95,"[[30, 9, 1], [21, 17, 2], [0, 1, 19]]",logvar,3,0,3,0.02308719999564346,
0.99,0.9876505094164866,0.9841269841269842,0.9916666666666667,0.9972916666666668,1.0,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[40, 0, 0], [0, 39, 1], [0, 0, 20]]",shallow,3,0,21,0.0198859000010998,
0.95,0.9537746806039489,0.9538239538239539,0.9583333333333334,0.9925,0.9523809523809523,1.0,0.9333333333333333,0.875,0.975609756097561,1.0,1.0,"[[40, 0, 0], [4, 35, 1], [0, 0, 20]]",raw1d,3,1,27075,51.829028500003915,
0.97,0.9749647942419027,0.9767441860465116,0.975,0.9968055555555555,0.963855421686747,1.0,0.961038961038961,0.925,1.0,1.0,1.0,"[[40, 0, 0], [3, 37, 0], [0, 0, 20]]",spec2d,3,1,32227,10.669795699999668,
0.98,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9966666666666667,0.975,0.975,0.975,0.975,1.0,1.0,1.0,"[[39, 1, 0], [1, 39, 0], [0, 0, 20]]",raw1d_wide,3,1,99795,103.46073560000514,
0.97,0.9708577901348986,0.9767441860465116,0.9666666666666667,0.998611111111111,0.963855421686747,1.0,0.9743589743589743,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [1, 0, 19]]",spec2d_wide,3,1,97775,26.59150189999491,
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.99625,0.9523809523809523,1.0,0.961038961038961,0.925,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [3, 37, 0], [1, 0, 19]]",late,3,1,98571,48.78101090000564,
0.94,0.931160140462466,0.9565217391304347,0.9166666666666666,0.9950694444444445,0.9302325581395349,1.0,0.9743589743589743,0.95,0.8888888888888888,0.8,0.8,"[[40, 0, 0], [2, 38, 0], [4, 0, 16]]",gated,3,1,98698,47.296767799998634,
0.95,0.9498612842266092,0.9629629629629629,0.9416666666666668,0.9957638888888889,0.9411764705882353,1.0,0.961038961038961,0.925,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [3, 37, 0], [2, 0, 18]]",attention,3,1,98544,55.754371700000775,
0.93,0.9238553701326487,0.933068783068783,0.9166666666666666,0.9811805555555555,0.95,0.95,0.926829268292683,0.95,0.8947368421052632,0.85,0.85,"[[38, 1, 1], [2, 38, 0], [0, 3, 17]]",early,3,1,97507,27.071420000000217,
0.95,0.9537746806039489,0.9538239538239539,0.9583333333333334,0.9925,0.9523809523809523,1.0,0.9333333333333333,0.875,0.975609756097561,1.0,1.0,"[[40, 0, 0], [4, 35, 1], [0, 0, 20]]",score,3,1,59302,0.06356640000012703,1.0
0.6,0.6499043592066848,0.636701919310615,0.6666666666666666,0.7480555555555556,0.5194805194805194,0.5,0.5,0.5,0.9302325581395349,1.0,1.0,"[[20, 20, 0], [17, 20, 3], [0, 0, 20]]",logvar,3,1,3,0.022110399993835017,
0.95,0.9458346531517262,0.9433719433719433,0.9499999999999998,0.9950694444444445,0.975609756097561,1.0,0.935064935064935,0.9,0.926829268292683,0.95,0.95,"[[40, 0, 0], [2, 36, 2], [0, 1, 19]]",shallow,3,1,21,0.014166900000418536,
0.95,0.9543012886666138,0.9629629629629629,0.9499999999999998,0.9977083333333333,0.9473684210526315,0.9,0.9411764705882353,1.0,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [0, 40, 0], [0, 1, 19]]",raw1d,3,2,27075,36.76172629999928,
0.93,0.9229286217658311,0.9163533098315707,0.9333333333333332,0.9948611111111111,0.935064935064935,0.9,0.95,0.95,0.8837209302325582,0.95,0.95,"[[36, 1, 3], [1, 38, 1], [0, 1, 19]]",spec2d,3,2,32227,9.72726700000203,
0.95,0.9543012886666138,0.9629629629629629,0.9499999999999998,0.9975,0.9473684210526315,0.9,0.9411764705882353,1.0,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [0, 40, 0], [0, 1, 19]]",raw1d_wide,3,2,99795,132.30146909999894,
0.96,0.9625346010032642,0.9676434676434676,0.9583333333333334,0.9965277777777778,0.9620253164556962,0.95,0.9512195121951219,0.975,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [1, 39, 0], [0, 1, 19]]",spec2d_wide,3,2,97775,29.725698700000066,
0.93,0.9264603709048154,0.9220251293422025,0.9333333333333332,0.9954166666666667,0.961038961038961,0.925,0.9135802469135802,0.925,0.9047619047619048,0.95,0.95,"[[37, 3, 0], [0, 37, 3], [0, 1, 19]]",late,3,2,98571,41.886287399996945,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,1.0,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,1.0,1.0,"[[38, 2, 0], [0, 40, 0], [0, 0, 20]]",gated,3,2,98698,43.59888800000044,
0.92,0.9182796987675036,0.9126984126984127,0.9333333333333332,0.9964583333333333,0.918918918918919,0.85,0.926829268292683,0.95,0.9090909090909091,1.0,1.0,"[[34, 4, 2], [0, 38, 2], [0, 0, 20]]",attention,3,2,98544,45.66346260000137,
0.91,0.8938592271925604,0.8899642436227803,0.9,0.9823611111111111,0.9090909090909091,0.875,0.9629629629629629,0.975,0.8095238095238095,0.85,0.85,"[[35, 1, 4], [0, 39, 1], [2, 1, 17]]",early,3,2,97507,26.419891900004586,
0.95,0.9543012886666138,0.9629629629629629,0.9499999999999998,0.9977083333333333,0.9473684210526315,0.9,0.9411764705882353,1.0,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [0, 40, 0], [0, 1, 19]]",score,3,2,59302,0.0713370000012219,1.0
0.67,0.7193153128112478,0.7143366546447419,0.725,0.77375,0.5897435897435898,0.575,0.5925925925925926,0.6,0.975609756097561,1.0,1.0,"[[23, 17, 0], [15, 24, 1], [0, 0, 20]]",logvar,3,2,3,0.014480300000286661,
0.94,0.9459984459984461,0.9531122031122031,0.9416666666666668,0.9940277777777778,0.935064935064935,0.9,0.9285714285714286,0.975,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [1, 39, 0], [0, 1, 19]]",shallow,3,2,21,0.024114300002111122,
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.9995833333333333,0.961038961038961,0.925,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [0, 40, 0], [0, 1, 19]]",raw1d,3,3,27075,35.11441370000102,
0.96,0.9537637730408814,0.9592003263973887,0.9500000000000001,0.9995833333333334,0.9743589743589743,0.95,0.963855421686747,1.0,0.9230769230769231,0.9,0.9,"[[38, 1, 1], [0, 40, 0], [0, 2, 18]]",spec2d,3,3,32227,8.934845900002983,
0.96,0.9524972126598142,0.9678668215253582,0.9416666666666668,0.9986111111111112,0.9629629629629629,0.975,0.975609756097561,1.0,0.918918918918919,0.85,0.85,"[[39, 1, 0], [0, 40, 0], [2, 1, 17]]",raw1d_wide,3,3,99795,82.4358246999982,
