acc,f1_macro,precision_macro,recall_macro,auc,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,axis,variant,params,sec
0.59,0.6290676668583881,0.641585927300213,0.6250000000000001,0.7674305555555555,0.6067415730337079,0.675,0.4383561643835616,0.4,0.8421052631578947,0.8,0.8,"[[27, 13, 0], [22, 16, 2], [0, 4, 16]]",logvar,1,4,budget,small,3.0,0.0
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.9974305555555555,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",shallow,1,4,budget,small,21.0,0.0
0.93,0.9286256291134339,0.9284271284271285,0.9333333333333332,0.9945833333333333,0.9523809523809523,1.0,0.9066666666666666,0.85,0.926829268292683,0.95,0.95,"[[40, 0, 0], [4, 34, 2], [0, 1, 19]]",raw1d,2,0,budget,small,27075.0,98.46840479999082
0.92,0.9245251058681184,0.9408308004052685,0.9166666666666666,0.9965277777777777,0.9195402298850575,1.0,0.9066666666666666,0.85,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [6, 34, 0], [1, 1, 18]]",spec2d,2,0,budget,small,32227.0,21.414572800000315
0.95,0.9458346531517262,0.9433719433719433,0.9499999999999998,0.9958333333333332,0.975609756097561,1.0,0.935064935064935,0.9,0.926829268292683,0.95,0.95,"[[40, 0, 0], [2, 36, 2], [0, 1, 19]]",raw1d_wide,2,0,budget,small,99795.0,177.79860009999538
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9994444444444444,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",spec2d_wide,2,0,budget,small,97775.0,41.008647399998154
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9995833333333333,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",late,2,0,budget,small,73611.0,83.96066939999582
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,1.0,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",gated,2,0,budget,small,73673.0,86.47661859999062
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9998611111111111,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",attention,2,0,budget,small,73421.0,64.49106990000291
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.9991666666666666,0.9523809523809523,1.0,0.961038961038961,0.925,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [3, 37, 0], [1, 0, 19]]",score,2,0,budget,small,,0.0
0.56,0.6150374500707697,0.6006048466281765,0.6333333333333333,0.7536805555555556,0.49382716049382713,0.5,0.42105263157894735,0.4,0.9302325581395349,1.0,1.0,"[[20, 20, 0], [21, 16, 3], [0, 0, 20]]",logvar,2,0,budget,small,3.0,0.0
0.95,0.9451318466446592,0.9494891073838442,0.9416666666666668,0.9968749999999998,0.975609756097561,1.0,0.9367088607594937,0.925,0.9230769230769231,0.9,0.9,"[[40, 0, 0], [2, 37, 1], [0, 2, 18]]",shallow,2,0,budget,small,21.0,0.0
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.999375,0.961038961038961,0.925,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [0, 40, 0], [0, 1, 19]]",raw1d,2,1,budget,small,27075.0,86.36303890000272
0.95,0.953934953934954,0.9606879606879607,0.9499999999999998,0.9978472222222222,0.9523809523809523,1.0,0.935064935064935,0.9,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [4, 36, 0], [0, 1, 19]]",spec2d,2,1,budget,small,32227.0,10.94736279999779
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9996527777777778,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",raw1d_wide,2,1,budget,small,99795.0,136.50343520000752
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.998611111111111,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",spec2d_wide,2,1,budget,small,97775.0,43.97032790000958
0.98,0.9791035008694781,0.9841269841269842,0.975,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",late,2,1,budget,small,73611.0,70.79240429999481
0.94,0.9459749552772809,0.9565217391304347,0.9416666666666668,0.9987499999999999,0.9333333333333333,0.875,0.9302325581395349,1.0,0.9743589743589743,0.95,0.95,"[[35, 5, 0], [0, 40, 0], [0, 1, 19]]",gated,2,1,budget,small,73673.0,57.859285600003204
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.9997916666666667,0.961038961038961,0.925,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [0, 40, 0], [0, 1, 19]]",attention,2,1,budget,small,73421.0,107.12807610000891
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.999375,0.961038961038961,0.925,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [0, 40, 0], [0, 1, 19]]",score,2,1,budget,small,,0.0
0.54,0.6029204107830552,0.616005291005291,0.5916666666666667,0.7619444444444444,0.475,0.475,0.43902439024390244,0.45,0.8947368421052632,0.85,0.85,"[[19, 21, 0], [21, 18, 1], [0, 3, 17]]",logvar,2,1,budget,small,3.0,0.0
0.94,0.9458768597657486,0.950609756097561,0.9416666666666668,0.9945833333333333,0.9382716049382716,0.95,0.925,0.925,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [3, 37, 0], [0, 1, 19]]",shallow,2,1,budget,small,21.0,0.0
0.96,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9946527777777777,0.975,0.975,0.95,0.95,0.95,0.95,0.95,"[[39, 1, 0], [1, 38, 1], [0, 1, 19]]",raw1d,2,2,budget,small,27075.0,53.40715430000273
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9959027777777778,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",spec2d,2,2,budget,small,32227.0,17.90306189999683
0.95,0.9497175912176353,0.9604452395150069,0.9416666666666665,0.9960416666666667,0.9620253164556962,0.95,0.9397590361445783,0.975,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [1, 39, 0], [0, 2, 18]]",raw1d_wide,2,2,budget,small,99795.0,148.17816499999026
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.998611111111111,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",spec2d_wide,2,2,budget,small,97775.0,34.36253189999843
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9972222222222222,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",late,2,2,budget,small,73611.0,60.01823779998813
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9986111111111112,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",gated,2,2,budget,small,73673.0,69.53810640001029
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9979166666666667,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",attention,2,2,budget,small,73421.0,103.20882279999205
0.96,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9946527777777777,0.975,0.975,0.95,0.95,0.95,0.95,0.95,"[[39, 1, 0], [1, 38, 1], [0, 1, 19]]",score,2,2,budget,small,,0.0
0.64,0.6934129328610977,0.6886920142734096,0.7000000000000001,0.765625,0.5783132530120482,0.6,0.5263157894736842,0.5,0.975609756097561,1.0,1.0,"[[24, 16, 0], [19, 20, 1], [0, 0, 20]]",logvar,2,2,budget,small,3.0,0.0
0.97,0.9665598791477835,0.9666562434855118,0.9666666666666667,0.9933333333333333,0.9876543209876543,1.0,0.9620253164556962,0.95,0.95,0.95,0.95,"[[40, 0, 0], [1, 38, 1], [0, 1, 19]]",shallow,2,2,budget,small,21.0,0.0
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9986111111111112,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d,2,3,budget,small,27075.0,82.69029060000321
0.97,0.9672493469961824,0.9611499611499612,0.975,0.9995833333333333,0.9620253164556962,0.95,0.9873417721518988,0.975,0.9523809523809523,1.0,1.0,"[[38, 0, 2], [1, 39, 0], [0, 0, 20]]",spec2d,2,3,budget,small,32227.0,18.695579899998847
0.96,0.9581092349385032,0.9586883876357559,0.9583333333333334,0.9981944444444443,0.975609756097561,1.0,0.9487179487179487,0.925,0.95,0.95,0.95,"[[40, 0, 0], [2, 37, 1], [0, 1, 19]]",raw1d_wide,2,3,budget,small,99795.0,177.45828739998979
0.94,0.9324074074074074,0.9250000000000002,0.9500000000000001,0.9987499999999999,0.975,0.975,0.9333333333333333,0.875,0.8888888888888888,1.0,1.0,"[[39, 0, 1], [1, 35, 4], [0, 0, 20]]",spec2d_wide,2,3,budget,small,97775.0,28.71976010000799
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9991666666666666,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",late,2,3,budget,small,73611.0,63.59826389999944
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9991666666666666,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",gated,2,3,budget,small,73673.0,66.55118300000322
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.998611111111111,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",attention,2,3,budget,small,73421.0,63.93508040001325
0.97,0.9672493469961824,0.9611499611499612,0.975,0.9995833333333333,0.9620253164556962,0.95,0.9873417721518988,0.975,0.9523809523809523,1.0,1.0,"[[38, 0, 2], [1, 39, 0], [0, 0, 20]]",score,2,3,budget,small,,0.0
0.65,0.6734006734006734,0.675644881961535,0.7083333333333334,0.7590972222222222,0.6666666666666666,0.775,0.4444444444444444,0.35,0.9090909090909091,1.0,1.0,"[[31, 9, 0], [22, 14, 4], [0, 0, 20]]",logvar,2,3,budget,small,3.0,0.0
0.96,0.9625346010032642,0.9676434676434676,0.9583333333333334,0.9990277777777777,0.9620253164556962,0.95,0.9512195121951219,0.975,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [1, 39, 0], [0, 1, 19]]",shallow,2,3,budget,small,21.0,0.0
0.95,0.9542786530738337,0.9602203182374541,0.9499999999999998,0.998125,0.9397590361445783,0.975,0.9487179487179487,0.925,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [3, 37, 0], [1, 0, 19]]",raw1d,2,4,budget,small,27075.0,31.156219800002873
0.95,0.9442667599849172,0.9597367402245451,0.9333333333333332,0.9987499999999999,0.9382716049382716,0.95,0.975609756097561,1.0,0.918918918918919,0.85,0.85,"[[38, 2, 0], [0, 40, 0], [3, 0, 17]]",spec2d,2,4,budget,small,32227.0,10.347819900009199
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d_wide,2,4,budget,small,99795.0,114.58850940001139
0.97,0.9706646823040771,0.9755799755799756,0.9666666666666667,0.9990277777777777,0.9620253164556962,0.95,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [0, 40, 0], [1, 0, 19]]",spec2d_wide,2,4,budget,small,97775.0,29.041437899999437
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",late,2,4,budget,small,73611.0,50.34903289999056
0.97,0.9670247448025225,0.9615668883961567,0.975,0.9996527777777778,0.9876543209876543,1.0,0.961038961038961,0.925,0.9523809523809523,1.0,1.0,"[[40, 0, 0], [1, 37, 2], [0, 0, 20]]",gated,2,4,budget,small,73673.0,43.63464059999387
0.96,0.9535770813548591,0.9576593923833975,0.9500000000000001,0.9974999999999999,0.95,0.95,0.9876543209876543,1.0,0.9230769230769231,0.9,0.9,"[[38, 1, 1], [0, 40, 0], [2, 0, 18]]",attention,2,4,budget,small,73421.0,74.44238359999144
0.95,0.9442667599849172,0.9597367402245451,0.9333333333333332,0.9987499999999999,0.9382716049382716,0.95,0.975609756097561,1.0,0.918918918918919,0.85,0.85,"[[38, 2, 0], [0, 40, 0], [3, 0, 17]]",score,2,4,budget,small,,0.0
0.67,0.7001851851851851,0.6845238095238096,0.725,0.741875,0.625,0.625,0.5866666666666667,0.55,0.8888888888888888,1.0,1.0,"[[25, 13, 2], [15, 22, 3], [0, 0, 20]]",logvar,2,4,budget,small,3.0,0.0
0.95,0.947100131086001,0.9394277220364177,0.9583333333333334,0.9979166666666667,0.9743589743589743,0.95,0.9367088607594937,0.925,0.9302325581395349,1.0,1.0,"[[38, 2, 0], [0, 37, 3], [0, 0, 20]]",shallow,2,4,budget,small,21.0,0.0
