acc,f1_macro,precision_macro,recall_macro,auc,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,axis,variant,params,sec
0.96,0.9584530431770482,0.9538239538239538,0.9666666666666667,0.9995138888888889,0.975609756097561,1.0,0.9473684210526315,0.9,0.9523809523809523,1.0,1.0,"[[40, 0, 0], [2, 36, 2], [0, 0, 20]]",gated,1,1,stft,coarse,98698.0,191.07802119999542
0.97,0.9629475212131039,0.9601238869531552,0.9666666666666667,0.9943749999999999,0.9876543209876543,1.0,0.9743589743589743,0.95,0.926829268292683,0.95,0.95,"[[40, 0, 0], [0, 38, 2], [1, 0, 19]]",attention,1,1,stft,coarse,98544.0,90.28478850000829
0.95,0.939919963757173,0.9336956521739131,0.9499999999999998,0.9988888888888888,0.975,0.975,0.961038961038961,0.925,0.8837209302325582,0.95,0.95,"[[39, 0, 1], [0, 37, 3], [1, 0, 19]]",score,1,1,stft,coarse,,0.0
0.58,0.6247944173749981,0.6146850044365572,0.65,0.7295138888888889,0.5617977528089888,0.625,0.38235294117647056,0.325,0.9302325581395349,1.0,1.0,"[[25, 15, 0], [24, 13, 3], [0, 0, 20]]",logvar,1,1,stft,coarse,3.0,0.0
0.95,0.9498565691336776,0.9464411557434813,0.9583333333333334,0.9972916666666666,0.963855421686747,1.0,0.9333333333333333,0.875,0.9523809523809523,1.0,1.0,"[[40, 0, 0], [3, 35, 2], [0, 0, 20]]",shallow,1,1,stft,coarse,21.0,0.0
0.96,0.9625346010032642,0.9676434676434676,0.9583333333333334,0.9933333333333333,0.9512195121951219,0.975,0.9620253164556962,0.95,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [2, 38, 0], [1, 0, 19]]",raw1d,1,2,stft,coarse,27075.0,88.28824999999779
0.94,0.9418192918192917,0.9354864433811803,0.9500000000000001,0.9921527777777778,0.9230769230769231,0.9,0.95,0.95,0.9523809523809523,1.0,1.0,"[[36, 2, 2], [2, 38, 0], [0, 0, 20]]",spec2d,1,2,stft,coarse,32227.0,24.16551229999459
0.97,0.9708577901348986,0.9767441860465116,0.9666666666666667,0.9925,0.963855421686747,1.0,0.9743589743589743,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [1, 0, 19]]",raw1d_wide,1,2,stft,coarse,99795.0,241.29223130000173
0.97,0.9749647942419027,0.9767441860465116,0.975,0.9916666666666666,0.963855421686747,1.0,0.961038961038961,0.925,1.0,1.0,1.0,"[[40, 0, 0], [3, 37, 0], [0, 0, 20]]",spec2d_wide,1,2,stft,coarse,97775.0,43.68707960000029
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.9979166666666667,0.9523809523809523,1.0,0.961038961038961,0.925,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [3, 37, 0], [1, 0, 19]]",late,1,2,stft,coarse,98571.0,141.79134950001026
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9947222222222223,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",gated,1,2,stft,coarse,98698.0,117.43237240001326
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9958333333333332,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",attention,1,2,stft,coarse,98544.0,119.77444560000731
0.96,0.9625346010032642,0.9676434676434676,0.9583333333333334,0.9933333333333333,0.9512195121951219,0.975,0.9620253164556962,0.95,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [2, 38, 0], [1, 0, 19]]",score,1,2,stft,coarse,,0.0
0.51,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.7799999999999999,0.4,0.4,0.4,0.4,0.95,0.95,0.95,"[[16, 24, 0], [23, 16, 1], [1, 0, 19]]",logvar,1,2,stft,coarse,3.0,0.0
0.94,0.9416666666666668,0.9416666666666668,0.9416666666666668,0.9963194444444444,0.95,0.95,0.925,0.925,0.95,0.95,0.95,"[[38, 2, 0], [2, 37, 1], [0, 1, 19]]",shallow,1,2,stft,coarse,21.0,0.0
0.93,0.928066402749947,0.945027195027195,0.9166666666666666,0.9922916666666667,0.9285714285714286,0.975,0.9367088607594937,0.925,0.918918918918919,0.85,0.85,"[[39, 1, 0], [3, 37, 0], [2, 1, 17]]",raw1d,1,3,stft,coarse,27075.0,65.54946999999811
0.93,0.9228537547227048,0.9470085470085471,0.9083333333333332,0.9940277777777778,0.9176470588235294,0.975,0.9620253164556962,0.95,0.8888888888888888,0.8,0.8,"[[39, 1, 0], [2, 38, 0], [4, 0, 16]]",spec2d,1,3,stft,coarse,32227.0,32.68284740000672
0.95,0.9495293110825845,0.9595238095238096,0.9416666666666665,0.9981249999999999,0.9512195121951219,0.975,0.95,0.95,0.9473684210526315,0.9,0.9,"[[39, 1, 0], [2, 38, 0], [1, 1, 18]]",raw1d_wide,1,3,stft,coarse,99795.0,194.81016079999972
0.94,0.9418490723368773,0.9428153717627401,0.9416666666666668,0.9958333333333332,0.926829268292683,0.95,0.9487179487179487,0.925,0.95,0.95,0.95,"[[38, 1, 1], [3, 37, 0], [1, 0, 19]]",spec2d_wide,1,3,stft,coarse,97775.0,48.344972699997015
0.96,0.9625346010032642,0.9676434676434676,0.9583333333333334,0.9987499999999999,0.9512195121951219,0.975,0.9620253164556962,0.95,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [2, 38, 0], [1, 0, 19]]",late,1,3,stft,coarse,98571.0,155.74859829999332
0.97,0.9708577901348986,0.9767441860465116,0.9666666666666667,0.9939583333333332,0.963855421686747,1.0,0.9743589743589743,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [1, 0, 19]]",gated,1,3,stft,coarse,98698.0,119.99075369999628
0.95,0.9444417292518558,0.9611499611499612,0.9333333333333332,0.9975,0.9523809523809523,1.0,0.9620253164556962,0.95,0.918918918918919,0.85,0.85,"[[40, 0, 0], [2, 38, 0], [2, 1, 17]]",attention,1,3,stft,coarse,98544.0,130.28469929999846
0.93,0.9228537547227048,0.9470085470085471,0.9083333333333332,0.9940277777777778,0.9176470588235294,0.975,0.9620253164556962,0.95,0.8888888888888888,0.8,0.8,"[[39, 1, 0], [2, 38, 0], [4, 0, 16]]",score,1,3,stft,coarse,,0.0
0.54,0.5833235409322365,0.5618024132730015,0.6166666666666667,0.7404861111111112,0.475,0.475,0.40540540540540543,0.375,0.8695652173913043,1.0,1.0,"[[19, 19, 2], [21, 15, 4], [0, 0, 20]]",logvar,1,3,stft,coarse,3.0,0.0
0.97,0.9672493469961824,0.9611499611499612,0.975,0.9968749999999998,0.9873417721518988,0.975,0.9620253164556962,0.95,0.9523809523809523,1.0,1.0,"[[39, 1, 0], [0, 38, 2], [0, 0, 20]]",shallow,1,3,stft,coarse,21.0,0.0
0.96,0.9580361159308527,0.9696969696969697,0.9500000000000001,0.993125,0.9743589743589743,0.95,0.9523809523809523,1.0,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [0, 40, 0], [0, 2, 18]]",raw1d,1,4,stft,coarse,27075.0,56.83851759998652
0.93,0.9176129493917635,0.9107407407407407,0.9333333333333332,0.9975694444444444,0.9210526315789473,0.875,0.9873417721518988,0.975,0.8444444444444444,0.95,0.95,"[[35, 0, 5], [0, 39, 1], [1, 0, 19]]",spec2d,1,4,stft,coarse,32227.0,24.319742699997732
0.97,0.9659952350010829,0.975609756097561,0.9583333333333334,0.9951388888888889,0.9876543209876543,1.0,0.9629629629629629,0.975,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [1, 39, 0], [0, 2, 18]]",raw1d_wide,1,4,stft,coarse,99795.0,326.1857607999991
0.98,0.9743260590500641,0.9841269841269842,0.9666666666666667,1.0,0.975609756097561,1.0,1.0,1.0,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [0, 40, 0], [2, 0, 18]]",spec2d_wide,1,4,stft,coarse,97775.0,54.85480280000775
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9996527777777778,1.0,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [0, 1, 19]]",late,1,4,stft,coarse,98571.0,126.43178970000008
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.9873417721518988,0.975,0.9876543209876543,1.0,1.0,1.0,1.0,"[[39, 1, 0], [0, 40, 0], [0, 0, 20]]",gated,1,4,stft,coarse,98698.0,58.50038599999971
0.96,0.9625346010032642,0.9676434676434676,0.9583333333333334,0.9982638888888888,0.9620253164556962,0.95,0.9512195121951219,0.975,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [1, 39, 0], [0, 1, 19]]",attention,1,4,stft,coarse,98544.0,71.78469900001073
0.96,0.9580361159308527,0.9696969696969697,0.9500000000000001,0.993125,0.9743589743589743,0.95,0.9523809523809523,1.0,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [0, 40, 0], [0, 2, 18]]",score,1,4,stft,coarse,,0.0
0.59,0.6290676668583881,0.641585927300213,0.6250000000000001,0.7674305555555555,0.6067415730337079,0.675,0.4383561643835616,0.4,0.8421052631578947,0.8,0.8,"[[27, 13, 0], [22, 16, 2], [0, 4, 16]]",logvar,1,4,stft,coarse,3.0,0.0
