metric,model_a,model_b,n,mean_a,mean_b,mean_diff,p_naive_wilcoxon,p_corrected,p_corrected_conservative,p_sign,delta_min_naive,delta_min_corrected,bayes_p_b_better_r02,bayes_p_equiv_r02,bayes_p_a_better_r02,bayes_p_b_better_r05,bayes_p_equiv_r05,bayes_p_a_better_r05,p_naive_wilcoxon_holm,p_corrected_holm,p_corrected_conservative_holm,p_sign_holm,sig_naive,sig_corrected
log_loss,attention,early,24,0.8486504279155668,1.030978632034558,-0.18232820411899098,0.28966712951660156,0.3252023786243512,0.3565797847541998,0.8388197422027588,0.3997696366733501,0.4931613412220604,0.8099826836709615,0.05195962738172058,0.13805768894731793,0.7635091633702925,0.13001270668614595,0.10647812994356153,1.0,1.0,1.0,1.0,False,False
log_loss,attention,gated,24,0.8486504279155668,0.6546367229582399,0.19401370495732698,0.017870306968688965,0.09588480427673358,0.11780941149914732,0.15158963203430176,0.3279797401306235,0.3855185276077474,0.033984015442504935,0.032538745480495845,0.9334772390769992,0.019716758539233967,0.08541502499901954,0.8948682164617465,0.8220341205596924,1.0,1.0,1.0,False,False
log_loss,attention,late,24,0.8486504279155668,0.9361035466961768,-0.0874531187806098,0.9888126850128174,0.6867993982378856,0.7058669350108328,1.0,0.3442232922292913,0.4545068011904709,0.6221828751330236,0.06750291970337918,0.3103142051635972,0.5686473167603832,0.16768021190966825,0.2636724713299486,1.0,1.0,1.0,1.0,False,False
log_loss,attention,logvar,24,0.8486504279155668,0.6091908031346828,0.23945962478088414,0.03148162364959717,0.08796719118761495,0.10895584658098678,0.30745625495910645,0.4005727908140069,0.4697713470611524,0.032964411995605084,0.02506617261510513,0.9419694153892898,0.020976590444359608,0.06500253799487554,0.9140208715607648,1.0,1.0,1.0,1.0,False,False
log_loss,attention,raw1d,24,0.8486504279155668,0.8045084007032539,0.044142027212312966,0.8774070739746094,0.745571360905003,0.7613519936928149,0.8388197422027588,0.2052905703436468,0.27450432115359996,0.3188579707395464,0.11065627239775555,0.570485756862698,0.24534917966812403,0.27184421905179296,0.48280660128008307,1.0,1.0,1.0,1.0,False,False
log_loss,attention,raw1d_wide,24,0.8486504279155668,0.8692208724639906,-0.020570444548423703,0.7257407903671265,0.8814717649469319,0.8890235147962461,0.5412561893463135,0.1841474988856741,0.25440430206320896,0.5016499619957528,0.11391910991313275,0.3844309280911144,0.41556066506728306,0.27947622811906425,0.3049631068136527,1.0,1.0,1.0,1.0,False,False
log_loss,attention,score,24,0.8486504279155668,0.5010496217774681,0.34760080613809885,0.0004298686981201172,0.01418880722850521,0.020736623104838404,0.022655844688415527,0.5046427605071362,0.5720927199371021,0.005010438158278945,0.004963476180254722,0.9900260856614663,0.002939513204557341,0.013436787179375465,0.9836236996160672,0.022353172302246094,0.7378179758822709,1.0,1.0,True,False
log_loss,attention,shallow,24,0.8486504279155668,0.6204340294424108,0.22821639847315608,0.029131293296813965,0.10324804691933925,0.12598073515978306,0.06391465663909912,0.38947971765029854,0.45874276509352674,0.03894744676716702,0.02868844629179168,0.9323641069410413,0.025011701089854305,0.07408600050319392,0.9009022984069518,1.0,1.0,1.0,1.0,False,False
log_loss,attention,spec2d,24,0.8486504279155668,0.8200949359184252,0.02855549199714152,0.899570107460022,0.8912037947012775,0.8981433696061273,0.8388197422027588,0.27609678486590855,0.38241646375887317,0.40807857638898376,0.07557390365764427,0.5163475199533719,0.3535433359988265,0.18736752211731944,0.4590891418838541,1.0,1.0,1.0,1.0,False,False
log_loss,attention,spec2d_wide,24,0.8486504279155668,0.8606414843870059,-0.011991056471439054,1.0,0.9511519480000662,0.9542827778869509,0.8388197422027588,0.24412294098839638,0.3438242358173999,0.4836809291843184,0.08121547433469462,0.435103596480987,0.4230455558410303,0.20109135038776071,0.37586309377120897,1.0,1.0,1.0,1.0,False,False
log_loss,early,gated,24,1.030978632034558,0.6546367229582399,0.376341909076318,0.0020009279251098633,0.08672988733108619,0.10756557792737104,0.006610751152038574,0.6284986541987256,0.7368006827670353,0.03609979599613516,0.015754777325560188,0.9481454266783047,0.02719653946615223,0.04000197402845773,0.9328014865053901,0.0980454683303833,1.0,1.0,0.35036981105804443,False,False
log_loss,early,late,24,1.030978632034558,0.9361035466961768,0.09487508533838114,0.49079859256744385,0.7197738332928996,0.7370228738781092,0.5412561893463135,0.40806089767366177,0.5425750816121451,0.3321072753943249,0.05637191608875469,0.6115208085169205,0.29225866515451143,0.14029414715979605,0.5674471876856926,1.0,1.0,1.0,1.0,False,False
log_loss,early,logvar,24,1.030978632034558,0.6091908031346828,0.4217878288998751,0.015044927597045898,0.06142566964548777,0.07866764371820364,0.06391465663909912,0.6789460400113393,0.7893962122359579,0.025459240432094972,0.011441589244807315,0.9630991703230977,0.019077258588547995,0.02913289463202018,0.9517898467794318,0.7071115970611572,1.0,1.0,1.0,False,False
log_loss,early,raw1d,24,1.030978632034558,0.8045084007032539,0.22647023133130395,0.15998530387878418,0.2454796035035186,0.27621791055888306,0.5412561893463135,0.45428863037537515,0.5521372711074727,0.1037313428224053,0.04050826098383453,0.8557603961937602,0.0795959576731055,0.10174845476002148,0.8186555875668731,1.0,1.0,1.0,1.0,False,False
log_loss,early,raw1d_wide,24,1.030978632034558,0.8692208724639906,0.16175775957056723,0.47316575050354004,0.43614543294931807,0.46578701829888774,0.5412561893463135,0.4064597976114108,0.5115600086002462,0.19120117406455747,0.055946453736752555,0.75285237219869,0.15514026855504684,0.13949341632415502,0.7053663151207982,1.0,1.0,1.0,1.0,False,False
log_loss,early,score,24,1.030978632034558,0.5010496217774681,0.5299290102570898,3.6597251892089844e-05,0.0072085158550757545,0.011163354650435706,0.001543879508972168,0.7454067373460634,0.8379550248951266,0.0027753403277464956,0.0018915100161260856,0.9953331496561274,0.0018660279973355233,0.004967271837279186,0.9931667001653853,0.0020128488540649414,0.3823910700919183,0.5939815148128631,0.08336949348449707,True,False
log_loss,early,shallow,24,1.030978632034558,0.6204340294424108,0.4105446025921469,0.005897641181945801,0.045877754021513895,0.06035861417656133,0.022655844688415527,0.6437428937735892,0.7439022132530395,0.018527464111324193,0.009743743437997443,0.9717287924506783,0.013341507063283445,0.024988790969360797,0.9616697019673558,0.28308677673339844,1.0,1.0,1.0,False,False
log_loss,early,spec2d,24,1.030978632034558,0.8200949359184252,0.21088369611613247,0.2405325174331665,0.42546360984382064,0.4553762680666722,0.30745625495910645,0.5224931632255359,0.6563303024726167,0.19177897794235987,0.04327485826343391,0.7649461637942062,0.16296937526731592,0.10802851790980827,0.7290021068228758,1.0,1.0,1.0,1.0,False,False
log_loss,early,spec2d_wide,24,1.030978632034558,0.8606414843870059,0.17033714764755192,0.45587432384490967,0.44059691406209023,0.47011988422709033,1.0,0.43056865695587376,0.5423388193673637,0.1948005731815115,0.052938387969107215,0.7522610388493813,0.16030245089790413,0.13202143047199644,0.7076761186300995,1.0,1.0,1.0,1.0,False,False
log_loss,gated,late,24,0.6546367229582399,0.9361035466961768,-0.2814668237379368,0.09509599208831787,0.14034358404148625,0.1663854717441268,0.5412561893463135,0.5024301133347833,0.5973344653514161,0.9153016003036339,0.026944258136513875,0.05775414155985218,0.8891231272202755,0.06825957387332991,0.042617298906394555,1.0,1.0,1.0,1.0,False,False
log_loss,gated,logvar,24,0.6546367229582399,0.6091908031346828,0.045445919823557133,0.7898378372192383,0.7175156366981857,0.7348913871997456,1.0,0.1942085350997383,0.2581024951907773,0.3014659830675444,0.11819194144427203,0.5803420754881836,0.22479205957903894,0.2896886333296272,0.4855193070913339,1.0,1.0,1.0,1.0,False,False
log_loss,gated,raw1d,24,0.6546367229582399,0.8045084007032539,-0.149871677745014,0.1779801845550537,0.28211550974205946,0.31338844438995633,0.8388197422027588,0.3130143257782634,0.3830845502310319,0.8251026955546023,0.06267183526657046,0.1122254691788273,0.7648030060923593,0.15748729255806013,0.07770970134958058,1.0,1.0,1.0,1.0,False,False
log_loss,gated,raw1d_wide,24,0.6546367229582399,0.8692208724639906,-0.21458414950575075,0.036649227142333984,0.16353961788879764,0.19112484295763515,0.15158963203430176,0.3933324640942858,0.47010536605931996,0.8976248297959512,0.03773836544591502,0.06463680475813383,0.8594789870113394,0.09592464734835596,0.044596365640304635,1.0,1.0,1.0,1.0,False,False
log_loss,gated,score,24,0.6546367229582399,0.5010496217774681,0.15358710118077182,0.02112710475921631,0.18626991799519488,0.21505311192762427,0.15158963203430176,0.2887471188547601,0.34679872516144666,0.06862844199733602,0.05543505199893539,0.8759365060037286,0.0420192619279585,0.1418326488617916,0.81614808921025,0.9295926094055176,1.0,1.0,1.0,False,False
log_loss,gated,shallow,24,0.6546367229582399,0.6204340294424108,0.03420269351582906,0.9664472341537476,0.799679360412953,0.812269695632076,1.0,0.19393697065159077,0.26254329025370016,0.3439459600400901,0.1140685435368235,0.5419854964230865,0.2668077409261799,0.27986985631993067,0.45332240275388935,1.0,1.0,1.0,1.0,False,False
log_loss,gated,spec2d,24,0.6546367229582399,0.8200949359184252,-0.16545821296018548,0.26434290409088135,0.3349915349210452,0.3663235867607248,1.0,0.3669019858049677,0.45342265068328724,0.8022077958961474,0.057242131109301014,0.14055007299455155,0.7505767149604435,0.14317395737352112,0.10624932766603533,1.0,1.0,1.0,1.0,False,False
log_loss,gated,spec2d_wide,24,0.6546367229582399,0.8606414843870059,-0.20600476142876603,0.2405325174331665,0.2511753648164324,0.28202692193058704,0.5412561893463135,0.4158213419167773,0.5059381511383059,0.8505616836180218,0.04474685460230153,0.10469146177967671,0.8090373421995694,0.11244318278049278,0.07851947501993786,1.0,1.0,1.0,1.0,False,False
log_loss,late,logvar,24,0.9361035466961768,0.6091908031346828,0.32691274356149397,0.26434290409088135,0.16280596257558871,0.19034761743744508,0.8388197422027588,0.5987355953001436,0.7154842717641727,0.06981201056128367,0.024681256874875768,0.9055067325638406,0.05499649377956083,0.06216101302414012,0.882842493196299,1.0,1.0,1.0,1.0,False,False
log_loss,late,raw1d,24,0.9361035466961768,0.8045084007032539,0.13159514599292277,0.8774070739746094,0.5233343847294868,0.5501120856616433,1.0,0.375032398371205,0.4795893803740658,0.2314327541497254,0.06251081124991764,0.7060564346003569,0.19019768649074525,0.15555221567884026,0.6542500978304144,1.0,1.0,1.0,1.0,False,False
log_loss,late,raw1d_wide,24,0.9361035466961768,0.8692208724639906,0.06688267423218607,0.8774070739746094,0.7292364635348938,0.7459512707460834,0.8388197422027588,0.29573646870271514,0.3940298146716339,0.3266292474059741,0.07745171823822938,0.5959190343557965,0.2731632201156669,0.19198083373677466,0.5348559461475585,1.0,1.0,1.0,1.0,False,False
log_loss,late,score,24,0.9361035466961768,0.5010496217774681,0.43505392491870865,0.0012379884719848633,0.029041050298083997,0.03983099853454073,0.06391465663909912,0.6590692555211188,0.7552844677014,0.011518541859897164,0.00670666116849683,0.981774796971606,0.008076831547373996,0.01732587801985197,0.974597290432774,0.061899423599243164,1.0,1.0,1.0,False,False
log_loss,late,shallow,24,0.9361035466961768,0.6204340294424108,0.31566951725376585,0.22918963432312012,0.17874981302928553,0.207168084078369,0.5412561893463135,0.588543386732125,0.7057434782602904,0.07690764162452905,0.026485933108723603,0.8966064252667474,0.060887715151133594,0.06664179871630149,0.872470486132565,1.0,1.0,1.0,1.0,False,False
log_loss,late,spec2d,24,0.9361035466961768,0.8200949359184252,0.11600861077775132,0.8774070739746094,0.5488595443041691,0.5746083749895236,0.5412561893463135,0.34460398070721643,0.44278633261164774,0.24140781842138645,0.06827810322166883,0.6903140783569447,0.1964641770772506,0.16970571847392057,0.6338301044488288,1.0,1.0,1.0,1.0,False,False
log_loss,late,spec2d_wide,24,0.9361035466961768,0.8606414843870059,0.07546206230917075,0.8333734273910522,0.707199755892099,0.7251503914982758,1.0,0.31335203569819076,0.41552644583179676,0.3174904795688476,0.0736814929501789,0.6088280274809735,0.26671037635403616,0.1827933214796601,0.5504963021663037,1.0,1.0,1.0,1.0,False,False
log_loss,logvar,raw1d,24,0.6091908031346828,0.8045084007032539,-0.19531759756857117,0.08937323093414307,0.11593730761090178,0.13993552554528108,0.5412561893463135,0.3386558286659841,0.4002200005532245,0.9219622133411918,0.035621552814409825,0.0424162338443984,0.8817444560087672,0.09238999057081324,0.025865553420419594,1.0,1.0,1.0,1.0,False,False
log_loss,logvar,raw1d_wide,24,0.6091908031346828,0.8692208724639906,-0.2600300693293079,0.02112710475921631,0.084820420770739,0.10541632647776394,0.30745625495910645,0.4331265192433571,0.507471929494286,0.9450122661846397,0.022592357226002897,0.032395376589357365,0.9203735832388648,0.05835907214712762,0.021267344614007623,0.9295926094055176,1.0,1.0,1.0,False,False
log_loss,logvar,score,24,0.6091908031346828,0.5010496217774681,0.10814118135721472,0.03148162364959717,0.21997770309994552,0.250057939113515,0.006610751152038574,0.2109654952939884,0.255128826241536,0.07436868047071789,0.08301508576838035,0.8426162337609018,0.03905810564233465,0.21323345775109281,0.7477084366065725,1.0,1.0,1.0,0.35036981105804443,False,False
log_loss,logvar,shallow,24,0.6091908031346828,0.6204340294424108,-0.011243226307728088,0.6230943202972412,0.8997168266972172,0.9061192321119421,0.8388197422027588,0.11703514188483038,0.1624730660520605,0.4609039745337778,0.17584238816039088,0.3632536373058314,0.33229822916474827,0.42040477267761844,0.24729699815763329,1.0,1.0,1.0,1.0,False,False
log_loss,logvar,spec2d,24,0.6091908031346828,0.8200949359184252,-0.21090413278374262,0.5456695556640625,0.3129191321908377,0.3443188473937402,0.8388197422027588,0.45598288353520283,0.5612448936887896,0.8199728054392851,0.04488005208202278,0.13514714247869214,0.7803833045681173,0.11233111886116141,0.10728557657072126,1.0,1.0,1.0,1.0,False,False
log_loss,logvar,spec2d_wide,24,0.6091908031346828,0.8606414843870059,-0.25145068125232317,0.22918963432312012,0.1971078274308031,0.22636618620565704,0.30745625495910645,0.478409967359159,0.5758896166774964,0.8830792211949329,0.034400286091302315,0.08252049271376481,0.8508531293667191,0.08667744716200186,0.062469423471279054,1.0,1.0,1.0,1.0,False,False
log_loss,raw1d,raw1d_wide,24,0.8045084007032539,0.8692208724639906,-0.0647124717607367,0.6033114194869995,0.6564046555227487,0.6770828704879077,0.8388197422027588,0.23684573844926216,0.31077745880600816,0.6208595645888164,0.09867959017429523,0.28046084523688836,0.5403657103174696,0.24339800374924148,0.21623628593328892,1.0,1.0,1.0,1.0,False,False
