acc,f1_macro,precision_macro,recall_macro,auc,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,axis,variant,params,sec
0.95,0.9498906079074855,0.9499791536376901,0.9499999999999998,0.9968750000000001,0.9629629629629629,0.975,0.9367088607594937,0.925,0.95,0.95,0.95,"[[39, 1, 0], [2, 37, 1], [0, 1, 19]]",shallow,1,0,stft,fine,21.0,0.0
0.95,0.9463918825234764,0.9406487232574189,0.9583333333333334,0.9995138888888889,0.975609756097561,1.0,0.9333333333333333,0.875,0.9302325581395349,1.0,1.0,"[[40, 0, 0], [2, 35, 3], [0, 0, 20]]",raw1d,1,1,stft,fine,27075.0,71.75956130000122
0.97,0.9666562434855118,0.9674603174603175,0.9666666666666667,0.9991666666666666,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,0.95,0.95,"[[40, 0, 0], [1, 38, 1], [1, 0, 19]]",spec2d,1,1,stft,fine,32227.0,35.30380179999338
0.95,0.9407407407407407,0.9333333333333332,0.9583333333333334,0.9993055555555556,1.0,1.0,0.9333333333333333,0.875,0.8888888888888888,1.0,1.0,"[[40, 0, 0], [0, 35, 5], [0, 0, 20]]",raw1d_wide,1,1,stft,fine,99795.0,195.7129869999917
0.93,0.9198237372929422,0.9135802469135802,0.9416666666666668,0.9990277777777777,0.9473684210526315,0.9,0.961038961038961,0.925,0.851063829787234,1.0,1.0,"[[36, 0, 4], [0, 37, 3], [0, 0, 20]]",spec2d_wide,1,1,stft,fine,97775.0,99.67827319999924
0.97,0.9637571730594986,0.9565217391304347,0.975,0.9988194444444444,1.0,1.0,0.961038961038961,0.925,0.9302325581395349,1.0,1.0,"[[40, 0, 0], [0, 37, 3], [0, 0, 20]]",late,1,1,stft,fine,98571.0,123.58129370000097
0.97,0.9670247448025225,0.9615668883961567,0.975,0.9996527777777778,0.9876543209876543,1.0,0.961038961038961,0.925,0.9523809523809523,1.0,1.0,"[[40, 0, 0], [1, 37, 2], [0, 0, 20]]",gated,1,1,stft,fine,98698.0,110.5387672999932
0.98,0.9755799755799757,0.9696969696969697,0.9833333333333334,0.9996527777777778,1.0,1.0,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[40, 0, 0], [0, 38, 2], [0, 0, 20]]",attention,1,1,stft,fine,98544.0,207.3462140000047
0.97,0.9666562434855118,0.9674603174603175,0.9666666666666667,0.999375,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,0.95,0.95,"[[40, 0, 0], [1, 38, 1], [1, 0, 19]]",score,1,1,stft,fine,,0.0
0.58,0.6247944173749981,0.6146850044365572,0.65,0.7295138888888889,0.5617977528089888,0.625,0.38235294117647056,0.325,0.9302325581395349,1.0,1.0,"[[25, 15, 0], [24, 13, 3], [0, 0, 20]]",logvar,1,1,stft,fine,3.0,0.0
0.95,0.9498565691336776,0.9464411557434813,0.9583333333333334,0.9972916666666666,0.963855421686747,1.0,0.9333333333333333,0.875,0.9523809523809523,1.0,1.0,"[[40, 0, 0], [3, 35, 2], [0, 0, 20]]",shallow,1,1,stft,fine,21.0,0.0
0.96,0.9625346010032642,0.9676434676434676,0.9583333333333334,0.9933333333333333,0.9512195121951219,0.975,0.9620253164556962,0.95,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [2, 38, 0], [1, 0, 19]]",raw1d,1,2,stft,fine,27075.0,89.94148339999083
0.97,0.9749647942419027,0.9767441860465116,0.975,0.9984722222222221,0.963855421686747,1.0,0.961038961038961,0.925,1.0,1.0,1.0,"[[40, 0, 0], [3, 37, 0], [0, 0, 20]]",spec2d,1,2,stft,fine,32227.0,60.201170700005605
