acc,f1_macro,precision_macro,recall_macro,auc,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,params,sec,blend_w
0.97,0.9659952350010829,0.975609756097561,0.9583333333333334,0.9951388888888889,0.9876543209876543,1.0,0.9629629629629629,0.975,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [1, 39, 0], [0, 2, 18]]",raw1d_wide,1,4,99795,213.6704269999973,
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.9990972222222222,0.961038961038961,0.925,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [0, 40, 0], [0, 1, 19]]",spec2d_wide,1,4,97775,37.07215580000047,
0.97,0.9708577901348986,0.9767441860465116,0.9666666666666667,0.999375,0.9743589743589743,0.95,0.963855421686747,1.0,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [0, 40, 0], [0, 1, 19]]",late,1,4,98571,70.6766462999949,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",gated,1,4,98698,50.83125029999792,
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.9961805555555555,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",attention,1,4,98544,66.08419659999345,
0.95,0.9543012886666138,0.9629629629629629,0.9499999999999998,0.9900694444444444,0.9473684210526315,0.9,0.9411764705882353,1.0,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [0, 40, 0], [0, 1, 19]]",early,1,4,97507,31.604867099995317,
0.96,0.9580361159308527,0.9696969696969697,0.9500000000000001,0.993125,0.9743589743589743,0.95,0.9523809523809523,1.0,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [0, 40, 0], [0, 2, 18]]",score,1,4,59302,0.08943140000337735,1.0
0.6,0.6400647914525122,0.6367781155015199,0.65,0.7385416666666668,0.5977011494252874,0.65,0.4444444444444444,0.4,0.8780487804878049,0.9,0.9,"[[26, 14, 0], [21, 16, 3], [0, 2, 18]]",logvar,1,4,3,0.02522039999894332,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.997013888888889,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",shallow,1,4,21,0.02568940000492148,
0.93,0.9286256291134339,0.9284271284271285,0.9333333333333332,0.9945833333333333,0.9523809523809523,1.0,0.9066666666666666,0.85,0.926829268292683,0.95,0.95,"[[40, 0, 0], [4, 34, 2], [0, 1, 19]]",raw1d,2,0,27075,61.96775550000166,
0.96,0.9554238397261653,0.9481884057971014,0.9666666666666667,0.9958333333333332,0.975,0.975,0.961038961038961,0.925,0.9302325581395349,1.0,1.0,"[[39, 0, 1], [1, 37, 2], [0, 0, 20]]",spec2d,2,0,32227,11.134260799997719,
0.95,0.9458346531517262,0.9433719433719433,0.9499999999999998,0.9958333333333332,0.975609756097561,1.0,0.935064935064935,0.9,0.926829268292683,0.95,0.95,"[[40, 0, 0], [2, 36, 2], [0, 1, 19]]",raw1d_wide,2,0,99795,125.97495460000209,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9992361111111111,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",spec2d_wide,2,0,97775,30.679185799999686,
0.98,0.9792076838147299,0.9759969028261711,0.9833333333333334,0.9984027777777778,0.9876543209876543,1.0,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,"[[40, 0, 0], [1, 38, 1], [0, 0, 20]]",late,2,0,98571,65.32197290000477,
0.98,0.9755799755799757,0.9696969696969697,0.9833333333333334,0.9966666666666667,1.0,1.0,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[40, 0, 0], [0, 38, 2], [0, 0, 20]]",gated,2,0,98698,67.28186179999466,
0.97,0.9637571730594986,0.9565217391304347,0.975,0.9969444444444445,1.0,1.0,0.961038961038961,0.925,0.9302325581395349,1.0,1.0,"[[40, 0, 0], [0, 37, 3], [0, 0, 20]]",attention,2,0,98544,45.81067529999564,
0.92,0.9157059314954051,0.9178451178451178,0.9166666666666666,0.992638888888889,0.9523809523809523,1.0,0.8947368421052632,0.85,0.9,0.9,0.9,"[[40, 0, 0], [4, 34, 2], [0, 2, 18]]",early,2,0,97507,24.363047499995446,
0.93,0.9286256291134339,0.9284271284271285,0.9333333333333332,0.9945833333333333,0.9523809523809523,1.0,0.9066666666666666,0.85,0.926829268292683,0.95,0.95,"[[40, 0, 0], [4, 34, 2], [0, 1, 19]]",score,2,0,59302,0.09159570000338135,1.0
0.53,0.5903977617254038,0.5757300162334488,0.6083333333333333,0.7536805555555555,0.4358974358974359,0.425,0.4050632911392405,0.4,0.9302325581395349,1.0,1.0,"[[17, 23, 0], [21, 16, 3], [0, 0, 20]]",logvar,2,0,3,0.022945300006540492,
0.94,0.9366697559468644,0.941656466748266,0.9333333333333332,0.9966666666666666,0.963855421686747,1.0,0.9230769230769231,0.9,0.9230769230769231,0.9,0.9,"[[40, 0, 0], [3, 36, 1], [0, 2, 18]]",shallow,2,0,21,0.024452799996652175,
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.999375,0.961038961038961,0.925,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [0, 40, 0], [0, 1, 19]]",raw1d,2,1,27075,68.80597990000388,
0.96,0.96231078158789,0.9679722562219503,0.9583333333333334,0.9948611111111111,0.963855421686747,1.0,0.9487179487179487,0.925,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [3, 37, 0], [0, 1, 19]]",spec2d,2,1,32227,9.90963929999998,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9996527777777778,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",raw1d_wide,2,1,99795,114.55562839999766,
0.94,0.9459749552772809,0.9565217391304347,0.9416666666666668,0.9990277777777777,0.9333333333333333,0.875,0.9302325581395349,1.0,0.9743589743589743,0.95,0.95,"[[35, 5, 0], [0, 40, 0], [0, 1, 19]]",spec2d_wide,2,1,97775,34.616922199995315,
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9991666666666666,1.0,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [0, 1, 19]]",late,2,1,98571,55.57576870000048,
0.97,0.9708577901348986,0.9767441860465116,0.9666666666666667,0.9988888888888888,0.9743589743589743,0.95,0.963855421686747,1.0,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [0, 40, 0], [0, 1, 19]]",gated,2,1,98698,46.942521800003306,
0.96,0.9577497197316917,0.9681971774995031,0.9500000000000001,0.9991666666666666,0.9620253164556962,0.95,0.963855421686747,1.0,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [0, 40, 0], [1, 1, 18]]",attention,2,1,98544,66.68464040000254,
0.94,0.9459657011370504,0.9511599511599512,0.9416666666666668,0.9859027777777777,0.9367088607594937,0.925,0.926829268292683,0.95,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [2, 38, 0], [0, 1, 19]]",early,2,1,97507,37.2213447000031,
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.999375,0.961038961038961,0.925,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [0, 40, 0], [0, 1, 19]]",score,2,1,59302,0.10098250000010012,1.0
0.54,0.6029204107830552,0.616005291005291,0.5916666666666667,0.7569444444444443,0.475,0.475,0.43902439024390244,0.45,0.8947368421052632,0.85,0.85,"[[19, 21, 0], [21, 18, 1], [0, 3, 17]]",logvar,2,1,3,0.02345910000440199,
0.94,0.9458768597657486,0.950609756097561,0.9416666666666668,0.9938194444444445,0.9382716049382716,0.95,0.925,0.925,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [3, 37, 0], [0, 1, 19]]",shallow,2,1,21,0.024954299995442852,
0.96,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9946527777777777,0.975,0.975,0.95,0.95,0.95,0.95,0.95,"[[39, 1, 0], [1, 38, 1], [0, 1, 19]]",raw1d,2,2,27075,41.98519010000018,
0.97,0.9706646823040771,0.9755799755799756,0.9666666666666667,0.9941666666666666,0.975609756097561,1.0,0.9620253164556962,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [0, 1, 19]]",spec2d,2,2,32227,14.408886000004713,
0.95,0.9497175912176353,0.9604452395150069,0.9416666666666665,0.9960416666666667,0.9620253164556962,0.95,0.9397590361445783,0.975,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [1, 39, 0], [0, 2, 18]]",raw1d_wide,2,2,99795,123.92872050000005,
0.95,0.9542786530738337,0.9602203182374541,0.9499999999999998,0.9945833333333334,0.9487179487179487,0.925,0.9397590361445783,0.975,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [1, 39, 0], [0, 1, 19]]",spec2d_wide,2,2,97775,34.67764509999688,
0.97,0.9665598791477835,0.9666562434855118,0.9666666666666667,0.9971527777777779,0.9876543209876543,1.0,0.9620253164556962,0.95,0.95,0.95,0.95,"[[40, 0, 0], [1, 38, 1], [0, 1, 19]]",late,2,2,98571,59.79919360000349,
0.95,0.9497175912176353,0.9604452395150069,0.9416666666666665,0.997013888888889,0.9620253164556962,0.95,0.9397590361445783,0.975,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [1, 39, 0], [0, 2, 18]]",gated,2,2,98698,54.47610120000172,
0.95,0.9500989737979891,0.9503960808838858,0.9499999999999998,0.99625,0.9620253164556962,0.95,0.9382716049382716,0.95,0.95,0.95,0.95,"[[38, 2, 0], [1, 38, 1], [0, 1, 19]]",attention,2,2,98544,49.90860870000324,
0.96,0.9624302225928242,0.9590948917007968,0.9666666666666667,0.9975694444444444,0.9629629629629629,0.975,0.9487179487179487,0.925,0.975609756097561,1.0,1.0,"[[39, 1, 0], [2, 37, 1], [0, 0, 20]]",early,2,2,97507,31.740922800003318,
0.96,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9946527777777777,0.975,0.975,0.95,0.95,0.95,0.95,0.95,"[[39, 1, 0], [1, 38, 1], [0, 1, 19]]",score,2,2,59302,0.08927389999735169,1.0
0.64,0.6934129328610977,0.6886920142734096,0.7000000000000001,0.7604861111111111,0.5783132530120482,0.6,0.5263157894736842,0.5,0.975609756097561,1.0,1.0,"[[24, 16, 0], [19, 20, 1], [0, 0, 20]]",logvar,2,2,3,0.02671330000157468,
0.97,0.9665598791477835,0.9666562434855118,0.9666666666666667,0.9938194444444445,0.9876543209876543,1.0,0.9620253164556962,0.95,0.95,0.95,0.95,"[[40, 0, 0], [1, 38, 1], [0, 1, 19]]",shallow,2,2,21,0.023375000004307367,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9986111111111112,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d,2,3,27075,69.26821829999972,
0.97,0.9749647942419027,0.9767441860465116,0.975,0.9984722222222221,0.963855421686747,1.0,0.961038961038961,0.925,1.0,1.0,1.0,"[[40, 0, 0], [3, 37, 0], [0, 0, 20]]",spec2d,2,3,32227,15.377335299999686,
0.96,0.9581092349385032,0.9586883876357559,0.9583333333333334,0.9981944444444443,0.975609756097561,1.0,0.9487179487179487,0.925,0.95,0.95,0.95,"[[40, 0, 0], [2, 37, 1], [0, 1, 19]]",raw1d_wide,2,3,99795,173.7073395000043,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9971527777777777,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",spec2d_wide,2,3,97775,29.03153790000215,
0.97,0.9706646823040771,0.9755799755799756,0.9666666666666667,0.9979166666666667,0.975609756097561,1.0,0.9620253164556962,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [0, 1, 19]]",late,2,3,98571,49.24095390000002,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9990277777777777,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",gated,2,3,98698,72.70085539999855,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9984722222222223,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",attention,2,3,98544,44.46903770000063,
0.98,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9988888888888888,0.975,0.975,0.975,0.975,1.0,1.0,1.0,"[[39, 1, 0], [1, 39, 0], [0, 0, 20]]",early,2,3,97507,35.405810700001894,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9986111111111112,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",score,2,3,59302,0.08596509999915725,0.775
0.64,0.6619098494098493,0.6571895424836601,0.7000000000000001,0.7410416666666667,0.6593406593406593,0.75,0.4375,0.35,0.8888888888888888,1.0,1.0,"[[30, 10, 0], [21, 14, 5], [0, 0, 20]]",logvar,2,3,3,0.028475799997977447,
0.98,0.9793171760831533,0.9757936507936508,0.9833333333333334,0.9990277777777777,0.9873417721518988,0.975,0.975,0.975,0.975609756097561,1.0,1.0,"[[39, 1, 0], [0, 39, 1], [0, 0, 20]]",shallow,2,3,21,0.02638890000525862,
0.95,0.9542786530738337,0.9602203182374541,0.9499999999999998,0.998125,0.9397590361445783,0.975,0.9487179487179487,0.925,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [3, 37, 0], [1, 0, 19]]",raw1d,2,4,27075,34.298013400002674,
0.98,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9988888888888888,0.975,0.975,0.975,0.975,1.0,1.0,1.0,"[[39, 1, 0], [1, 39, 0], [0, 0, 20]]",spec2d,2,4,32227,16.213717200000247,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d_wide,2,4,99795,155.68446389999735,
0.97,0.974996093139553,0.9751928288513655,0.975,0.9994444444444444,0.9629629629629629,0.975,0.9620253164556962,0.95,1.0,1.0,1.0,"[[39, 1, 0], [2, 38, 0], [0, 0, 20]]",spec2d_wide,2,4,97775,35.979515099999844,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9997222222222222,0.9873417721518988,0.975,0.9876543209876543,1.0,1.0,1.0,1.0,"[[39, 1, 0], [0, 40, 0], [0, 0, 20]]",late,2,4,98571,76.67453789999854,
0.97,0.9709772311398327,0.9678668215253582,0.975,0.9994444444444444,0.9743589743589743,0.95,0.9629629629629629,0.975,0.975609756097561,1.0,1.0,"[[38, 2, 0], [0, 39, 1], [0, 0, 20]]",gated,2,4,98698,64.82219089999853,
0.98,0.9793171760831533,0.9757936507936508,0.9833333333333334,0.9998611111111111,0.9873417721518988,0.975,0.975,0.975,0.975609756097561,1.0,1.0,"[[39, 1, 0], [0, 39, 1], [0, 0, 20]]",attention,2,4,98544,139.54258680000203,
0.98,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9991666666666666,0.975,0.975,0.975,0.975,1.0,1.0,1.0,"[[39, 1, 0], [1, 39, 0], [0, 0, 20]]",early,2,4,97507,37.53489410000475,
0.98,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9988888888888888,0.975,0.975,0.975,0.975,1.0,1.0,1.0,"[[39, 1, 0], [1, 39, 0], [0, 0, 20]]",score,2,4,59302,0.08505630000581732,0.0
0.65,0.6810492585140473,0.6679374389051809,0.7083333333333334,0.7770138888888889,0.6190476190476191,0.65,0.5352112676056338,0.475,0.8888888888888888,1.0,1.0,"[[26, 12, 2], [18, 19, 3], [0, 0, 20]]",logvar,2,4,3,0.0209644999995362,
0.95,0.947100131086001,0.9394277220364177,0.9583333333333334,0.9980555555555556,0.9743589743589743,0.95,0.9367088607594937,0.925,0.9302325581395349,1.0,1.0,"[[38, 2, 0], [0, 37, 3], [0, 0, 20]]",shallow,2,4,21,0.024393400002736598,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.9873417721518988,0.975,0.9876543209876543,1.0,1.0,1.0,1.0,"[[39, 1, 0], [0, 40, 0], [0, 0, 20]]",raw1d,3,0,27075,60.19057220000104,
0.98,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9997222222222222,0.975,0.975,0.975,0.975,1.0,1.0,1.0,"[[39, 1, 0], [1, 39, 0], [0, 0, 20]]",spec2d,3,0,32227,11.81781459999911,
0.98,0.9792076838147299,0.9759969028261711,0.9833333333333334,0.9995833333333333,0.9876543209876543,1.0,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,"[[40, 0, 0], [1, 38, 1], [0, 0, 20]]",raw1d_wide,3,0,99795,82.01032919999852,
0.96,0.9622778662789798,0.9608711701734958,0.9666666666666667,0.9995833333333333,0.963855421686747,1.0,0.9473684210526315,0.9,0.975609756097561,1.0,1.0,"[[40, 0, 0], [3, 36, 1], [0, 0, 20]]",spec2d_wide,3,0,97775,35.22225640000397,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",late,3,0,98571,67.25327990000369,
0.98,0.9792076838147299,0.9759969028261711,0.9833333333333334,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,"[[40, 0, 0], [1, 38, 1], [0, 0, 20]]",gated,3,0,98698,53.88550039999973,
0.96,0.954492661809735,0.9523809523809524,0.9583333333333334,0.9981249999999999,0.975609756097561,1.0,0.961038961038961,0.925,0.926829268292683,0.95,0.95,"[[40, 0, 0], [1, 37, 2], [1, 0, 19]]",attention,3,0,98544,54.78916390000086,
0.97,0.9708577901348986,0.9767441860465116,0.9666666666666667,0.9997916666666667,0.963855421686747,1.0,0.9743589743589743,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [1, 0, 19]]",early,3,0,97507,21.096455999999307,
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.9873417721518988,0.975,0.9876543209876543,1.0,1.0,1.0,1.0,"[[39, 1, 0], [0, 40, 0], [0, 0, 20]]",score,3,0,59302,0.06490679999842541,0.625
0.66,0.6905217502232427,0.6938337624612134,0.7083333333333334,0.75875,0.6593406593406593,0.75,0.5074626865671642,0.425,0.9047619047619048,0.95,0.95,"[[30, 9, 1], [21, 17, 2], [0, 1, 19]]",logvar,3,0,3,0.021471500003826804,
0.99,0.9876505094164866,0.9841269841269842,0.9916666666666667,0.9972916666666668,1.0,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[40, 0, 0], [0, 39, 1], [0, 0, 20]]",shallow,3,0,21,0.022151600001961924,
0.95,0.9537746806039489,0.9538239538239539,0.9583333333333334,0.9925,0.9523809523809523,1.0,0.9333333333333333,0.875,0.975609756097561,1.0,1.0,"[[40, 0, 0], [4, 35, 1], [0, 0, 20]]",raw1d,3,1,27075,50.84803739999916,
0.97,0.970752824411361,0.9682539682539683,0.975,0.9909722222222221,0.975609756097561,1.0,0.961038961038961,0.925,0.975609756097561,1.0,1.0,"[[40, 0, 0], [2, 37, 1], [0, 0, 20]]",spec2d,3,1,32227,9.681912199994258,
0.98,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9966666666666667,0.975,0.975,0.975,0.975,1.0,1.0,1.0,"[[39, 1, 0], [1, 39, 0], [0, 0, 20]]",raw1d_wide,3,1,99795,104.67391119999957,
0.96,0.96231078158789,0.9679722562219503,0.9583333333333334,0.9895833333333334,0.963855421686747,1.0,0.9487179487179487,0.925,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [3, 37, 0], [0, 1, 19]]",spec2d_wide,3,1,97775,23.27910890000203,
0.98,0.9792076838147299,0.9759969028261711,0.9833333333333334,0.9977777777777778,0.9876543209876543,1.0,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,"[[40, 0, 0], [1, 38, 1], [0, 0, 20]]",late,3,1,98571,43.553428999999596,
0.94,0.9415032679738561,0.9462962962962962,0.9416666666666668,0.9947916666666666,0.9411764705882353,1.0,0.9333333333333333,0.875,0.95,0.95,0.95,"[[40, 0, 0], [4, 35, 1], [1, 0, 19]]",gated,3,1,98698,39.573109800003294,
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9973611111111111,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",attention,3,1,98544,66.90468779999355,
0.96,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9948611111111111,0.975,0.975,0.95,0.95,0.95,0.95,0.95,"[[39, 1, 0], [1, 38, 1], [0, 1, 19]]",early,3,1,97507,23.063785499994992,
0.95,0.9537746806039489,0.9538239538239539,0.9583333333333334,0.9925,0.9523809523809523,1.0,0.9333333333333333,0.875,0.975609756097561,1.0,1.0,"[[40, 0, 0], [4, 35, 1], [0, 0, 20]]",score,3,1,59302,0.08109089999925345,1.0
0.6,0.6499043592066848,0.636701919310615,0.6666666666666666,0.7480555555555556,0.5194805194805194,0.5,0.5,0.5,0.9302325581395349,1.0,1.0,"[[20, 20, 0], [17, 20, 3], [0, 0, 20]]",logvar,3,1,3,0.01826009999786038,
0.95,0.9458346531517262,0.9433719433719433,0.9499999999999998,0.9950694444444445,0.975609756097561,1.0,0.935064935064935,0.9,0.926829268292683,0.95,0.95,"[[40, 0, 0], [2, 36, 2], [0, 1, 19]]",shallow,3,1,21,0.01793349999934435,
0.95,0.9543012886666138,0.9629629629629629,0.9499999999999998,0.9977083333333333,0.9473684210526315,0.9,0.9411764705882353,1.0,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [0, 40, 0], [0, 1, 19]]",raw1d,3,2,27075,36.15734320000047,
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9998611111111111,1.0,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [0, 1, 19]]",spec2d,3,2,32227,10.545749900004012,
0.95,0.9543012886666138,0.9629629629629629,0.9499999999999998,0.9975,0.9473684210526315,0.9,0.9411764705882353,1.0,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [0, 40, 0], [0, 1, 19]]",raw1d_wide,3,2,99795,133.99649399999907,
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9988888888888888,0.975609756097561,1.0,0.9873417721518988,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [1, 0, 19]]",spec2d_wide,3,2,97775,26.61398940000072,
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9987499999999999,1.0,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [0, 1, 19]]",late,3,2,98571,67.130717,
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9983333333333334,1.0,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [0, 1, 19]]",gated,3,2,98698,46.0074953000003,
0.94,0.941656466748266,0.9565217391304347,0.9333333333333332,0.9974999999999999,0.9473684210526315,0.9,0.9302325581395349,1.0,0.9473684210526315,0.9,0.9,"[[36, 4, 0], [0, 40, 0], [0, 2, 18]]",attention,3,2,98544,46.970529400001396,
0.96,0.9585261621846989,0.9595238095238096,0.9583333333333334,0.9965972222222222,0.9743589743589743,0.95,0.9512195121951219,0.975,0.95,0.95,0.95,"[[38, 2, 0], [0, 39, 1], [0, 1, 19]]",early,3,2,97507,23.392008700000588,
0.95,0.9543012886666138,0.9629629629629629,0.9499999999999998,0.9996527777777778,0.9473684210526315,0.9,0.9411764705882353,1.0,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [0, 40, 0], [0, 1, 19]]",score,3,2,59302,0.08346110000275075,0.8250000000000001
0.67,0.7193153128112478,0.7143366546447419,0.725,0.77375,0.5897435897435898,0.575,0.5925925925925926,0.6,0.975609756097561,1.0,1.0,"[[23, 17, 0], [15, 24, 1], [0, 0, 20]]",logvar,3,2,3,0.019858200001181103,
0.94,0.9459984459984461,0.9531122031122031,0.9416666666666668,0.9940277777777778,0.935064935064935,0.9,0.9285714285714286,0.975,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [1, 39, 0], [0, 1, 19]]",shallow,3,2,21,0.013705299999855924,
0.96,0.9625929625929626,0.9696969696969697,0.9583333333333334,0.9995833333333333,0.961038961038961,0.925,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[37, 3, 0], [0, 40, 0], [0, 1, 19]]",raw1d,3,3,27075,34.78202449999662,
0.99,0.9876505094164866,0.9841269841269842,0.9916666666666667,0.9984027777777778,0.9873417721518988,0.975,1.0,1.0,0.975609756097561,1.0,1.0,"[[39, 0, 1], [0, 40, 0], [0, 0, 20]]",spec2d,3,3,32227,14.338632400002098,
0.96,0.9524972126598142,0.9678668215253582,0.9416666666666668,0.9986111111111112,0.9629629629629629,0.975,0.975609756097561,1.0,0.918918918918919,0.85,0.85,"[[39, 1, 0], [0, 40, 0], [2, 1, 17]]",raw1d_wide,3,3,99795,82.56973339999968,
0.97,0.974996093139553,0.9751928288513655,0.975,0.9975,0.9620253164556962,0.95,0.9629629629629629,0.975,1.0,1.0,1.0,"[[38, 2, 0], [1, 39, 0], [0, 0, 20]]",spec2d_wide,3,3,97775,16.898525199998403,
0.95,0.953934953934954,0.9606879606879607,0.9499999999999998,0.9980555555555556,0.9523809523809523,1.0,0.935064935064935,0.9,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [4, 36, 0], [0, 1, 19]]",late,3,3,98571,38.50520799999504,
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9991666666666666,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",gated,3,3,98698,49.668586899999355,
0.9,0.9121624332891938,0.9333333333333332,0.9083333333333332,0.9980555555555556,0.8732394366197183,0.775,0.8888888888888888,1.0,0.9743589743589743,0.95,0.95,"[[31, 9, 0], [0, 40, 0], [0, 1, 19]]",attention,3,3,98544,39.42319370000041,
0.95,0.9495343296512887,0.959349593495935,0.9416666666666665,0.9954166666666667,0.9629629629629629,0.975,0.9382716049382716,0.95,0.9473684210526315,0.9,0.9,"[[39, 1, 0], [2, 38, 0], [0, 2, 18]]",early,3,3,97507,21.585476299995207,
0.98,0.9792076838147299,0.9759969028261711,0.9833333333333334,0.9992361111111111,0.9743589743589743,0.95,0.9876543209876543,1.0,0.975609756097561,1.0,1.0,"[[38, 1, 1], [0, 40, 0], [0, 0, 20]]",score,3,3,59302,0.07207070000004023,0.17500000000000002
0.55,0.5976450503376767,0.5805256869772999,0.625,0.7254861111111112,0.5176470588235295,0.55,0.36619718309859156,0.325,0.9090909090909091,1.0,1.0,"[[22, 18, 0], [23, 13, 4], [0, 0, 20]]",logvar,3,3,3,0.02226910000172211,
0.95,0.9498906079074855,0.9499791536376901,0.9499999999999998,0.9972916666666666,0.9629629629629629,0.975,0.9367088607594937,0.925,0.95,0.95,0.95,"[[39, 1, 0], [2, 37, 1], [0, 1, 19]]",shallow,3,3,21,0.01625639999838313,
