acc,f1_macro,precision_macro,recall_macro,auc,log_loss,brier,f1_c0,recall_c0,f1_c1,recall_c1,recall_ictal,cm,sensitivity,specificity,false_alarms,fa_per_hour_subsampled,model,fold,test_subjects,n_test,n_test_ictal,params,sec,best_epoch,epochs_run,val_f1,blend_w
0.8387096774193549,0.78765959778618,0.7625584112149533,0.8508064516129032,0.9440686784599376,0.4739330068256486,0.2419837458848507,0.8917748917748918,0.8306451612903226,0.6835443037974683,0.8709677419354839,0.8709677419354839,"[[103, 21], [4, 27]]",0.8709677419354839,0.8306451612903226,21,0.3094555873925501,gated,8,chb09,155,31,102921,328.1,19,32,0.7202146446348952,
0.7741935483870968,0.7343941248470012,0.7288804945054945,0.8467741935483871,0.972684703433923,0.7452048385024577,0.3572547590109545,0.8372093023255814,0.7258064516129032,0.631578947368421,0.967741935483871,0.967741935483871,"[[90, 34], [1, 30]]",0.967741935483871,0.7258064516129032,34,0.5010233319688907,attention,8,chb09,155,31,102767,332.6,19,32,0.750713138746695,
0.8903225806451613,0.8447168365843597,0.8201086956521739,0.8830645161290323,0.9141519250780435,0.4943504867223984,0.1803033177420866,0.9288702928870292,0.8951612903225806,0.7605633802816901,0.8709677419354839,0.8709677419354839,"[[111, 13], [4, 27]]",0.8709677419354839,0.8951612903225806,13,0.1915677445763405,early,8,chb09,155,31,102547,243.4,21,34,0.6759237263171898,
0.7346938775510204,0.6974101730984819,0.7062289562289562,0.8188775510204082,0.9060807996668054,0.5428374339382362,0.3682766395276401,0.8036253776435045,0.6785714285714286,0.5911949685534591,0.9591836734693876,0.9591836734693876,"[[133, 63], [2, 47]]",0.9591836734693876,0.6785714285714286,63,1.2595101904814794,raw1d,9,chb10,245,49,28850,142.5,3,20,0.6581838694735005,
0.5836734693877551,0.540625,0.5800119968008531,0.625,0.7338608912952936,1.367473223076286,0.680613389595734,0.68125,0.5561224489795918,0.4,0.6938775510204082,0.6938775510204082,"[[109, 87], [15, 34]]",0.6938775510204082,0.5561224489795918,87,1.7393235963791858,spec2d,9,chb10,245,49,34546,68.7,10,23,0.6692285506720359,
0.8163265306122449,0.5391849529780565,0.8246164574616457,0.5484693877551021,0.6801332778009163,1.390785175335277,0.3365456188515499,0.896551724137931,0.9948979591836736,0.1818181818181818,0.1020408163265306,0.1020408163265306,"[[195, 1], [44, 5]]",0.1020408163265306,0.9948979591836736,1,0.0199922252457377,raw1d_wide,9,chb10,245,49,103712,804.3,27,40,0.7257658691621789,
0.6081632653061224,0.5722391968572675,0.6143333333333333,0.6785714285714286,0.7953456892961266,2.320885415694424,0.7010769276407425,0.6962025316455697,0.5612244897959183,0.4482758620689655,0.7959183673469388,0.7959183673469388,"[[110, 86], [10, 39]]",0.7959183673469388,0.5612244897959183,86,1.719331371133448,spec2d_wide,9,chb10,245,49,102236,178.7,21,34,0.6530849556014712,
0.6775510204081633,0.6190635517329607,0.6267241379310344,0.6913265306122449,0.8037276134943774,0.9832901793831538,0.5121919110097123,0.7683284457478006,0.6683673469387755,0.4697986577181208,0.7142857142857143,0.7142857142857143,"[[131, 65], [14, 35]]",0.7142857142857143,0.6683673469387755,65,1.2994946409729549,late,9,chb10,245,49,102768,522.2,17,30,0.7143095410717872,
0.8734693877551021,0.7942905121746431,0.8074966078697422,0.7831632653061225,0.8359017076218243,0.6018988777611874,0.2217551332217074,0.9219143576826196,0.9336734693877552,0.6666666666666666,0.6326530612244898,0.6326530612244898,"[[183, 13], [18, 31]]",0.6326530612244898,0.9336734693877552,13,0.259898928194591,gated,9,chb10,245,49,102921,618.4,16,29,0.7655444587628866,
0.7183673469387755,0.6405409428225137,0.6338096663175221,0.6862244897959184,0.7860266555601831,1.1604199464197928,0.4529981163440106,0.807799442896936,0.7397959183673469,0.4732824427480916,0.6326530612244898,0.6326530612244898,"[[145, 51], [18, 31]]",0.6326530612244898,0.7397959183673469,51,1.019603487532626,attention,9,chb10,245,49,102767,701.4,21,34,0.7828126274573783,
0.5959183673469388,0.5328839672604718,0.5565359033527895,0.5867346938775511,0.6435860058309038,1.7784107880901043,0.7220755801630656,0.7044776119402985,0.6020408163265306,0.3612903225806451,0.5714285714285714,0.5714285714285714,"[[118, 78], [21, 28]]",0.5714285714285714,0.6020408163265306,78,1.559393569167546,early,9,chb10,245,49,102547,419.9,16,29,0.6443355719475944,
0.9012048192771084,0.8305295763986414,0.8713274572649572,0.802710843373494,0.9095296850050804,0.278575316001163,0.1554694959555963,0.9399707174231332,0.966867469879518,0.7210884353741497,0.6385542168674698,0.6385542168674698,"[[321, 11], [30, 53]]",0.6385542168674698,0.966867469879518,11,0.3161929096135419,raw1d,10,chb11,415,83,28850,272.1,7,20,0.830052313374975,
0.8698795180722891,0.7332650923633593,0.8900375939849624,0.6882530120481928,0.8002249963710264,1.19100867840711,0.2463580228027143,0.9241573033707864,0.9909638554216867,0.5423728813559322,0.3855421686746988,0.3855421686746988,"[[329, 3], [51, 32]]",0.3855421686746988,0.9909638554216867,3,0.0862344298946023,spec2d,10,chb11,415,83,34546,311.6,35,48,0.636896804852606,
0.8867469879518072,0.8189102117743179,0.826808947728829,0.8117469879518072,0.8928726956016839,0.4082541698231233,0.182812483788783,0.929745889387145,0.9367469879518072,0.7080745341614907,0.6867469879518072,0.6867469879518072,"[[311, 21], [26, 57]]",0.6867469879518072,0.9367469879518072,21,0.6036410092622165,raw1d_wide,10,chb11,415,83,103712,1165.0,24,37,0.7982683982683982,
0.8843373493975903,0.7914048755968837,0.8563131313131314,0.7560240963855421,0.906590216286834,0.2803026610317313,0.1693324335087627,0.930635838150289,0.9698795180722892,0.6521739130434783,0.5421686746987951,0.5421686746987951,"[[322, 10], [38, 45]]",0.5421686746987951,0.9698795180722892,10,0.2874480996486745,spec2d_wide,10,chb11,415,83,102236,191.1,3,20,0.6665018909827113,
0.8771084337349397,0.7821387765185437,0.8347097459673525,0.7515060240963856,0.8936347800841922,0.5164595171718868,0.2007738919428258,0.9259796806966618,0.960843373493976,0.6382978723404256,0.5421686746987951,0.5421686746987951,"[[319, 13], [38, 45]]",0.5421686746987951,0.960843373493976,13,0.3736825295432768,late,10,chb11,415,83,102768,1236.5,46,59,0.8117963075602976,
0.8987951807228916,0.8131111682964488,0.9001562163326869,0.7695783132530121,0.929162432863986,0.4492750175494566,0.176468816861593,0.9396551724137931,0.9849397590361446,0.6865671641791045,0.5542168674698795,0.5542168674698795,"[[327, 5], [37, 46]]",0.5542168674698795,0.9849397590361446,5,0.1437240498243372,gated,10,chb11,415,83,102921,493.2,10,23,0.8210392507760704,
0.9301204819277108,0.8849701314217443,0.9083454810495628,0.8659638554216867,0.9236101030628538,0.242148483802586,0.1219204228127997,0.957037037037037,0.9728915662650602,0.8129032258064516,0.7590361445783133,0.7590361445783133,"[[323, 9], [20, 63]]",0.7590361445783133,0.9728915662650602,9,0.258703289683807,attention,10,chb11,415,83,102767,469.2,9,22,0.8393733125657445,
0.8746987951807229,0.814055283656166,0.800328947368421,0.8313253012048193,0.896864566700537,0.5877529737409501,0.2178074673562184,0.9202453987730062,0.9036144578313252,0.7078651685393258,0.7590361445783133,0.7590361445783133,"[[300, 32], [20, 63]]",0.7590361445783133,0.9036144578313252,32,0.9198339188757584,early,10,chb11,415,83,102547,638.0,28,41,0.7337828146208569,
0.8048780487804879,0.497494280422704,0.722155328115593,0.524390243902439,0.6072774142375571,0.9564555047782428,0.3535812822599689,0.8905109489051095,0.991869918699187,0.1044776119402985,0.056910569105691,0.056910569105691,"[[488, 4], [116, 7]]",0.056910569105691,0.991869918699187,4,0.193392425463336,raw1d,11,chb12,615,123,28850,317.4,10,23,0.8355397008794887,
0.7219512195121951,0.5974714940232182,0.5925806451612904,0.6067073170731707,0.679506246281975,0.6319580595672706,0.4023871654060326,0.8213166144200627,0.7987804878048781,0.3736263736263736,0.4146341463414634,0.4146341463414634,"[[393, 99], [72, 51]]",0.4146341463414634,0.7987804878048781,99,4.786462530217566,spec2d,11,chb12,615,123,34546,125.3,6,20,0.7227841162597999,
0.7951219512195122,0.4857859531772575,0.6025,0.5152439024390244,0.5649745521845462,1.2360359753512435,0.3779594891778008,0.8846153846153846,0.9817073170731708,0.0869565217391304,0.048780487804878,0.048780487804878,"[[483, 9], [117, 6]]",0.048780487804878,0.9817073170731708,9,0.435132957292506,raw1d_wide,11,chb12,615,123,103712,730.1,11,24,0.8477347010914971,
0.7837398373983739,0.5947231512448904,0.6305632289748312,0.584349593495935,0.7414402802564611,0.5008885815151151,0.3116613488214445,0.8714975845410629,0.9166666666666666,0.3179487179487179,0.2520325203252032,0.2520325203252032,"[[451, 41], [92, 31]]",0.2520325203252032,0.9166666666666666,41,1.982272360999194,spec2d_wide,11,chb12,615,123,102236,195.5,4,20,0.7345478048391912,
0.791869918699187,0.5140740740740741,0.6084656084656085,0.5284552845528455,0.6893714059091811,0.5133821292163497,0.3119179677263712,0.8814814814814815,0.967479674796748,0.1466666666666666,0.089430894308943,0.089430894308943,"[[476, 16], [112, 11]]",0.089430894308943,0.967479674796748,16,0.7735697018533441,late,11,chb12,615,123,102768,405.7,4,20,0.820614125932063,
0.8065040650406504,0.4916613993290222,0.7786243822075782,0.5223577235772358,0.7620464009518144,0.6966960131165759,0.3408540036245182,0.89171974522293,0.9959349593495936,0.0916030534351145,0.048780487804878,0.048780487804878,"[[490, 2], [117, 6]]",0.048780487804878,0.9959349593495936,2,0.096696212731668,gated,11,chb12,615,123,102921,412.0,5,20,0.8304258472136696,
0.8016260162601626,0.5617406542056075,0.6667913588328813,0.5589430894308943,0.6549011831581729,0.9066553767384294,0.3498729874044325,0.8859813084112149,0.9634146341463414,0.2375,0.1544715447154471,0.1544715447154471,"[[474, 18], [104, 19]]",0.1544715447154471,0.9634146341463414,18,0.8702659145850121,attention,11,chb12,615,123,102767,533.5,13,26,0.8297680897058184,
0.759349593495935,0.5903690369036904,0.6015901763324444,0.584349593495935,0.702409280190363,0.8527259183642107,0.390493755337962,0.8534653465346534,0.8760162601626016,0.3272727272727272,0.2926829268292683,0.2926829268292683,"[[431, 61], [87, 36]]",0.2926829268292683,0.8760162601626016,61,2.949234488315874,early,11,chb12,615,123,102547,358.2,11,24,0.7783808231569426,
0.8149253731343283,0.5290676582622891,0.8355836236933798,0.542910447761194,0.7908777010470037,1.492298445427046,0.3576580065291777,0.8959731543624161,0.996268656716418,0.1621621621621621,0.0895522388059701,0.0895522388059701,"[[267, 1], [61, 6]]",0.0895522388059701,0.996268656716418,1,0.0303030303030303,raw1d,12,chb13,335,67,28850,432.0,21,34,0.8169794144038192,
0.8388059701492537,0.6826315789473685,0.7756371663656432,0.6529850746268657,0.7882044998886167,0.5406369738843152,0.2514236200912503,0.9052631578947368,0.9626865671641792,0.46,0.3432835820895522,0.3432835820895522,"[[258, 10], [44, 23]]",0.3432835820895522,0.9626865671641792,10,0.303030303030303,spec2d,12,chb13,335,67,34546,142.7,8,21,0.6913956301733968,
0.7910447761194029,0.5136469221835075,0.6046875,0.5279850746268656,0.4210291824459791,1.2099495987616642,0.3919325236178324,0.8809523809523809,0.9664179104477612,0.1463414634146341,0.0895522388059701,0.0895522388059701,"[[259, 9], [61, 6]]",0.0895522388059701,0.9664179104477612,9,0.2727272727272727,raw1d_wide,12,chb13,335,67,103712,658.0,3,20,0.838095238095238,
0.8417910447761194,0.7514036487867715,0.752844429424355,0.75,0.762697705502339,0.4754396401665661,0.2694987106548575,0.9013035381750466,0.9029850746268656,0.6015037593984962,0.5970149253731343,0.5970149253731343,"[[242, 26], [27, 40]]",0.5970149253731343,0.9029850746268656,26,0.7878787878787878,spec2d_wide,12,chb13,335,67,102236,206.3,4,20,0.700778754694702,
0.817910447761194,0.5716741076107233,0.7683578104138852,0.5671641791044776,0.8107596346625082,1.3304033357598797,0.3372120563426955,0.8964346349745331,0.9850746268656716,0.2469135802469135,0.1492537313432835,0.1492537313432835,"[[264, 4], [57, 10]]",0.1492537313432835,0.9850746268656716,4,0.1212121212121212,late,12,chb13,335,67,102768,633.7,16,29,0.814820031078499,
0.8119402985074626,0.5270588235294118,0.7817278287461773,0.5410447761194029,0.5873802628647806,0.966034336427786,0.3531818717298876,0.8941176470588236,0.9925373134328358,0.16,0.0895522388059701,0.0895522388059701,"[[266, 2], [61, 6]]",0.0895522388059701,0.9925373134328358,2,0.0606060606060606,gated,12,chb13,335,67,102921,443.2,4,20,0.813838560715131,
0.826865671641791,0.5883474576271186,0.8361204013377926,0.5783582089552238,0.8553686789930943,0.9955276181528202,0.3093829987548879,0.9016949152542372,0.9925373134328358,0.275,0.1641791044776119,0.1641791044776119,"[[266, 2], [56, 11]]",0.1641791044776119,0.9925373134328358,2,0.0606060606060606,attention,12,chb13,335,67,102767,652.3,17,30,0.8157452348450376,
0.8059701492537313,0.5120448179271709,0.7176987767584098,0.5317164179104478,0.5375918912898197,1.3521128360473644,0.3731569170386498,0.8907563025210085,0.9888059701492538,0.1333333333333333,0.0746268656716417,0.0746268656716417,"[[265, 3], [62, 5]]",0.0746268656716417,0.9888059701492538,3,0.0909090909090909,early,12,chb13,335,67,102547,348.4,9,22,0.7012021604042047,
0.8,0.4444444444444444,0.4,0.5,0.3381076388888889,1.7224163185806731,0.3986851747089477,0.8888888888888888,1.0,0.0,0.0,0.0,"[[96, 0], [24, 0]]",0.0,1.0,0,0.0,raw1d,13,chb14,120,24,28850,307.9,8,21,0.7185402193768926,
0.7666666666666667,0.4339622641509434,0.396551724137931,0.4791666666666667,0.4053819444444444,1.953818427647105,0.4409447076302379,0.8679245283018868,0.9583333333333334,0.0,0.0,0.0,"[[92, 4], [24, 0]]",0.0,0.9583333333333334,4,0.1538461538461538,spec2d,13,chb14,120,24,34546,220.3,18,31,0.7411428139969966,
0.7833333333333333,0.5047619047619047,0.5701754385964912,0.5208333333333334,0.5920138888888888,1.0606560918690733,0.3790347317331414,0.8761904761904762,0.9583333333333334,0.1333333333333333,0.0833333333333333,0.0833333333333333,"[[92, 4], [22, 2]]",0.0833333333333333,0.9583333333333334,4,0.1538461538461538,raw1d_wide,13,chb14,120,24,103712,879.3,14,27,0.6683543538877235,
0.7833333333333333,0.4392523364485981,0.3983050847457627,0.4895833333333333,0.38671875,2.587442571986823,0.4147553446289221,0.8785046728971962,0.9791666666666666,0.0,0.0,0.0,"[[94, 2], [24, 0]]",0.0,0.9791666666666666,2,0.0769230769230769,spec2d_wide,13,chb14,120,24,102236,440.4,30,43,0.7274376015587096,
0.7416666666666667,0.4258373205741627,0.3938053097345133,0.4635416666666667,0.2756076388888888,1.9361571224971603,0.4785060284832081,0.8516746411483254,0.9270833333333334,0.0,0.0,0.0,"[[89, 7], [24, 0]]",0.0,0.9270833333333334,7,0.2692307692307692,late,13,chb14,120,24,102768,651.2,19,32,0.7516973268332872,
0.8,0.4444444444444444,0.4,0.5,0.5750868055555556,0.8172006064780509,0.3741576011566747,0.8888888888888888,1.0,0.0,0.0,0.0,"[[96, 0], [24, 0]]",0.0,1.0,0,0.0,gated,13,chb14,120,24,102921,452.0,1,20,0.7613018302828619,
0.8,0.4444444444444444,0.4,0.5,0.3927951388888888,1.1440544520065885,0.3943516246590925,0.8888888888888888,1.0,0.0,0.0,0.0,"[[96, 0], [24, 0]]",0.0,1.0,0,0.0,attention,13,chb14,120,24,102767,489.1,9,22,0.7363507500903005,
0.75,0.4285714285714285,0.3947368421052631,0.46875,0.3550347222222221,3.0778355281713305,0.4764974260063297,0.8571428571428571,0.9375,0.0,0.0,0.0,"[[90, 6], [24, 0]]",0.0,0.9375,6,0.2307692307692307,early,13,chb14,120,24,102547,575.7,25,38,0.6830435178748591,
0.874766355140187,0.8083155080213904,0.8023581344629451,0.8148364485981309,0.9055103065769936,0.3031805792618389,0.1856466889214807,0.9211764705882352,0.9147196261682244,0.6954545454545454,0.7149532710280374,0.7149532710280374,"[[783, 73], [61, 153]]",0.7149532710280374,0.9147196261682244,73,1.8247465629773645,raw1d,14,chb15,1070,214,28850,273.5,2,20,0.704334121355398,
0.7925233644859813,0.6711794019933555,0.6737403362099964,0.6688084112149533,0.6892796314088567,0.9559641004176036,0.3526880471764253,0.8709302325581395,0.875,0.4714285714285714,0.4626168224299065,0.4626168224299065,"[[749, 107], [115, 99]]",0.4626168224299065,0.875,107,2.674628523816137,spec2d,14,chb15,1070,214,34546,155.6,14,27,0.7003900452176315,
0.6523364485981309,0.6222439868804664,0.663196485041838,0.7546728971962617,0.8919337933443969,0.9110142224620832,0.5198391182504941,0.7288629737609329,0.5841121495327103,0.515625,0.9252336448598132,0.9252336448598132,"[[500, 356], [16, 198]]",0.9252336448598132,0.5841121495327103,356,8.898764060547148,raw1d_wide,14,chb15,1070,214,103712,679.3,10,23,0.7108421885181072,
0.7794392523364486,0.675283927248786,0.6670243902439025,0.6869158878504673,0.7539250152851777,0.5851455488986764,0.3310889626070112,0.8591885441527446,0.8411214953271028,0.4913793103448275,0.5327102803738317,0.5327102803738317,"[[720, 136], [100, 114]]",0.5327102803738317,0.8411214953271028,136,3.3995278433550897,spec2d_wide,14,chb15,1070,214,102236,212.2,10,23,0.7156909238323976,
0.4560747663551401,0.4538690632794165,0.6261565323829067,0.6530373831775701,0.8776639881212333,2.2862930867035245,0.9599256309082448,0.4885764499121265,0.3247663551401869,0.4191616766467065,0.9813084112149532,0.9813084112149532,"[[278, 578], [4, 210]]",0.9813084112149532,0.3247663551401869,578,14.447993334259133,late,14,chb15,1070,214,102768,499.3,13,26,0.7534656206737425,
0.7981308411214953,0.7277623079423863,0.7094792300926865,0.7704439252336448,0.8609813084112151,0.4857904838533331,0.2935987975998643,0.8661710037174721,0.8165887850467289,0.5893536121673004,0.7242990654205608,0.7242990654205608,"[[699, 157], [59, 155]]",0.7242990654205608,0.8165887850467289,157,3.924454936814332,gated,14,chb15,1070,214,102921,446.7,10,23,0.7255505350441751,
0.8850467289719626,0.8266599408107115,0.8162695884826092,0.8387850467289719,0.9308946196174338,0.2746515768259802,0.1658859216107087,0.9272619751626257,0.9158878504672896,0.7260579064587973,0.7616822429906542,0.7616822429906542,"[[784, 72], [51, 163]]",0.7616822429906542,0.9158878504672896,72,1.7997500347174005,attention,14,chb15,1070,214,102767,385.5,5,20,0.732879774092609,
0.8317757009345794,0.7189207490776631,0.7372146923968358,0.705607476635514,0.7924709581622849,0.4243202705669439,0.257257888573644,0.897025171624714,0.9158878504672896,0.5408163265306123,0.4953271028037383,0.4953271028037383,"[[784, 72], [108, 106]]",0.4953271028037383,0.9158878504672896,72,1.7997500347174005,early,14,chb15,1070,214,102547,119.6,2,20,0.6813659437009691,
0.8,0.5060483870967742,0.6544117647058824,0.5267857142857143,0.5612244897959184,0.803405968551176,0.3709887177814552,0.8870967741935484,0.9821428571428572,0.125,0.0714285714285714,0.0714285714285714,"[[55, 1], [13, 1]]",0.0714285714285714,0.9821428571428572,1,0.0526315789473684,raw1d,15,chb16,70,14,28850,253.7,5,20,0.6698260149130074,
0.8,0.6693657219973009,0.6810344827586207,0.6607142857142857,0.6760204081632653,0.5204171431138742,0.306067181336269,0.8771929824561403,0.8928571428571429,0.4615384615384615,0.4285714285714285,0.4285714285714285,"[[50, 6], [8, 6]]",0.4285714285714285,0.8928571428571429,6,0.3157894736842105,spec2d,15,chb16,70,14,34546,143.6,4,20,0.7116736990154711,
0.7857142857142857,0.5432796868203567,0.6076923076923078,0.5446428571428571,0.6173469387755102,1.7418056268342934,0.4194953846000229,0.8760330578512396,0.9464285714285714,0.2105263157894736,0.1428571428571428,0.1428571428571428,"[[53, 3], [12, 2]]",0.1428571428571428,0.9464285714285714,3,0.1578947368421052,raw1d_wide,15,chb16,70,14,103712,1256.4,23,36,0.7616841535701354,
0.8285714285714286,0.6174863387978142,0.7916666666666667,0.5982142857142857,0.8494897959183674,0.8449117485012193,0.3298227624440199,0.9016393442622952,0.9821428571428572,0.3333333333333333,0.2142857142857142,0.2142857142857142,"[[55, 1], [11, 3]]",0.2142857142857142,0.9821428571428572,1,0.0526315789473684,spec2d_wide,15,chb16,70,14,102236,272.8,12,25,0.7032120901639345,
0.8,0.5060483870967742,0.6544117647058824,0.5267857142857143,0.7857142857142857,1.7028691206678372,0.3851450754699316,0.8870967741935484,0.9821428571428572,0.125,0.0714285714285714,0.0714285714285714,"[[55, 1], [13, 1]]",0.0714285714285714,0.9821428571428572,1,0.0526315789473684,late,15,chb16,70,14,102768,767.1,22,35,0.75253714793509,
0.7857142857142857,0.44,0.3985507246376811,0.4910714285714285,0.6428571428571428,0.8192108157703781,0.3795845865254867,0.88,0.9821428571428572,0.0,0.0,0.0,"[[55, 1], [14, 0]]",0.0,0.9821428571428572,1,0.0526315789473684,gated,15,chb16,70,14,102921,495.5,6,20,0.672,
0.8,0.4444444444444444,0.4,0.5,0.788265306122449,1.861415453165873,0.3946606555451598,0.8888888888888888,1.0,0.0,0.0,0.0,"[[56, 0], [14, 0]]",0.0,1.0,0,0.0,attention,15,chb16,70,14,102767,540.4,9,22,0.76889416154944,
0.7571428571428571,0.4308943089430894,0.3955223880597014,0.4732142857142857,0.7780612244897959,1.585255918250707,0.4464212755850336,0.8617886178861789,0.9464285714285714,0.0,0.0,0.0,"[[53, 3], [14, 0]]",0.0,0.9464285714285714,3,0.1578947368421052,early,15,chb16,70,14,102547,544.3,19,32,0.6814466863575437,
0.7125,0.6491228070175439,0.6466666666666667,0.71484375,0.72509765625,1.1298373770109245,0.4878668050407269,0.7982456140350878,0.7109375,0.5,0.71875,0.71875,"[[91, 37], [9, 23]]",0.71875,0.7109375,37,1.7614387728114256,raw1d,16,chb17,160,32,28850,572.0,22,35,0.7191307288050848,
0.675,0.58656330749354,0.5866526904262753,0.62109375,0.69091796875,1.3579020421941317,0.5433944963914856,0.7777777777777778,0.7109375,0.3953488372093023,0.53125,0.53125,"[[91, 37], [15, 17]]",0.53125,0.7109375,37,1.7614387728114256,spec2d,16,chb17,160,32,34546,254.5,20,33,0.6978114478114479,
0.75625,0.7005614472863382,0.6906360127538177,0.77734375,0.855712890625,0.7032220607034704,0.3750738303921957,0.8296943231441049,0.7421875,0.5714285714285714,0.8125,0.8125,"[[95, 33], [6, 26]]",0.8125,0.7421875,33,1.5710129595345146,raw1d_wide,16,chb17,160,32,103712,861.8,14,27,0.7252372252266928,
0.75,0.5259259259259259,0.5438184663536776,0.52734375,0.564208984375,1.7763154076127978,0.433185149434547,0.8518518518518519,0.8984375,0.2,0.15625,0.15625,"[[115, 13], [27, 5]]",0.15625,0.8984375,13,0.6188838931499603,spec2d_wide,16,chb17,160,32,102236,218.5,28,41,0.7179221434556664,
0.575,0.5435475750964927,0.598051539912005,0.65234375,0.7393798828125,2.602830208739462,0.7795653505722637,0.6633663366336634,0.5234375,0.423728813559322,0.78125,0.78125,"[[67, 61], [7, 25]]",0.78125,0.5234375,61,2.9039936524728907,late,16,chb17,160,32,102768,405.1,30,43,0.7140056987657615,
0.66875,0.616619196166192,0.629956999522217,0.69921875,0.756591796875,0.9126415080338234,0.5270324311597577,0.7579908675799086,0.6484375,0.4752475247524752,0.75,0.75,"[[83, 45], [8, 24]]",0.75,0.6484375,45,2.142290399365247,gated,16,chb17,160,32,102921,190.7,6,20,0.7134678741716349,
0.7875,0.7118033481669845,0.6952707856598017,0.75,0.84619140625,0.8942373964537664,0.3170706097993589,0.859504132231405,0.8125,0.5641025641025641,0.6875,0.6875,"[[104, 24], [10, 22]]",0.6875,0.8125,24,1.142554879661465,attention,16,chb17,160,32,102767,316.5,21,34,0.7323188443383992,
0.63125,0.5858014128384011,0.6129411764705882,0.67578125,0.777099609375,1.2859007542675862,0.5990568597913599,0.7230046948356808,0.6015625,0.4485981308411215,0.75,0.75,"[[77, 51], [8, 24]]",0.75,0.6015625,51,2.4279291192806136,early,16,chb17,160,32,102547,189.0,17,30,0.6396118552607517,
0.9105263157894736,0.8382654849531821,0.9145454545454546,0.7960526315789473,0.8840027700831025,0.4082286434086421,0.1491606090265919,0.946372239747634,0.986842105263158,0.7301587301587301,0.6052631578947368,0.6052631578947368,"[[150, 2], [15, 23]]",0.6052631578947368,0.986842105263158,2,0.0561272217025257,raw1d,17,chb18,190,38,28850,210.8,19,32,0.6981523727498559,
0.8052631578947368,0.5148712994272306,0.7054054054054054,0.5328947368421052,0.7744113573407202,1.92022805057441,0.3660659991565521,0.8902077151335311,0.986842105263158,0.1395348837209302,0.0789473684210526,0.0789473684210526,"[[150, 2], [35, 3]]",0.0789473684210526,0.986842105263158,2,0.0561272217025257,spec2d,17,chb18,190,38,34546,153.5,44,57,0.7508286781531834,
0.8842105263157894,0.769620811287478,0.9111757105943152,0.7203947368421053,0.8450484764542936,0.7940273488178623,0.2251912456252795,0.9320987654320988,0.993421052631579,0.6071428571428571,0.4473684210526316,0.4473684210526316,"[[151, 1], [21, 17]]",0.4473684210526316,0.993421052631579,1,0.0280636108512628,raw1d_wide,17,chb18,190,38,103712,575.8,20,33,0.7528783191063729,
0.8210526315789474,0.5630411255411255,0.8269927536231885,0.5625,0.7553670360110802,0.7948304101925675,0.3009880754369385,0.8988095238095238,0.993421052631579,0.2272727272727272,0.131578947368421,0.131578947368421,"[[151, 1], [33, 5]]",0.131578947368421,0.993421052631579,1,0.0280636108512628,spec2d_wide,17,chb18,190,38,102236,94.3,6,20,0.6883437883048525,
0.8421052631578947,0.6545454545454545,0.8380149812734082,0.625,0.797264542936288,1.007891024313729,0.2662196718209426,0.9090909090909092,0.986842105263158,0.4,0.2631578947368421,0.2631578947368421,"[[150, 2], [28, 10]]",0.2631578947368421,0.986842105263158,2,0.0561272217025257,late,17,chb18,190,38,102768,453.4,20,33,0.7187743699246745,
0.9157894736842104,0.8458105092310814,0.9339859437751004,0.799342105263158,0.9002770083102494,0.4193556530754802,0.1439098205828551,0.949685534591195,0.993421052631579,0.7419354838709677,0.6052631578947368,0.6052631578947368,"[[151, 1], [15, 23]]",0.6052631578947368,0.993421052631579,1,0.0280636108512628,gated,17,chb18,190,38,102921,409.1,24,37,0.754207896051974,
0.8263157894736842,0.6134163635242617,0.7798374809547994,0.5953947368421053,0.7806440443213295,0.9270596992543256,0.2976840003697698,0.9003021148036254,0.9802631578947368,0.3265306122448979,0.2105263157894736,0.2105263157894736,"[[149, 3], [30, 8]]",0.2105263157894736,0.9802631578947368,3,0.0841908325537885,attention,17,chb18,190,38,102767,246.7,10,23,0.7735769341571607,
0.8947368421052632,0.8286435786435786,0.8438914027149321,0.8157894736842105,0.8298130193905817,0.7126414058323254,0.1928905393083367,0.935064935064935,0.9473684210526316,0.7222222222222222,0.6842105263157895,0.6842105263157895,"[[144, 8], [12, 26]]",0.6842105263157895,0.9473684210526316,8,0.2245088868101029,early,17,chb18,190,38,102547,327.1,17,30,0.6720822510822511,
0.8074074074074075,0.4819952774498229,0.9029850746268656,0.5185185185185185,0.808641975308642,1.4740242501101115,0.3665581404534647,0.8925619834710744,1.0,0.0714285714285714,0.037037037037037,0.037037037037037,"[[108, 0], [26, 1]]",0.037037037037037,1.0,0,0.0,raw1d,18,chb19,135,27,28850,372.0,15,28,0.7339455913997168,
0.8666666666666667,0.7115384615384616,0.9285714285714286,0.6666666666666666,0.852880658436214,0.4541041083546808,0.209425896107552,0.9230769230769232,1.0,0.5,0.3333333333333333,0.3333333333333333,"[[108, 0], [18, 9]]",0.3333333333333333,1.0,0,0.0,spec2d,18,chb19,135,27,34546,117.0,5,20,0.7188219936133389,
0.8,0.4444444444444444,0.4,0.5,0.8106995884773663,1.850483384716498,0.3834503787332104,0.8888888888888888,1.0,0.0,0.0,0.0,"[[108, 0], [27, 0]]",0.0,1.0,0,0.0,raw1d_wide,18,chb19,135,27,103712,1022.2,20,33,0.7000547251461143,
