acc,f1_macro,precision_macro,recall_macro,auc,log_loss,brier,f1_c0,recall_c0,f1_c1,recall_c1,recall_ictal,cm,sensitivity,specificity,false_alarms,fa_per_hour_subsampled,model,fold,test_subjects,n_test,n_test_ictal,params,sec,best_epoch,epochs_run,val_f1,blend_w
0.8814814814814815,0.7744360902255639,0.875,0.7314814814814815,0.8916323731138545,0.3060983624835222,0.1692010423324857,0.9298245614035088,0.9814814814814816,0.6190476190476191,0.4814814814814814,0.4814814814814814,"[[106, 2], [14, 13]]",0.4814814814814814,0.9814814814814816,2,0.0668275478002598,spec2d_wide,18,chb19,135,27,102236,183.8,1,20,0.6864399835277453,
0.8222222222222222,0.55,0.9090909090909092,0.5555555555555556,0.926954732510288,1.7235442155001957,0.3429050238500924,0.9,1.0,0.2,0.1111111111111111,0.1111111111111111,"[[108, 0], [24, 3]]",0.1111111111111111,1.0,0,0.0,late,18,chb19,135,27,102768,678.0,24,37,0.7557653703985713,
0.8148148148148148,0.5170982973243669,0.9060150375939848,0.537037037037037,0.9303840877914952,0.5318937657396526,0.28648354778988,0.8962655601659751,1.0,0.1379310344827586,0.074074074074074,0.074074074074074,"[[108, 0], [25, 2]]",0.074074074074074,1.0,0,0.0,gated,18,chb19,135,27,102921,373.1,4,20,0.7391025880927998,
0.8148148148148148,0.5170982973243669,0.9060150375939848,0.537037037037037,0.8912894375857339,0.9679759661653892,0.3401585898877864,0.8962655601659751,1.0,0.1379310344827586,0.074074074074074,0.074074074074074,"[[108, 0], [25, 2]]",0.074074074074074,1.0,0,0.0,attention,18,chb19,135,27,102767,360.8,7,20,0.76644680706533,
0.837037037037037,0.610031512605042,0.9153846153846156,0.5925925925925926,0.8710562414266119,1.0952448642330088,0.3079278948531028,0.907563025210084,1.0,0.3125,0.1851851851851851,0.1851851851851851,"[[108, 0], [22, 5]]",0.1851851851851851,1.0,0,0.0,early,18,chb19,135,27,102547,341.2,11,24,0.7456397501468853,
0.8611111111111112,0.7532759471462251,0.8019354838709678,0.7256944444444444,0.7775848765432098,0.5229532157921077,0.2388368359375278,0.9163879598662208,0.9513888888888888,0.5901639344262295,0.5,0.5,"[[137, 7], [18, 18]]",0.5,0.9513888888888888,7,0.2536997885835095,raw1d,19,chb20,180,36,28850,290.6,10,23,0.7322960319842302,
0.8111111111111111,0.5598388952819332,0.7223837209302326,0.5590277777777778,0.7746913580246914,1.5861809731068857,0.3537077331514274,0.8924050632911392,0.9791666666666666,0.2272727272727272,0.1388888888888889,0.1388888888888889,"[[141, 3], [31, 5]]",0.1388888888888889,0.9791666666666666,3,0.108728480821504,spec2d,19,chb20,180,36,34546,163.9,15,28,0.7151205299288992,
0.8611111111111112,0.7317436661698957,0.8295194508009154,0.6944444444444444,0.753858024691358,0.8914402184595249,0.2572063189853839,0.918032786885246,0.9722222222222222,0.5454545454545454,0.4166666666666667,0.4166666666666667,"[[140, 4], [21, 15]]",0.4166666666666667,0.9722222222222222,4,0.1449713077620054,raw1d_wide,19,chb20,180,36,103712,1003.0,19,32,0.7375275809073565,
0.8111111111111111,0.5417789757412399,0.7413793103448276,0.5486111111111112,0.7833719135802469,0.7693764903962766,0.3299536745118809,0.8930817610062893,0.9861111111111112,0.1904761904761904,0.1111111111111111,0.1111111111111111,"[[142, 2], [32, 4]]",0.1111111111111111,0.9861111111111112,2,0.0724856538810027,spec2d_wide,19,chb20,180,36,102236,190.9,6,20,0.6738374415772577,
0.8555555555555555,0.6875,0.8839285714285714,0.6493055555555556,0.8250385802469136,0.6264293001533291,0.2438596714683787,0.9166666666666666,0.9930555555555556,0.4583333333333333,0.3055555555555556,0.3055555555555556,"[[143, 1], [25, 11]]",0.3055555555555556,0.9930555555555556,1,0.0362428269405013,late,19,chb20,180,36,102768,350.1,7,20,0.7703715402534844,
0.8555555555555555,0.74,0.7932692307692308,0.7118055555555556,0.7822145061728394,0.7512198702083767,0.2395046715851768,0.9133333333333332,0.9513888888888888,0.5666666666666667,0.4722222222222222,0.4722222222222222,"[[137, 7], [19, 17]]",0.4722222222222222,0.9513888888888888,7,0.2536997885835095,gated,19,chb20,180,36,102921,615.3,18,31,0.8011763906849623,
0.8222222222222222,0.6514161220043573,0.7283950617283951,0.6284722222222222,0.5933641975308641,1.410581088505859,0.3378687087451829,0.8954248366013072,0.9513888888888888,0.4074074074074074,0.3055555555555556,0.3055555555555556,"[[137, 7], [25, 11]]",0.3055555555555556,0.9513888888888888,7,0.2536997885835095,attention,19,chb20,180,36,102767,519.4,14,27,0.749860646599777,
0.8555555555555555,0.6980645161290322,0.8562822719449226,0.6597222222222222,0.8202160493827161,1.1121541485693665,0.2609741314047767,0.9161290322580644,0.9861111111111112,0.48,0.3333333333333333,0.3333333333333333,"[[142, 2], [24, 12]]",0.3333333333333333,0.9861111111111112,2,0.0724856538810027,early,19,chb20,180,36,102547,543.3,26,39,0.6975344236141278,
0.8333333333333334,0.5956873315363882,0.9137931034482758,0.5833333333333334,0.8559027777777777,0.9088355763075124,0.3110410133431314,0.9056603773584906,1.0,0.2857142857142857,0.1666666666666666,0.1666666666666666,"[[96, 0], [20, 4]]",0.1666666666666666,1.0,0,0.0,raw1d,20,chb21,120,24,28850,637.7,32,45,0.7558374494836102,
0.7916666666666666,0.4418604651162791,0.3991596638655462,0.4947916666666667,0.6540798611111112,2.5477397516614806,0.4091800012145955,0.8837209302325582,0.9895833333333334,0.0,0.0,0.0,"[[95, 1], [24, 0]]",0.0,0.9895833333333334,1,0.0304620071078016,spec2d,20,chb21,120,24,34546,251.5,25,38,0.7191132898749623,
0.8,0.4444444444444444,0.4,0.5,0.8767361111111112,1.5062612656300256,0.400087262076404,0.8888888888888888,1.0,0.0,0.0,0.0,"[[96, 0], [24, 0]]",0.0,1.0,0,0.0,raw1d_wide,20,chb21,120,24,103712,1205.7,23,36,0.76789094071308,
0.775,0.4366197183098591,0.3974358974358974,0.484375,0.6844618055555556,1.831582192963215,0.4287709491171541,0.8732394366197183,0.96875,0.0,0.0,0.0,"[[93, 3], [24, 0]]",0.0,0.96875,3,0.0913860213234049,spec2d_wide,20,chb21,120,24,102236,358.3,22,35,0.7238836159645767,
0.8,0.4444444444444444,0.4,0.5,0.6918402777777778,2.1600864298459954,0.3985702048502309,0.8888888888888888,1.0,0.0,0.0,0.0,"[[96, 0], [24, 0]]",0.0,1.0,0,0.0,late,20,chb21,120,24,102768,702.8,22,35,0.7723567038755801,
0.8,0.4444444444444444,0.4,0.5,0.7265625,2.0260063874490988,0.3999554143503492,0.8888888888888888,1.0,0.0,0.0,0.0,"[[96, 0], [24, 0]]",0.0,1.0,0,0.0,gated,20,chb21,120,24,102921,593.6,16,29,0.7324566275054514,
0.7833333333333333,0.4392523364485981,0.3983050847457627,0.4895833333333333,0.700954861111111,1.278593310363434,0.394776237668161,0.8785046728971962,0.9791666666666666,0.0,0.0,0.0,"[[94, 2], [24, 0]]",0.0,0.9791666666666666,2,0.0609240142156033,attention,20,chb21,120,24,102767,474.2,8,21,0.7756886775399077,
0.8,0.4823867721063982,0.652542372881356,0.515625,0.6749131944444444,0.76547957448128,0.3661490461206497,0.8878504672897196,0.9895833333333334,0.0769230769230769,0.0416666666666666,0.0416666666666666,"[[95, 1], [23, 1]]",0.0416666666666666,0.9895833333333334,1,0.0304620071078016,early,20,chb21,120,24,102547,330.0,6,20,0.6738289776747407,
0.85,0.6571428571428571,0.9210526315789472,0.625,0.9292534722222222,0.8696553515397086,0.2952350568934807,0.9142857142857144,1.0,0.4,0.25,0.25,"[[96, 0], [18, 6]]",0.25,1.0,0,0.0,raw1d,21,chb22,120,24,28850,586.4,24,37,0.7669760697953973,
0.925,0.8622273249138921,0.9571428571428572,0.8125,0.9761284722222222,0.1991311289502151,0.1135852895750444,0.9552238805970148,1.0,0.7692307692307693,0.625,0.625,"[[96, 0], [9, 15]]",0.625,1.0,0,0.0,spec2d,21,chb22,120,24,34546,147.3,5,20,0.6710626518275804,
0.925,0.8622273249138921,0.9571428571428572,0.8125,0.9652777777777778,0.3059523879331973,0.1265435723886342,0.9552238805970148,1.0,0.7692307692307693,0.625,0.625,"[[96, 0], [9, 15]]",0.625,1.0,0,0.0,raw1d_wide,21,chb22,120,24,103712,1096.3,18,31,0.7438447468649796,
0.925,0.8676308371123913,0.931753283837807,0.828125,0.9561631944444444,0.270179159758746,0.1094018732442052,0.9547738693467336,0.9895833333333334,0.7804878048780488,0.6666666666666666,0.6666666666666666,"[[95, 1], [8, 16]]",0.6666666666666666,0.9895833333333334,1,0.0322551742675387,spec2d_wide,21,chb22,120,24,102236,225.9,8,21,0.6950744558991981,
0.9333333333333332,0.88,0.9615384615384616,0.8333333333333333,0.9765625,0.3104561734397723,0.1274785217903421,0.96,1.0,0.8,0.6666666666666666,0.6666666666666666,"[[96, 0], [8, 16]]",0.6666666666666666,1.0,0,0.0,late,21,chb22,120,24,102768,455.8,6,20,0.7438388882857453,
0.95,0.9134199134199136,0.9705882352941176,0.875,0.9947916666666666,0.2479594942306317,0.0859627465206738,0.9696969696969696,1.0,0.8571428571428571,0.75,0.75,"[[96, 0], [6, 18]]",0.75,1.0,0,0.0,gated,21,chb22,120,24,102921,795.0,20,33,0.8108496802086683,
0.8916666666666667,0.7825783972125435,0.9403669724770642,0.7291666666666666,0.9895833333333334,0.2826620167416255,0.1659677198613731,0.9365853658536586,1.0,0.6285714285714286,0.4583333333333333,0.4583333333333333,"[[96, 0], [13, 11]]",0.4583333333333333,1.0,0,0.0,attention,21,chb22,120,24,102767,474.9,7,20,0.7431261447646669,
0.9083333333333332,0.8242577552922381,0.9485981308411215,0.7708333333333333,0.9778645833333334,0.4980040258143657,0.1588112409359653,0.9458128078817734,1.0,0.7027027027027027,0.5416666666666666,0.5416666666666666,"[[96, 0], [11, 13]]",0.5416666666666666,1.0,0,0.0,early,21,chb22,120,24,102547,603.6,22,35,0.7209728469098784,
0.9061224489795918,0.8363108206245461,0.8874933545986178,0.8035714285714286,0.9564764681382758,0.2758279626693541,0.1467129153586696,0.94320987654321,0.9744897959183674,0.7294117647058823,0.6326530612244898,0.6326530612244898,"[[191, 5], [18, 31]]",0.6326530612244898,0.9744897959183674,5,0.1883239171374764,raw1d,22,chb23,245,49,28850,856.8,42,55,0.7218259857226927,
0.9183673469387756,0.8724489795918368,0.8724489795918368,0.8724489795918368,0.9634527280299876,0.2558694476614553,0.1412025770077629,0.9489795918367347,0.9489795918367347,0.7959183673469388,0.7959183673469388,0.7959183673469388,"[[186, 10], [10, 39]]",0.7959183673469388,0.9489795918367347,10,0.3766478342749529,spec2d,22,chb23,245,49,34546,144.6,1,20,0.6612761418832245,
0.9387755102040816,0.9050608385646748,0.902051282051282,0.9081632653061223,0.98219491878384,0.1552111421195978,0.0890748310404963,0.9616368286445012,0.9591836734693876,0.8484848484848485,0.8571428571428571,0.8571428571428571,"[[188, 8], [7, 42]]",0.8571428571428571,0.9591836734693876,8,0.3013182674199623,raw1d_wide,22,chb23,245,49,103712,786.0,9,22,0.7247224248551095,
0.8938775510204081,0.8096006695361071,0.8747141223556318,0.7729591836734694,0.9543940024989588,0.3326382263245818,0.168530812617467,0.9362745098039216,0.9744897959183674,0.6829268292682927,0.5714285714285714,0.5714285714285714,"[[191, 5], [21, 28]]",0.5714285714285714,0.9744897959183674,5,0.1883239171374764,spec2d_wide,22,chb23,245,49,102236,269.2,11,24,0.6598993390477123,
0.9551020408163264,0.9257759784075572,0.9540229885057472,0.903061224489796,0.9906289046230736,0.1170414550554978,0.0703002834918111,0.9724310776942356,0.9897959183673468,0.8791208791208791,0.8163265306122449,0.8163265306122449,"[[194, 2], [9, 40]]",0.8163265306122449,0.9897959183673468,2,0.0753295668549905,late,22,chb23,245,49,102768,495.9,8,21,0.742351877469146,
0.9428571428571428,0.9078551472168492,0.9219444444444445,0.8954081632653061,0.9830279050395668,0.1579725098694756,0.0888603117699587,0.9646464646464646,0.9744897959183674,0.851063829787234,0.8163265306122449,0.8163265306122449,"[[191, 5], [9, 40]]",0.8163265306122449,0.9744897959183674,5,0.1883239171374764,gated,22,chb23,245,49,102921,672.8,15,28,0.7585149972790421,
0.946938775510204,0.9189340527883124,0.9101235552012754,0.9285714285714286,0.9826114119117034,0.1454008024483798,0.0782194567592423,0.9665809768637532,0.9591836734693876,0.8712871287128713,0.8979591836734694,0.8979591836734694,"[[188, 8], [5, 44]]",0.8979591836734694,0.9591836734693876,8,0.3013182674199623,attention,22,chb23,245,49,102767,619.3,13,26,0.7828706170420654,
0.8857142857142857,0.7865322379885487,0.8754789272030651,0.7448979591836735,0.9417950853810912,0.5765265694314717,0.1978248634717943,0.9320388349514565,0.979591836734694,0.6410256410256411,0.5102040816326531,0.5102040816326531,"[[192, 4], [24, 25]]",0.5102040816326531,0.979591836734694,4,0.1506591337099811,early,22,chb23,245,49,102547,573.7,20,33,0.7111864406779661,
0.9046153846153846,0.8316034030319744,0.8899797413121396,0.7961538461538462,0.8751479289940829,0.3346696757307477,0.1646691542832361,0.9424860853432282,0.9769230769230768,0.7207207207207207,0.6153846153846154,0.6153846153846154,"[[254, 6], [25, 40]]",0.6153846153846154,0.9769230769230768,6,0.2817636316201409,raw1d,23,chb24,325,65,28850,499.5,18,31,0.8174275347614939,
0.9046153846153846,0.8183015022813757,0.9342079969242598,0.7673076923076922,0.8907692307692309,0.81951568486966,0.1768791289583275,0.9435336976320584,0.9961538461538462,0.693069306930693,0.5384615384615384,0.5384615384615384,"[[259, 1], [30, 35]]",0.5384615384615384,0.9961538461538462,1,0.0469606052700234,spec2d,23,chb24,325,65,34546,229.3,18,31,0.6772849462365591,
0.8307692307692308,0.6549294415165731,0.7618446368446369,0.6288461538461538,0.793905325443787,0.4304049990107377,0.2526339706900447,0.9012567324955116,0.9653846153846154,0.4086021505376344,0.2923076923076923,0.2923076923076923,"[[251, 9], [46, 19]]",0.2923076923076923,0.9653846153846154,9,0.4226454474302113,raw1d_wide,23,chb24,325,65,103712,731.7,3,20,0.7997222222222222,
0.913846153846154,0.8371976527837413,0.9513888888888888,0.7846153846153846,0.8344378698224854,0.9021268141492534,0.1611973748739385,0.948905109489051,1.0,0.7254901960784313,0.5692307692307692,0.5692307692307692,"[[260, 0], [28, 37]]",0.5692307692307692,1.0,0,0.0,spec2d_wide,23,chb24,325,65,102236,358.4,19,32,0.6884455722558396,
0.9107692307692308,0.8327150742798317,0.93806161745828,0.7826923076923077,0.87301775147929,0.698292762293052,0.1580840008236793,0.946983546617916,0.9961538461538462,0.7184466019417476,0.5692307692307692,0.5692307692307692,"[[259, 1], [28, 37]]",0.5692307692307692,0.9961538461538462,1,0.0469606052700234,late,23,chb24,325,65,102768,748.6,19,32,0.8377431026684758,
0.8338461538461538,0.7204345609787179,0.7412250277469479,0.7057692307692307,0.7902366863905325,0.4756664603785152,0.2518049798422213,0.8984962406015038,0.9192307692307692,0.5423728813559322,0.4923076923076923,0.4923076923076923,"[[239, 21], [33, 32]]",0.4923076923076923,0.9192307692307692,21,0.9861727106704932,gated,23,chb24,325,65,102921,474.7,4,20,0.8062961023826514,
0.8892307692307693,0.7971004439511653,0.8740123668842322,0.7576923076923077,0.8697041420118343,0.3475388103064523,0.1798719809919346,0.9338235294117648,0.9769230769230768,0.660377358490566,0.5384615384615384,0.5384615384615384,"[[254, 6], [30, 35]]",0.5384615384615384,0.9769230769230768,6,0.2817636316201409,attention,23,chb24,325,65,102767,480.0,6,20,0.8271999554092062,
0.8769230769230769,0.7512628195316088,0.9013280521901212,0.7038461538461539,0.8320710059171598,0.573928278245946,0.2205016595295851,0.9280575539568344,0.9923076923076924,0.574468085106383,0.4153846153846154,0.4153846153846154,"[[258, 2], [38, 27]]",0.4153846153846154,0.9923076923076924,2,0.0939212105400469,early,23,chb24,325,65,102547,381.8,10,23,0.8080619629127092,
0.908,0.8613622664255576,0.8496503496503497,0.875,0.956,0.32864467532089,0.1831591889712253,0.9417721518987342,0.93,0.780952380952381,0.82,0.82,"[[186, 14], [9, 41]]",0.82,0.93,14,0.345252774352651,logvar,0,chb01,250,50,18,0.33,-1,0,,
0.888,0.832391533378029,0.8198637702503682,0.8475,0.9225,0.2869225870169357,0.1745851263290302,0.9289340101522844,0.915,0.7358490566037735,0.78,0.78,"[[183, 17], [11, 39]]",0.78,0.915,17,0.4192355117139334,shallow,0,chb01,250,50,126,0.59,-1,0,,
0.7,0.66078697421981,0.677133655394525,0.775,0.804375,0.6634974594177376,0.4544244760203551,0.7761194029850746,0.65,0.5454545454545454,0.9,0.9,"[[52, 28], [2, 18]]",0.9,0.65,28,0.7940133910988579,logvar,1,chb02,100,20,18,0.08,-1,0,,
0.93,0.8996415770609318,0.8733333333333333,0.9375,0.966875,0.2475058102315658,0.1319551941890457,0.9548387096774194,0.925,0.8444444444444444,0.95,0.95,"[[74, 6], [1, 19]]",0.95,0.925,6,0.1701457266640409,shallow,1,chb02,100,20,126,0.59,-1,0,,
0.7955555555555556,0.7413534586165533,0.7231045981045982,0.8138888888888889,0.8864197530864197,0.5058514243987791,0.3001658081477855,0.8597560975609756,0.7833333333333333,0.6229508196721312,0.8444444444444444,0.8444444444444444,"[[141, 39], [7, 38]]",0.8444444444444444,0.7833333333333333,39,1.0263157894736843,logvar,2,chb03,225,45,18,0.13,-1,0,,
0.9155555555555556,0.8819875776397516,0.8522727272727273,0.9305555555555556,0.957037037037037,0.2838984793092579,0.1436858372900918,0.944927536231884,0.9055555555555556,0.819047619047619,0.9555555555555556,0.9555555555555556,"[[163, 17], [2, 43]]",0.9555555555555556,0.9055555555555556,17,0.4473684210526316,shallow,2,chb03,225,45,126,0.7,-1,0,,
0.7666666666666667,0.6964512227499337,0.6819225550568834,0.7470238095238095,0.8022959183673469,0.5644056273879333,0.3510130819761369,0.842443729903537,0.7797619047619048,0.5504587155963303,0.7142857142857143,0.7142857142857143,"[[131, 37], [12, 30]]",0.7142857142857143,0.7797619047619048,37,0.2371119339219595,logvar,3,chb04,210,42,18,0.1,-1,0,,
0.8428571428571429,0.7755465587044534,0.7574209830549212,0.8035714285714286,0.8646541950113379,0.4865426862538673,0.2511320168927921,0.8984615384615384,0.8690476190476191,0.6526315789473685,0.7380952380952381,0.7380952380952381,"[[146, 22], [11, 31]]",0.7380952380952381,0.8690476190476191,22,0.1409854742238678,shallow,3,chb04,210,42,126,0.76,-1,0,,
0.3,0.2929292929292929,0.6111111111111112,0.5625,0.8590010405827263,1.0063249872745967,0.7657531184300905,0.2222222222222222,0.125,0.3636363636363636,1.0,1.0,"[[31, 217], [0, 62]]",1.0,0.125,217,5.563706288725874,logvar,4,chb05,310,62,18,0.12,-1,0,,
0.4709677419354838,0.4672199865861837,0.6237714987714988,0.657258064516129,0.9567507804370446,1.0570763923890412,0.7141413015613896,0.5119047619047619,0.3467741935483871,0.4225352112676056,0.967741935483871,0.967741935483871,"[[86, 162], [2, 60]]",0.967741935483871,0.3467741935483871,162,4.153550316928993,shallow,4,chb05,310,62,126,0.64,-1,0,,
0.5166666666666667,0.4965277777777778,0.5798611111111112,0.6197916666666666,0.6124131944444444,0.7603678037805934,0.5500496238930811,0.5972222222222222,0.4479166666666667,0.3958333333333333,0.7916666666666666,0.7916666666666666,"[[43, 53], [5, 19]]",0.7916666666666666,0.4479166666666667,53,0.7942388544311701,logvar,5,chb06,120,24,18,0.08,-1,0,,
0.4,0.4,0.625,0.625,0.6267361111111112,1.5025315106893755,0.9318141118618378,0.4,0.25,0.4,1.0,1.0,"[[24, 72], [0, 24]]",1.0,0.25,72,1.0789659909253633,shallow,5,chb06,120,24,126,0.72,-1,0,,
0.7666666666666667,0.7278225806451613,0.7254554655870445,0.84375,0.9556327160493826,0.5928784983012303,0.3916164573614569,0.8306451612903226,0.7152777777777778,0.625,0.9722222222222222,0.9722222222222222,"[[103, 41], [1, 35]]",0.9722222222222222,0.7152777777777778,41,0.6114839671886652,logvar,6,chb07,180,36,18,0.1,-1,0,,
0.8722222222222222,0.8283510924996891,0.799509731094934,0.8888888888888888,0.9527391975308642,0.3282995956630506,0.1887562062515189,0.915129151291513,0.8611111111111112,0.7415730337078652,0.9166666666666666,0.9166666666666666,"[[124, 20], [3, 33]]",0.9166666666666666,0.8611111111111112,20,0.2982848620432513,shallow,6,chb07,180,36,126,0.78,-1,0,,
0.4061855670103093,0.405070192176639,0.5817554149540479,0.5940721649484536,0.7030237007120841,0.9331872507710296,0.6985410882913624,0.4308300395256917,0.2809278350515464,0.3793103448275862,0.9072164948453608,0.9072164948453608,"[[109, 279], [9, 88]]",0.9072164948453608,0.2809278350515464,279,13.946126076089977,logvar,7,chb08,485,97,18,0.18,-1,0,,
0.6041237113402061,0.5117040020135918,0.5249101181304572,0.5360824742268041,0.5316452332872782,0.858163632433211,0.5613183983225458,0.7241379310344828,0.6494845360824743,0.2992700729927007,0.422680412371134,0.422680412371134,"[[252, 136], [56, 41]]",0.422680412371134,0.6494845360824743,136,6.7981116356567615,shallow,7,chb08,485,97,126,0.6,-1,0,,
0.6451612903225806,0.6224702183251406,0.6802325581395349,0.7782258064516129,0.9638397502601456,0.6919212286653248,0.4747023707118851,0.7150259067357513,0.5564516129032258,0.5299145299145299,1.0,1.0,"[[69, 55], [0, 31]]",1.0,0.5564516129032258,55,0.8104789193614408,logvar,8,chb09,155,31,18,0.12,-1,0,,
0.6258064516129033,0.605701754385965,0.6741573033707865,0.7661290322580645,0.9945369406867848,0.7419679462208478,0.482017314041781,0.6947368421052632,0.532258064516129,0.5166666666666667,1.0,1.0,"[[66, 58], [0, 31]]",1.0,0.532258064516129,58,0.8546868604175194,shallow,8,chb09,155,31,126,0.67,-1,0,,
0.6612244897959184,0.6364140249244578,0.6856060606060606,0.7882653061224489,0.984902124114952,0.5735259995109979,0.401628773183062,0.7313915857605178,0.576530612244898,0.5414364640883977,1.0,1.0,"[[113, 83], [0, 49]]",1.0,0.576530612244898,83,1.6593546953962348,logvar,9,chb10,245,49,18,0.12,-1,0,,
0.889795918367347,0.8534591612946103,0.8214003477161371,0.923469387755102,0.991774260724698,0.2410664811885544,0.1526035569783757,0.9264305177111716,0.8673469387755102,0.7804878048780488,0.979591836734694,0.979591836734694,"[[170, 26], [1, 48]]",0.979591836734694,0.8673469387755102,26,0.519797856389182,shallow,9,chb10,245,49,126,0.83,-1,0,,
0.8506024096385543,0.8082712369597616,0.7811269232788951,0.8885542168674698,0.9558716794890404,0.4339936123697333,0.2592828469612065,0.898360655737705,0.8253012048192772,0.7181818181818181,0.9518072289156626,0.9518072289156626,"[[274, 58], [4, 79]]",0.9518072289156626,0.8253012048192772,58,1.6671989779623122,logvar,10,chb11,415,83,18,0.13,-1,0,,
0.8385542168674699,0.7979713577807003,0.7736797881550135,0.8900602409638554,0.9594643634780085,0.4300942526606067,0.2517050483720092,0.8885191347753744,0.8042168674698795,0.7074235807860262,0.9759036144578314,0.9759036144578314,"[[267, 65], [2, 81]]",0.9759036144578314,0.8042168674698795,65,1.8684126477163845,shallow,10,chb11,415,83,126,0.66,-1,0,,
0.6894308943089431,0.4617252835376332,0.4590988444592235,0.4674796747967479,0.4020259105030075,0.7282070467893655,0.4768598171750763,0.8118226600985222,0.8373983739837398,0.1116279069767441,0.0975609756097561,0.0975609756097561,"[[412, 80], [111, 12]]",0.0975609756097561,0.8373983739837398,80,3.86784850926672,logvar,11,chb12,615,123,18,0.11,-1,0,,
0.7577235772357723,0.5459680416202155,0.5676411909146716,0.5436991869918699,0.6002875272655166,0.6046080947188485,0.3745645410765029,0.8560386473429952,0.9004065040650406,0.2358974358974359,0.1869918699186991,0.1869918699186991,"[[443, 49], [100, 23]]",0.1869918699186991,0.9004065040650406,49,2.3690572119258664,shallow,11,chb12,615,123,126,0.58,-1,0,,
0.4626865671641791,0.4257142857142857,0.4903652574058096,0.4850746268656716,0.4696480285141456,0.8947251759779713,0.653207833370171,0.5714285714285714,0.4477611940298507,0.28,0.5223880597014925,0.5223880597014925,"[[120, 148], [32, 35]]",0.5223880597014925,0.4477611940298507,148,4.484848484848484,logvar,12,chb13,335,67,18,0.13,-1,0,,
0.4716417910447761,0.3636578272394586,0.399437148217636,0.3507462686567164,0.3059701492537313,1.5803910732032385,0.833020441076159,0.6257928118393234,0.5522388059701493,0.1015228426395939,0.1492537313432835,0.1492537313432835,"[[148, 120], [57, 10]]",0.1492537313432835,0.5522388059701493,120,3.636363636363636,shallow,12,chb13,335,67,126,0.58,-1,0,,
0.5583333333333333,0.4609712687515891,0.4822222222222222,0.4739583333333333,0.4036458333333333,0.7467969440010028,0.5357865114479984,0.6900584795321637,0.6145833333333334,0.2318840579710145,0.3333333333333333,0.3333333333333333,"[[59, 37], [16, 8]]",0.3333333333333333,0.6145833333333334,37,1.4230769230769231,logvar,13,chb14,120,24,18,0.1,-1,0,,
0.6083333333333333,0.4718606611105909,0.4798319327731092,0.4739583333333333,0.3693576388888889,0.8928479148458168,0.5631448175592421,0.7403314917127072,0.6979166666666666,0.2033898305084746,0.25,0.25,"[[67, 29], [18, 6]]",0.25,0.6979166666666666,29,1.1153846153846154,shallow,13,chb14,120,24,126,0.68,-1,0,,
0.7906542056074767,0.4501945239668208,0.4710497835497835,0.4976635514018692,0.7624683378461,0.5752589391952149,0.3515344682161885,0.8828451882845189,0.985981308411215,0.0175438596491228,0.0093457943925233,0.0093457943925233,"[[844, 12], [212, 2]]",0.0093457943925233,0.985981308411215,12,0.2999583391195667,logvar,14,chb15,1070,214,18,0.14,-1,0,,
0.788785046728972,0.4495333485089915,0.4619307400379506,0.4964953271028037,0.6115872565289546,0.8795614315778514,0.3915445944712757,0.881675392670157,0.983644859813084,0.017391304347826,0.0093457943925233,0.0093457943925233,"[[842, 14], [212, 2]]",0.0093457943925233,0.983644859813084,14,0.3499513956394945,shallow,14,chb15,1070,214,126,0.61,-1,0,,
0.5428571428571428,0.5104895104895105,0.569078947368421,0.6071428571428572,0.5663265306122449,0.8056940410986311,0.5661309183232941,0.6363636363636364,0.5,0.3846153846153846,0.7142857142857143,0.7142857142857143,"[[28, 28], [4, 10]]",0.7142857142857143,0.5,28,1.4736842105263157,logvar,15,chb16,70,14,18,0.09,-1,0,,
0.7428571428571429,0.685,0.6774475524475524,0.7589285714285714,0.8099489795918368,0.8258188973468945,0.4083137211040402,0.82,0.7321428571428571,0.55,0.7857142857142857,0.7857142857142857,"[[41, 15], [3, 11]]",0.7857142857142857,0.7321428571428571,15,0.7894736842105263,shallow,15,chb16,70,14,126,0.56,-1,0,,
0.8125,0.6658312447786132,0.7002635046113307,0.6484375,0.781982421875,0.4392156536188301,0.2858517644154746,0.8872180451127819,0.921875,0.4444444444444444,0.375,0.375,"[[118, 10], [20, 12]]",0.375,0.921875,10,0.4760645331922771,logvar,16,chb17,160,32,18,0.14,-1,0,,
0.84375,0.7084335592973249,0.7747293766330721,0.6796875,0.777587890625,0.4919326649069137,0.2397142542130446,0.9070631970260224,0.953125,0.5098039215686274,0.40625,0.40625,"[[122, 6], [19, 13]]",0.40625,0.953125,6,0.2856387199153662,shallow,16,chb17,160,32,126,0.67,-1,0,,
0.7263157894736842,0.6092390444549913,0.6031396713615024,0.6217105263157895,0.7345914127423823,0.5184482844972226,0.3438619643483424,0.8231292517006803,0.7960526315789473,0.3953488372093023,0.4473684210526316,0.4473684210526316,"[[121, 31], [21, 17]]",0.4473684210526316,0.7960526315789473,31,0.8699719363891487,logvar,17,chb18,190,38,18,0.12,-1,0,,
0.8473684210526315,0.7432312782515496,0.7659768715763846,0.7269736842105263,0.7686980609418281,0.437073971807225,0.243262572083912,0.9067524115755627,0.9276315789473684,0.5797101449275363,0.5263157894736842,0.5263157894736842,"[[141, 11], [18, 20]]",0.5263157894736842,0.9276315789473684,11,0.3086997193638915,shallow,17,chb18,190,38,126,0.66,-1,0,,
