acc,f1_macro,precision_macro,recall_macro,auc,f1_c0,recall_c0,f1_c1,recall_c1,recall_ictal,cm,model,repeat,fold,params,sec,blend_w
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",raw1d,2,4,26946,33.678674599999795,
0.9666666666666667,0.9633699633699633,0.9545454545454546,0.975,1.0,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[38, 2], [0, 20]]",spec2d,2,4,32098,8.99614709999878,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,0.99875,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",raw1d_wide,2,4,99666,81.43655929999659,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",spec2d_wide,2,4,97646,18.590210099995602,
0.9666666666666667,0.9633699633699633,0.9545454545454546,0.975,1.0,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[38, 2], [0, 20]]",late,2,4,98416,47.22467100000358,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",gated,2,4,98569,39.36125900000479,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",attention,2,4,98415,38.336424500004796,
0.95,0.9413871703028329,0.9651162790697674,0.925,0.995,0.963855421686747,1.0,0.918918918918919,0.85,0.85,"[[40, 0], [3, 17]]",early,2,4,97617,20.17318250000244,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",score,2,4,59044,0.08842300000105752,0.4
0.95,0.9444272923741897,0.9395604395604396,0.95,0.9912500000000001,0.9620253164556962,0.95,0.926829268292683,0.95,0.95,"[[38, 2], [1, 19]]",logvar,2,4,2,0.02131109999754699,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",shallow,2,4,14,0.01810939999995753,
0.9666666666666667,0.9614890885750962,0.9761904761904762,0.95,1.0,0.975609756097561,1.0,0.9473684210526315,0.9,0.9,"[[40, 0], [2, 18]]",raw1d,3,0,26946,22.382601400000567,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,0.99875,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",spec2d,3,0,32098,7.886303100000077,
0.95,0.9413871703028329,0.9651162790697674,0.925,1.0,0.963855421686747,1.0,0.918918918918919,0.85,0.85,"[[40, 0], [3, 17]]",raw1d_wide,3,0,99666,85.30465180000465,
0.9666666666666667,0.9624999999999999,0.9624999999999999,0.9624999999999999,0.9974999999999999,0.975,0.975,0.95,0.95,0.95,"[[39, 1], [1, 19]]",spec2d_wide,3,0,97646,17.83706279999751,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",late,3,0,98416,33.38537709999946,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",gated,3,0,98569,36.4201466999948,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",attention,3,0,98415,34.8121506000025,
0.9166666666666666,0.9073788206236493,0.9029304029304028,0.9125000000000001,0.9349999999999999,0.9367088607594937,0.925,0.8780487804878049,0.9,0.9,"[[37, 3], [2, 18]]",early,3,0,97617,25.108817100001033,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,0.99875,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",score,3,0,59044,0.08395249999739463,0.0
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",logvar,3,0,2,0.0201323000001139,
0.9666666666666667,0.9614890885750962,0.9761904761904762,0.95,0.985,0.975609756097561,1.0,0.9473684210526315,0.9,0.9,"[[40, 0], [2, 18]]",shallow,3,0,14,0.02269220000016503,
0.9,0.8942420681551116,0.8846153846153846,0.925,1.0,0.918918918918919,0.85,0.8695652173913043,1.0,1.0,"[[34, 6], [0, 20]]",raw1d,3,1,26946,24.511403799995605,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,0.9974999999999999,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",spec2d,3,1,32098,8.78417410000111,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",raw1d_wide,3,1,99666,66.72606580000138,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",spec2d_wide,3,1,97646,15.325905700003204,
0.9666666666666667,0.9633699633699633,0.9545454545454546,0.975,1.0,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[38, 2], [0, 20]]",late,3,1,98416,35.68985850000172,
0.9666666666666667,0.9614890885750962,0.9761904761904762,0.95,1.0,0.975609756097561,1.0,0.9473684210526315,0.9,0.9,"[[40, 0], [2, 18]]",gated,3,1,98569,39.463010999999824,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",attention,3,1,98415,46.31008719999954,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,0.995,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",early,3,1,97617,18.577077099995222,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,0.9974999999999999,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",score,3,1,59044,0.09122539999953005,0.0
0.9333333333333333,0.9267399267399268,0.9186602870813397,0.9375,0.9850000000000001,0.9487179487179487,0.925,0.9047619047619048,0.95,0.95,"[[37, 3], [1, 19]]",logvar,3,1,2,0.01896389999456005,
0.9333333333333333,0.9267399267399268,0.9186602870813397,0.9375,0.9962500000000001,0.9487179487179487,0.925,0.9047619047619048,0.95,0.95,"[[37, 3], [1, 19]]",shallow,3,1,14,0.020303199999034405,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",raw1d,3,2,26946,30.353297600006044,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",spec2d,3,2,32098,8.05668350000633,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",raw1d_wide,3,2,99666,68.43521619999956,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",spec2d_wide,3,2,97646,15.118998999998439,
0.9666666666666667,0.9633699633699633,0.9545454545454546,0.975,1.0,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[38, 2], [0, 20]]",late,3,2,98416,36.69513089999964,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",gated,3,2,98569,41.44754649999959,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",attention,3,2,98415,43.94274459999724,
0.9166666666666666,0.9023119505047217,0.9240766073871409,0.8875,0.98125,0.9397590361445783,0.975,0.8648648648648649,0.8,0.8,"[[39, 1], [4, 16]]",early,3,2,97617,20.807084799998847,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",score,3,2,59044,0.09333260000130394,1.0
0.9166666666666666,0.9093929326487467,0.899529964747356,0.925,0.96875,0.935064935064935,0.9,0.8837209302325582,0.95,0.95,"[[36, 4], [1, 19]]",logvar,3,2,2,0.020049000006110873,
0.9666666666666667,0.9633699633699633,0.9545454545454546,0.975,0.99875,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[38, 2], [0, 20]]",shallow,3,2,14,0.021060400002170354,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,1.0,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",raw1d,3,3,26946,25.641597300003923,
0.9666666666666667,0.9633699633699633,0.9545454545454546,0.975,1.0,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[38, 2], [0, 20]]",spec2d,3,3,32098,8.433561500001815,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",raw1d_wide,3,3,99666,71.47841370000242,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",spec2d_wide,3,3,97646,16.138193099999626,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",late,3,3,98416,31.93102329999965,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",gated,3,3,98569,35.50240959999792,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",attention,3,3,98415,44.26459710000199,
0.85,0.8447829836159816,0.8448275862068966,0.8875,0.98875,0.8732394366197183,0.775,0.8163265306122449,1.0,1.0,"[[31, 9], [0, 20]]",early,3,3,97617,18.923470000001544,
0.9666666666666667,0.9633699633699633,0.9545454545454546,0.975,1.0,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[38, 2], [0, 20]]",score,3,3,59044,0.08425800000259187,0.0
0.9333333333333333,0.925,0.925,0.925,0.99125,0.95,0.95,0.9,0.9,0.9,"[[38, 2], [2, 18]]",logvar,3,3,2,0.01868329999706475,
0.95,0.945635759589248,0.9347826086956521,0.9625,0.9974999999999999,0.961038961038961,0.925,0.9302325581395349,1.0,1.0,"[[37, 3], [0, 20]]",shallow,3,3,14,0.021778500005893875,
0.9666666666666667,0.9624999999999999,0.9624999999999999,0.9624999999999999,0.995,0.975,0.975,0.95,0.95,0.95,"[[39, 1], [1, 19]]",raw1d,3,4,26946,22.757773799996357,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,0.9962500000000001,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",spec2d,3,4,32098,7.130575200004387,
0.9666666666666667,0.9624999999999999,0.9624999999999999,0.9624999999999999,0.9974999999999999,0.975,0.975,0.95,0.95,0.95,"[[39, 1], [1, 19]]",raw1d_wide,3,4,99666,80.9121537999963,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,0.9962500000000001,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",spec2d_wide,3,4,97646,14.433460200001718,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,0.99875,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",late,3,4,98416,34.82422389999556,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,0.9962500000000001,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",gated,3,4,98569,34.90172889999667,
0.9666666666666667,0.9624999999999999,0.9624999999999999,0.9624999999999999,0.9962500000000001,0.975,0.975,0.95,0.95,0.95,"[[39, 1], [1, 19]]",attention,3,4,98415,37.197331600000325,
0.9333333333333333,0.925,0.925,0.925,0.97875,0.95,0.95,0.9,0.9,0.9,"[[38, 2], [2, 18]]",early,3,4,97617,15.872821400000248,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,0.9962500000000001,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",score,3,4,59044,0.08938070000294829,0.0
0.9166666666666666,0.9050332383665717,0.9107830551989731,0.8999999999999999,0.99,0.9382716049382716,0.95,0.8717948717948718,0.85,0.85,"[[38, 2], [3, 17]]",logvar,3,4,2,0.021703300000808667,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",shallow,3,4,14,0.020755800003826153,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",raw1d,4,0,26946,24.350292300005094,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",spec2d,4,0,32098,10.12891700000182,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",raw1d_wide,4,0,99666,78.16826620000211,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",spec2d_wide,4,0,97646,15.588951799996721,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",late,4,0,98416,35.008893199999875,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",gated,4,0,98569,38.641152399999555,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",attention,4,0,98415,35.234781599996495,
0.95,0.9413871703028329,0.9651162790697674,0.925,1.0,0.963855421686747,1.0,0.918918918918919,0.85,0.85,"[[40, 0], [3, 17]]",early,4,0,97617,18.864210300002014,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",score,4,0,59044,0.08593069999915315,0.325
0.95,0.9444272923741897,0.9395604395604396,0.95,0.99625,0.9620253164556962,0.95,0.926829268292683,0.95,0.95,"[[38, 2], [1, 19]]",logvar,4,0,2,0.02083199999469798,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,0.99875,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",shallow,4,0,14,0.022018000003299676,
0.95,0.9413871703028329,0.9651162790697674,0.925,0.9962500000000001,0.963855421686747,1.0,0.918918918918919,0.85,0.85,"[[40, 0], [3, 17]]",raw1d,4,1,26946,25.492920899996534,
0.95,0.9444272923741897,0.9395604395604396,0.95,0.9974999999999999,0.9620253164556962,0.95,0.926829268292683,0.95,0.95,"[[38, 2], [1, 19]]",spec2d,4,1,32098,8.035578500006523,
0.9666666666666667,0.9614890885750962,0.9761904761904762,0.95,1.0,0.975609756097561,1.0,0.9473684210526315,0.9,0.9,"[[40, 0], [2, 18]]",raw1d_wide,4,1,99666,64.21545809999952,
0.9666666666666667,0.9624999999999999,0.9624999999999999,0.9624999999999999,0.995,0.975,0.975,0.95,0.95,0.95,"[[39, 1], [1, 19]]",spec2d_wide,4,1,97646,14.873854099998425,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,0.99875,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",late,4,1,98416,33.33977450000384,
0.9666666666666667,0.9624999999999999,0.9624999999999999,0.9624999999999999,0.99,0.975,0.975,0.95,0.95,0.95,"[[39, 1], [1, 19]]",gated,4,1,98569,35.02416710000398,
0.9666666666666667,0.9633699633699633,0.9545454545454546,0.975,0.99875,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[38, 2], [0, 20]]",attention,4,1,98415,35.58888009999646,
0.9166666666666666,0.8991596638655461,0.9444444444444444,0.875,0.9425,0.9411764705882353,1.0,0.8571428571428571,0.75,0.75,"[[40, 0], [5, 15]]",early,4,1,97617,14.679389099997934,
0.95,0.9444272923741897,0.9395604395604396,0.95,0.9974999999999999,0.9620253164556962,0.95,0.926829268292683,0.95,0.95,"[[38, 2], [1, 19]]",score,4,1,59044,0.08060010000190232,0.0
0.9166666666666666,0.9073788206236493,0.9029304029304028,0.9125000000000001,0.9712500000000001,0.9367088607594937,0.925,0.8780487804878049,0.9,0.9,"[[37, 3], [2, 18]]",logvar,4,1,2,0.019988899999589194,
0.9666666666666667,0.9624999999999999,0.9624999999999999,0.9624999999999999,0.99,0.975,0.975,0.95,0.95,0.95,"[[39, 1], [1, 19]]",shallow,4,1,14,0.027420899998105597,
0.9666666666666667,0.9624999999999999,0.9624999999999999,0.9624999999999999,0.9962500000000001,0.975,0.975,0.95,0.95,0.95,"[[39, 1], [1, 19]]",raw1d,4,2,26946,30.08968520000053,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",spec2d,4,2,32098,8.365197599996463,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,0.9974999999999999,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",raw1d_wide,4,2,99666,108.14572439999756,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",spec2d_wide,4,2,97646,18.13818970000284,
0.9666666666666667,0.9624999999999999,0.9624999999999999,0.9624999999999999,0.99875,0.975,0.975,0.95,0.95,0.95,"[[39, 1], [1, 19]]",late,4,2,98416,40.97364190000371,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",gated,4,2,98569,35.736727900002734,
0.9833333333333333,0.9814757641247298,0.9761904761904762,0.9875,0.99625,0.9873417721518988,0.975,0.975609756097561,1.0,1.0,"[[39, 1], [0, 20]]",attention,4,2,98415,34.78697309999552,
0.9166666666666666,0.9023119505047217,0.9240766073871409,0.8875,0.99125,0.9397590361445783,0.975,0.8648648648648649,0.8,0.8,"[[39, 1], [4, 16]]",early,4,2,97617,14.144599699997343,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",score,4,2,59044,0.082937099999981,0.0
0.95,0.945635759589248,0.9347826086956521,0.9625,0.9837499999999999,0.961038961038961,0.925,0.9302325581395349,1.0,1.0,"[[37, 3], [0, 20]]",logvar,4,2,2,0.020528799999738112,
0.95,0.9444272923741897,0.9395604395604396,0.95,0.995,0.9620253164556962,0.95,0.926829268292683,0.95,0.95,"[[38, 2], [1, 19]]",shallow,4,2,14,0.02320740000141086,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",raw1d,4,3,26946,24.11379300000408,
0.95,0.945635759589248,0.9347826086956521,0.9625,1.0,0.961038961038961,0.925,0.9302325581395349,1.0,1.0,"[[37, 3], [0, 20]]",spec2d,4,3,32098,8.406103099994652,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",raw1d_wide,4,3,99666,78.04878250000183,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",spec2d_wide,4,3,97646,16.85490320000099,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,0.99875,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",late,4,3,98416,35.55719780000072,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",gated,4,3,98569,38.21611889999622,
0.9333333333333333,0.9206349206349206,0.9545454545454546,0.9,0.99875,0.9523809523809523,1.0,0.8888888888888888,0.8,0.8,"[[40, 0], [4, 16]]",attention,4,3,98415,42.116216199996416,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,0.99875,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",early,4,3,97617,21.943562000000384,
0.95,0.945635759589248,0.9347826086956521,0.9625,1.0,0.961038961038961,0.925,0.9302325581395349,1.0,1.0,"[[37, 3], [0, 20]]",score,4,3,59044,0.1660699999993085,0.0
0.9666666666666667,0.9624999999999999,0.9624999999999999,0.9624999999999999,0.98625,0.975,0.975,0.95,0.95,0.95,"[[39, 1], [1, 19]]",logvar,4,3,2,0.023679700003413018,
0.9666666666666667,0.9633699633699633,0.9545454545454546,0.975,0.99625,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[38, 2], [0, 20]]",shallow,4,3,14,0.0201935999939451,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",raw1d,4,4,26946,33.43477759999951,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",spec2d,4,4,32098,11.43584369999735,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",raw1d_wide,4,4,99666,82.1973313999988,
0.9666666666666667,0.9633699633699633,0.9545454545454546,0.975,1.0,0.9743589743589743,0.95,0.9523809523809523,1.0,1.0,"[[38, 2], [0, 20]]",spec2d_wide,4,4,97646,24.00537869999971,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",late,4,4,98416,51.980284099998244,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",gated,4,4,98569,52.88450790000206,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",attention,4,4,98415,53.1100415999972,
0.9333333333333333,0.925,0.925,0.925,0.97875,0.95,0.95,0.9,0.9,0.9,"[[38, 2], [2, 18]]",early,4,4,97617,28.367215399994166,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0], [0, 20]]",score,4,4,59044,0.14024179999978514,0.0
0.9166666666666666,0.9050332383665717,0.9107830551989731,0.8999999999999999,0.99125,0.9382716049382716,0.95,0.8717948717948718,0.85,0.85,"[[38, 2], [3, 17]]",logvar,4,4,2,0.027066299997386523,
0.9833333333333333,0.9810066476733144,0.9878048780487805,0.975,0.99875,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0], [1, 19]]",shallow,4,4,14,0.021456200003740378,
